covidtrialID,interventionID
NCT04508985,intervention_2737
NCT04558463,intervention_7
NCT04432805,intervention_834
NCT04329507,intervention_837
NCT04482634,intervention_835
NCT04482634,intervention_836
NCT04518735,intervention_2738
NCT04354701,intervention_839
NCT04409925,intervention_838
NCT04358939,intervention_843
NCT04407195,intervention_841
NCT04412226,intervention_182
NCT04412226,intervention_844
NCT04438980,intervention_14
NCT04371406,intervention_183
NCT04371406,intervention_845
NCT04439084,intervention_842
NCT04346368,intervention_846
NCT04531501,intervention_2739
NCT04366115,intervention_478
NCT04366115,intervention_48
NCT04542434,intervention_1286
NCT04359121,intervention_847
NCT04420988,intervention_17
NCT04350736,intervention_178
NCT04425837,intervention_856
NCT04395170,intervention_17
NCT04395170,intervention_848
NCT04395170,intervention_849
NCT04379336,intervention_854
NCT04470414,intervention_850
NCT04499391,intervention_2740
NCT04487951,intervention_855
NCT04366830,intervention_851
NCT04386850,intervention_852
NCT04397523,intervention_42
NCT04357808,intervention_30
NCT04357808,intervention_860
NCT04427254,intervention_866
NCT04286503,intervention_857
NCT04286503,intervention_858
NCT04286503,intervention_859
NCT04334005,intervention_19
NCT04522817,intervention_2741
NCT04351581,intervention_864
NCT04351581,intervention_865
NCT04349592,intervention_0
NCT04349592,intervention_1
NCT04349592,intervention_2742
NCT04349592,intervention_2743
NCT04410939,intervention_863
NCT04405271,intervention_872
NCT04288102,intervention_35
NCT04374591,intervention_879
NCT04359212,intervention_869
NCT04537585,intervention_2745
NCT04339816,intervention_1
NCT04339816,intervention_0
NCT04345315,intervention_875
NCT04345315,intervention_876
NCT04345315,intervention_877
NCT04345315,intervention_878
NCT04422678,intervention_861
NCT04422678,intervention_11
NCT04459325,intervention_868
NCT04453553,intervention_880
NCT04453553,intervention_881
NCT04347980,intervention_871
NCT04347980,intervention_0
NCT04508023,intervention_62
NCT04393155,intervention_870
NCT04459676,intervention_873
NCT04459676,intervention_874
NCT04533347,intervention_2746
NCT04362176,intervention_902
NCT04353323,intervention_86
NCT04373161,intervention_906
NCT04437121,intervention_885
NCT04544176,intervention_196
NCT04347512,intervention_883
NCT04347512,intervention_0
NCT04347512,intervention_884
NCT04456439,intervention_184
NCT04456439,intervention_48
NCT04456439,intervention_887
NCT04470258,intervention_900
NCT04470258,intervention_901
NCT04451291,intervention_886
NCT04460703,intervention_888
NCT04460703,intervention_889
NCT04460703,intervention_890
NCT04460703,intervention_891
NCT04460703,intervention_892
NCT04460703,intervention_893
NCT04460703,intervention_894
NCT04460703,intervention_895
NCT04460703,intervention_896
NCT04460703,intervention_897
NCT04460703,intervention_898
NCT04460703,intervention_899
NCT04368845,intervention_905
NCT04459312,intervention_882
NCT04353180,intervention_903
NCT04353180,intervention_904
NCT04353180,intervention_33
NCT04386694,intervention_908
NCT04386694,intervention_909
NCT04537650,intervention_2747
NCT04377750,intervention_5
NCT04390074,intervention_910
NCT04487691,intervention_911
NCT04487691,intervention_912
NCT04473248,intervention_913
NCT04544891,intervention_86
NCT04355767,intervention_2
NCT04355767,intervention_64
NCT04404426,intervention_914
NCT04512079,intervention_22
NCT04512079,intervention_2748
NCT04529460,intervention_2749
NCT04353206,intervention_929
NCT04395768,intervention_26
NCT04395768,intervention_0
NCT04395768,intervention_1
NCT04395768,intervention_915
NCT04395768,intervention_31
NCT04395768,intervention_916
NCT04516486,intervention_2750
NCT04460274,intervention_926
NCT04460274,intervention_927
NCT04516954,intervention_1063
NCT04509752,intervention_12
NCT04344431,intervention_918
NCT04380376,intervention_919
NCT04364984,intervention_917
NCT04542408,intervention_2751
NCT04542408,intervention_2752
NCT04412291,intervention_922
NCT04412291,intervention_923
NCT04412291,intervention_924
NCT04547660,intervention_2
NCT04547660,intervention_115
NCT04353674,intervention_920
NCT04353674,intervention_921
NCT04420390,intervention_925
NCT04386564,intervention_928
NCT04341688,intervention_930
NCT04412382,intervention_934
NCT04483830,intervention_931
NCT04477668,intervention_932
NCT04501458,intervention_2753
NCT04501458,intervention_2754
NCT04424004,intervention_933
NCT04403672,intervention_935
NCT04524715,intervention_2755
NCT04524715,intervention_2756
NCT04502069,intervention_88
NCT04529525,intervention_8
NCT04355247,intervention_936
NCT04530656,intervention_2757
NCT04530656,intervention_2758
NCT04530656,intervention_2759
NCT04361435,intervention_938
NCT04507256,intervention_2763
NCT04521036,intervention_2764
NCT04358926,intervention_112
NCT04358926,intervention_939
NCT04499300,intervention_2765
NCT04539795,intervention_2766
NCT04526990,intervention_82
NCT04536363,intervention_2767
NCT04536363,intervention_2768
NCT04387760,intervention_0
NCT04387760,intervention_7
NCT04387760,intervention_165
NCT04438070,intervention_937
NCT04496141,intervention_2769
NCT04388527,intervention_17
NCT04386239,intervention_940
NCT04335305,intervention_5
NCT04335305,intervention_941
NCT04497272,intervention_695
NCT04523831,intervention_2770
NCT04487444,intervention_121
NCT04553055,intervention_3133
NCT04338828,intervention_87
NCT04338828,intervention_942
NCT04344730,intervention_175
NCT04344730,intervention_944
NCT04344730,intervention_945
NCT04344730,intervention_946
NCT04344730,intervention_947
NCT04504734,intervention_2771
NCT04371952,intervention_49
NCT04391309,intervention_955
NCT04372589,intervention_63
NCT04529447,intervention_12
NCT04438694,intervention_24
NCT04389840,intervention_959
NCT04419571,intervention_943
NCT04273321,intervention_14
NCT04549922,intervention_2772
NCT04549922,intervention_92
NCT04534621,intervention_2773
NCT04390477,intervention_85
NCT04409483,intervention_948
NCT04409483,intervention_128
NCT04500626,intervention_2132
NCT04480060,intervention_949
NCT04387643,intervention_951
NCT04479319,intervention_950
NCT04313127,intervention_82
NCT04347538,intervention_952
NCT04347538,intervention_953
NCT04355026,intervention_956
NCT04526717,intervention_2774
NCT04338360,intervention_17
NCT04505774,intervention_2775
NCT04505774,intervention_2776
NCT04400058,intervention_957
NCT04450277,intervention_958
NCT04470999,intervention_966
NCT04363541,intervention_960
NCT04469114,intervention_60
NCT04374461,intervention_185
NCT04374461,intervention_961
NCT04377802,intervention_962
NCT04353336,intervention_73
NCT04481646,intervention_963
NCT04516915,intervention_1052
NCT04516915,intervention_41
NCT04387292,intervention_186
NCT04418206,intervention_964
NCT04336657,intervention_6
NCT04336657,intervention_954
NCT04387786,intervention_965
NCT04317040,intervention_833
NCT04334252,intervention_6
NCT04469647,intervention_970
NCT04524663,intervention_37
NCT04524663,intervention_782
NCT04542876,intervention_1555
NCT04544033,intervention_2777
NCT04544033,intervention_2778
NCT04339426,intervention_968
NCT04437693,intervention_0
NCT04418245,intervention_969
NCT04350320,intervention_69
NCT04350320,intervention_971
NCT04380987,intervention_972
NCT04341285,intervention_973
NCT04409509,intervention_1479
NCT04525911,intervention_2779
NCT04519034,intervention_3
NCT04343794,intervention_974
NCT04506268,intervention_2780
NCT04506268,intervention_2781
NCT04331665,intervention_16
NCT04328272,intervention_0
NCT04328272,intervention_985
NCT04328272,intervention_986
NCT04368260,intervention_975
NCT04368260,intervention_976
NCT04373096,intervention_977
NCT04373096,intervention_978
NCT04371679,intervention_981
NCT04542200,intervention_2782
NCT04537806,intervention_2783
NCT04379375,intervention_982
NCT04352491,intervention_3
NCT04527224,intervention_2784
NCT04389671,intervention_984
NCT04537858,intervention_2785
NCT04537858,intervention_2786
NCT04318444,intervention_0
NCT04318444,intervention_4
NCT04462393,intervention_987
NCT04402203,intervention_7
NCT04402203,intervention_988
NCT04327531,intervention_995
NCT04435717,intervention_989
NCT04435717,intervention_990
NCT04454398,intervention_2787
NCT04357574,intervention_991
NCT04467840,intervention_88
NCT04352751,intervention_994
NCT04498377,intervention_2788
NCT04363502,intervention_46
NCT04435314,intervention_18
NCT04396067,intervention_1197
NCT04396067,intervention_1198
NCT04384731,intervention_996
NCT04374487,intervention_24
NCT04374487,intervention_127
NCT04482361,intervention_983
NCT04435275,intervention_979
NCT04435275,intervention_980
NCT04418128,intervention_998
NCT04412018,intervention_999
NCT04366154,intervention_6
NCT04468139,intervention_1000
NCT04468139,intervention_1001
NCT04468139,intervention_39
NCT04468139,intervention_53
NCT04318015,intervention_0
NCT04318015,intervention_4
NCT04354428,intervention_71
NCT04354428,intervention_0
NCT04354428,intervention_1
NCT04354428,intervention_1006
NCT04341038,intervention_1003
NCT04341038,intervention_14
NCT04408170,intervention_1004
NCT04474340,intervention_1008
NCT04363008,intervention_1005
NCT04537572,intervention_2789
NCT04366141,intervention_992
NCT04518969,intervention_2790
NCT04551768,intervention_1015
NCT04551768,intervention_1016
NCT04373759,intervention_1017
NCT04373759,intervention_1018
NCT04370288,intervention_1014
NCT04497246,intervention_6
NCT04475120,intervention_1007
NCT04466241,intervention_1019
NCT04466241,intervention_1020
NCT04466241,intervention_1021
NCT04441398,intervention_18
NCT04366024,intervention_79
NCT04440007,intervention_1009
NCT04486508,intervention_1010
NCT04486508,intervention_1011
NCT04486508,intervention_1012
NCT04486508,intervention_187
NCT04416139,intervention_1013
NCT04537208,intervention_2791
NCT04537208,intervention_2792
NCT04537208,intervention_2793
NCT04537208,intervention_2794
NCT04537208,intervention_2795
NCT04537208,intervention_2796
NCT04423861,intervention_18
NCT04356677,intervention_1015
NCT04356677,intervention_1016
NCT04377685,intervention_1025
NCT04407689,intervention_188
NCT04379076,intervention_188
NCT04379076,intervention_10
NCT04352764,intervention_1022
NCT04445220,intervention_1023
NCT04377997,intervention_22
NCT04338568,intervention_28
NCT04293692,intervention_35
NCT04445493,intervention_1028
NCT04429334,intervention_1027
NCT04474288,intervention_1030
NCT04551781,intervention_1370
NCT04348474,intervention_0
NCT04348474,intervention_146
NCT04383886,intervention_1032
NCT04492358,intervention_23
NCT04492358,intervention_2797
NCT04492358,intervention_11
NCT04386668,intervention_1035
NCT04386668,intervention_1036
NCT03348670,intervention_189
NCT04507282,intervention_2798
NCT04387890,intervention_1038
NCT04345276,intervention_1026
NCT04401475,intervention_1033
NCT04401475,intervention_1034
NCT04291729,intervention_1029
NCT04405466,intervention_137
NCT04405466,intervention_1031
NCT04375709,intervention_1039
NCT04375709,intervention_1040
NCT04451317,intervention_1045
NCT04390061,intervention_60
NCT04390061,intervention_0
NCT04535063,intervention_2799
NCT04545541,intervention_2800
NCT03305341,intervention_189
NCT04534712,intervention_2801
NCT04481685,intervention_1041
NCT04403880,intervention_190
NCT04368988,intervention_2802
NCT04368988,intervention_2803
NCT04368988,intervention_2804
NCT04368988,intervention_2805
NCT04368988,intervention_2806
NCT04368988,intervention_2807
NCT04368988,intervention_2808
NCT04368988,intervention_2809
NCT04368988,intervention_2810
NCT04368988,intervention_2811
NCT04368988,intervention_2812
NCT04362137,intervention_16
NCT04447222,intervention_148
NCT04447222,intervention_78
NCT04447222,intervention_89
NCT04438837,intervention_0
NCT04519125,intervention_2813
NCT04519125,intervention_2814
NCT04442178,intervention_191
NCT04426201,intervention_191
NCT04350580,intervention_149
NCT04415060,intervention_1043
NCT04415060,intervention_1044
NCT04512027,intervention_2815
NCT04474301,intervention_89
NCT04349202,intervention_993
NCT04381013,intervention_1042
NCT04521322,intervention_2816
NCT04545749,intervention_2817
NCT04357327,intervention_1048
NCT04394793,intervention_90
NCT04366232,intervention_1046
NCT04366232,intervention_1047
NCT04548895,intervention_2818
NCT04477083,intervention_1049
NCT04477083,intervention_1050
NCT04383535,intervention_1051
NCT04540926,intervention_2819
NCT04528771,intervention_2820
NCT04528771,intervention_1101
NCT04400032,intervention_47
NCT04470297,intervention_1053
NCT04366271,intervention_1055
NCT04366271,intervention_11
NCT04548557,intervention_2821
NCT04342663,intervention_1058
NCT04371640,intervention_1056
NCT04387656,intervention_1062
NCT04387656,intervention_54
NCT04379284,intervention_1057
NCT04476940,intervention_1064
NCT04344756,intervention_1059
NCT04416113,intervention_1065
NCT04349631,intervention_145
NCT04437719,intervention_1060
NCT04533399,intervention_2822
NCT04364893,intervention_1066
NCT04519372,intervention_2823
NCT04382053,intervention_1067
NCT04382053,intervention_1068
NCT04488484,intervention_1054
NCT04355897,intervention_1063
NCT04347278,intervention_1070
NCT04363749,intervention_1069
NCT04348877,intervention_1061
NCT04379271,intervention_1052
NCT04497389,intervention_1666
NCT04335019,intervention_193
NCT04344782,intervention_192
NCT04530409,intervention_271
NCT04530409,intervention_2824
NCT04485130,intervention_1071
NCT04484493,intervention_2825
NCT04405921,intervention_0
NCT04405921,intervention_1072
NCT04494646,intervention_2826
NCT04401202,intervention_1074
NCT04435223,intervention_1075
NCT04406090,intervention_1077
NCT04497623,intervention_2827
NCT04449042,intervention_1076
NCT04435795,intervention_144
NCT04362813,intervention_172
NCT04501822,intervention_2828
NCT04351711,intervention_1078
NCT04405986,intervention_1079
NCT04405986,intervention_1080
NCT04495816,intervention_2829
NCT04495816,intervention_2830
NCT04408157,intervention_1085
NCT04395976,intervention_1082
NCT04407559,intervention_1084
NCT04390191,intervention_1086
NCT04469491,intervention_1089
NCT04469491,intervention_1090
NCT04397614,intervention_1088
NCT04328480,intervention_23
NCT04328480,intervention_1081
NCT04379310,intervention_1087
NCT04387955,intervention_181
NCT04418544,intervention_1083
NCT04557046,intervention_1870
NCT04557046,intervention_57
NCT04407299,intervention_1091
NCT04377646,intervention_0
NCT04377646,intervention_1092
NCT04377646,intervention_39
NCT04377646,intervention_1093
NCT04530396,intervention_709
NCT04542980,intervention_2831
NCT04509973,intervention_51
NCT04523012,intervention_2832
NCT04527315,intervention_101
NCT04472728,intervention_1094
NCT04354259,intervention_76
NCT04323644,intervention_1097
NCT04457349,intervention_1095
NCT04424771,intervention_1104
NCT04438850,intervention_8
NCT04352842,intervention_1098
NCT04429854,intervention_2
NCT04429854,intervention_11
NCT04542447,intervention_2833
NCT04393961,intervention_1103
NCT04398290,intervention_1100
NCT04398290,intervention_1101
NCT04398290,intervention_1102
NCT04410549,intervention_1105
NCT04375735,intervention_1099
NCT04381988,intervention_0
NCT04381988,intervention_140
NCT04499677,intervention_7
NCT04499677,intervention_2834
NCT04499677,intervention_2835
NCT04377308,intervention_1106
NCT04363099,intervention_196
NCT04458948,intervention_0
NCT04458948,intervention_1
NCT04477954,intervention_1108
NCT04343001,intervention_194
NCT04343001,intervention_20
NCT04343001,intervention_195
NCT04409327,intervention_1107
NCT04341870,intervention_30
NCT04341870,intervention_1
NCT04341870,intervention_0
NCT04502342,intervention_2836
NCT04502342,intervention_2837
NCT04502342,intervention_2838
NCT04498299,intervention_2839
NCT04323345,intervention_1096
NCT04348500,intervention_46
NCT04344288,intervention_72
NCT04344288,intervention_1110
NCT04355351,intervention_86
NCT04355351,intervention_1109
NCT04482673,intervention_1113
NCT04482673,intervention_1114
NCT04482673,intervention_1115
NCT04482673,intervention_1116
NCT04488575,intervention_163
NCT04407585,intervention_1112
NCT04481477,intervention_1117
NCT04344951,intervention_1120
NCT04530578,intervention_2840
NCT04530578,intervention_22
NCT04463706,intervention_1118
NCT04463706,intervention_1119
NCT04485169,intervention_197
NCT04392128,intervention_0
NCT04392128,intervention_1121
NCT04392128,intervention_4
NCT04392128,intervention_68
NCT04495933,intervention_2841
NCT04495933,intervention_2842
NCT04495933,intervention_2843
NCT04433000,intervention_1122
NCT04261517,intervention_0
NCT04458363,intervention_80
NCT04458363,intervention_1125
NCT04494204,intervention_2844
NCT04348383,intervention_1123
NCT04348383,intervention_1124
NCT04352400,intervention_129
NCT04367831,intervention_1127
NCT04367831,intervention_1128
NCT04367831,intervention_1129
NCT04367831,intervention_1130
NCT04334291,intervention_1126
NCT04505592,intervention_2845
NCT04479293,intervention_1134
NCT04346446,intervention_110
NCT04346446,intervention_1135
NCT04346446,intervention_1136
NCT04360824,intervention_1131
NCT04360824,intervention_1132
NCT04499313,intervention_51
NCT04499313,intervention_14
NCT04447469,intervention_55
NCT04359251,intervention_1137
NCT04359251,intervention_1138
NCT04359251,intervention_1139
NCT04395872,intervention_1141
NCT04469153,intervention_1140
NCT04450017,intervention_1142
NCT04533360,intervention_2846
NCT04518410,intervention_139
NCT04487574,intervention_1143
NCT04380662,intervention_198
NCT04375098,intervention_17
NCT04411667,intervention_1144
NCT04398004,intervention_1145
NCT04453280,intervention_1146
NCT04453280,intervention_199
NCT04479488,intervention_1148
NCT04479488,intervention_1149
NCT04542993,intervention_2847
NCT04542993,intervention_2848
NCT04542993,intervention_2849
NCT04424901,intervention_1147
NCT04552483,intervention_18
NCT04515108,intervention_1321
NCT04379037,intervention_1152
NCT04374045,intervention_1151
NCT04516811,intervention_2850
NCT04516811,intervention_2851
NCT04452630,intervention_1150
NCT04502056,intervention_2852
NCT04502056,intervention_2853
NCT04502056,intervention_2854
NCT04502056,intervention_2855
NCT04502056,intervention_2856
NCT04502056,intervention_2857
NCT04502056,intervention_2858
NCT04502056,intervention_2859
NCT04502056,intervention_2860
NCT04505605,intervention_345
NCT04299724,intervention_1153
NCT04457817,intervention_1154
NCT04531345,intervention_272
NCT04517188,intervention_2861
NCT04348513,intervention_1155
NCT04351516,intervention_0
NCT04540120,intervention_2901
NCT04540120,intervention_2902
NCT04534725,intervention_2862
NCT04534725,intervention_250
NCT04521400,intervention_2863
NCT04521400,intervention_13
NCT04521400,intervention_2864
NCT04358510,intervention_91
NCT04403646,intervention_1160
NCT04423770,intervention_3
NCT04491994,intervention_0
NCT04459390,intervention_1156
NCT04406532,intervention_1157
NCT04406532,intervention_1158
NCT04347681,intervention_1161
NCT04377568,intervention_80
NCT04470648,intervention_1164
NCT04361344,intervention_119
NCT04330144,intervention_1162
NCT04330144,intervention_1163
NCT04342104,intervention_1167
NCT04342104,intervention_1168
NCT04343144,intervention_1165
NCT04425044,intervention_79
NCT04407429,intervention_1169
NCT04346797,intervention_201
NCT04251767,intervention_1166
NCT04359654,intervention_202
NCT04480515,intervention_1171
NCT04368923,intervention_200
NCT04368923,intervention_1170
NCT04384055,intervention_28
NCT04468971,intervention_1174
NCT04354753,intervention_3
NCT04531319,intervention_272
NCT04462627,intervention_1172
NCT04462627,intervention_1173
NCT04462627,intervention_85
NCT04392531,intervention_133
NCT04392531,intervention_33
NCT04361903,intervention_166
NCT04257656,intervention_9
NCT04257656,intervention_170
NCT04385095,intervention_2865
NCT04425707,intervention_8
NCT04410328,intervention_1175
NCT04532554,intervention_2866
NCT04545008,intervention_426
NCT04545008,intervention_492
NCT04510454,intervention_2867
NCT04465058,intervention_1177
NCT04459962,intervention_1178
NCT04542031,intervention_6
NCT04395300,intervention_203
NCT04463004,intervention_55
NCT04463004,intervention_10
NCT04432272,intervention_17
NCT04500067,intervention_2868
NCT04403035,intervention_1179
NCT04473261,intervention_1181
NCT04346264,intervention_1180
NCT04534803,intervention_153
NCT04384471,intervention_27
NCT04488588,intervention_1182
NCT04494399,intervention_45
NCT04494399,intervention_236
NCT04516941,intervention_2870
NCT04516941,intervention_69
NCT04393428,intervention_1184
NCT04392323,intervention_1183
NCT04522310,intervention_2871
NCT04526821,intervention_2872
NCT04526821,intervention_2873
NCT04543006,intervention_2449
NCT04335071,intervention_151
NCT04386369,intervention_1186
NCT04494984,intervention_2874
NCT04522466,intervention_0
NCT04452643,intervention_1185
NCT04324190,intervention_1188
NCT04324190,intervention_1189
NCT04338958,intervention_16
NCT04453748,intervention_1193
NCT04543760,intervention_248
NCT04543760,intervention_2875
NCT04497649,intervention_1609
NCT04497649,intervention_674
NCT04530500,intervention_2876
NCT04452773,intervention_1187
NCT04334850,intervention_1190
NCT04334850,intervention_1191
NCT04338906,intervention_37
NCT04338906,intervention_0
NCT04358614,intervention_1195
NCT04353011,intervention_40
NCT04351633,intervention_40
NCT04343092,intervention_1192
NCT04386447,intervention_1201
NCT04386447,intervention_11
NCT04530370,intervention_2877
NCT04338126,intervention_1194
NCT04338126,intervention_4
NCT04433871,intervention_1199
NCT04390139,intervention_1202
NCT04446104,intervention_204
NCT04446104,intervention_1196
NCT04446104,intervention_39
NCT04446104,intervention_38
NCT04446104,intervention_26
NCT04333693,intervention_1206
NCT04453670,intervention_1200
NCT04530539,intervention_26
NCT04530539,intervention_2878
NCT04391686,intervention_1204
NCT04325646,intervention_1205
NCT04519411,intervention_2880
NCT04363385,intervention_1207
NCT04348305,intervention_48
NCT04348305,intervention_1209
NCT04466800,intervention_1745
NCT04373460,intervention_59
NCT04373460,intervention_1214
NCT04390464,intervention_1208
NCT04390464,intervention_21
NCT04362111,intervention_32
NCT04362111,intervention_92
NCT04445337,intervention_177
NCT04352803,intervention_1211
NCT04422340,intervention_1203
NCT04551755,intervention_2770
NCT04532294,intervention_2881
NCT04531254,intervention_2882
NCT04490824,intervention_2879
NCT04445376,intervention_1212
NCT04276896,intervention_1218
NCT04365582,intervention_1
NCT04365582,intervention_0
NCT04365582,intervention_1217
NCT04298814,intervention_1213
NCT04487990,intervention_58
NCT04359537,intervention_0
NCT04438863,intervention_1215
NCT04335097,intervention_1216
NCT04381871,intervention_1219
NCT04381871,intervention_1220
NCT04389801,intervention_1221
NCT04364737,intervention_2
NCT04364737,intervention_162
NCT04465981,intervention_1222
NCT04501965,intervention_2883
NCT04501965,intervention_2884
NCT04501965,intervention_2885
NCT04377503,intervention_1231
NCT04377503,intervention_205
NCT04377334,intervention_1223
NCT04354610,intervention_1224
NCT04354610,intervention_1225
NCT04354610,intervention_1226
NCT04384614,intervention_1233
NCT04384614,intervention_1234
NCT04384614,intervention_1235
NCT04424056,intervention_1227
NCT04424056,intervention_1228
NCT04424056,intervention_1229
NCT04424056,intervention_1230
NCT03376854,intervention_1239
NCT03376854,intervention_1240
NCT03376854,intervention_1241
NCT04397796,intervention_1237
NCT04355364,intervention_202
NCT04355364,intervention_1236
NCT04375644,intervention_1238
NCT04535154,intervention_2886
NCT04371029,intervention_1242
NCT04349540,intervention_3
NCT04411446,intervention_1247
NCT04510194,intervention_2887
NCT04395456,intervention_1243
NCT04395456,intervention_1244
NCT04547283,intervention_2888
NCT04479202,intervention_1245
NCT04479202,intervention_1246
NCT04403477,intervention_2
NCT04376944,intervention_12
NCT04412369,intervention_1249
NCT04371471,intervention_1250
NCT04537299,intervention_747
NCT04525378,intervention_2889
NCT04402944,intervention_109
NCT04507893,intervention_2890
NCT04351490,intervention_206
NCT04351490,intervention_1251
NCT04343963,intervention_1252
NCT04469634,intervention_1253
NCT04365959,intervention_208
NCT04411576,intervention_1255
NCT04411576,intervention_1256
NCT04335188,intervention_1254
NCT04522830,intervention_2891
NCT04401228,intervention_1259
NCT04510038,intervention_23
NCT04510038,intervention_2892
NCT04475562,intervention_207
NCT04526405,intervention_2893
NCT04550325,intervention_2894
NCT04337320,intervention_1258
NCT04373811,intervention_28
NCT04373811,intervention_209
NCT04514874,intervention_6
NCT04383548,intervention_1257
NCT04358588,intervention_1264
NCT04470739,intervention_1260
NCT04394000,intervention_1261
NCT04394000,intervention_1262
NCT04392713,intervention_1263
NCT04401527,intervention_1267
NCT04401527,intervention_92
NCT04374123,intervention_1265
NCT04479124,intervention_1266
NCT04483375,intervention_1037
NCT04395105,intervention_1268
NCT04495803,intervention_2895
NCT04542044,intervention_2896
NCT04408391,intervention_1269
NCT04357431,intervention_93
NCT04390412,intervention_1278
NCT04349410,intervention_1270
NCT04349410,intervention_1271
NCT04349410,intervention_1272
NCT04349410,intervention_1273
NCT04349410,intervention_1274
NCT04349410,intervention_9
NCT04349410,intervention_5
NCT04349410,intervention_14
NCT04349410,intervention_1275
NCT04349410,intervention_20
NCT04349410,intervention_1276
NCT04370249,intervention_193
NCT04405973,intervention_1285
NCT04373200,intervention_1283
NCT04373200,intervention_1284
NCT04445311,intervention_8
NCT04510402,intervention_2897
NCT04409249,intervention_1277
NCT04378920,intervention_1279
NCT04378920,intervention_1280
NCT04475575,intervention_207
NCT04341415,intervention_1281
NCT04341415,intervention_1282
NCT04436458,intervention_1286
NCT04410562,intervention_0
NCT04537351,intervention_2898
NCT04385199,intervention_2
NCT04333953,intervention_3
NCT04345848,intervention_22
NCT04516928,intervention_212
NCT04516928,intervention_6
NCT04383587,intervention_1289
NCT04479137,intervention_1288
NCT04350099,intervention_1287
NCT04460651,intervention_1290
NCT04393948,intervention_1295
NCT04393948,intervention_1296
NCT04456361,intervention_1292
NCT04414293,intervention_1301
NCT04358042,intervention_1297
NCT04358042,intervention_1298
NCT04358042,intervention_1299
NCT04358042,intervention_1300
NCT04429529,intervention_1291
NCT04429529,intervention_126
NCT04422561,intervention_1293
NCT04354155,intervention_1294
NCT04403555,intervention_8
NCT04403555,intervention_49
NCT04403555,intervention_15
NCT04445207,intervention_2
NCT04421508,intervention_1302
NCT04421508,intervention_1303
NCT04392427,intervention_1308
NCT04351295,intervention_7
NCT04351295,intervention_10
NCT04349371,intervention_15
NCT04349371,intervention_4
NCT04383652,intervention_1304
NCT04374552,intervention_1305
NCT04380896,intervention_1306
NCT04380896,intervention_1307
NCT04323514,intervention_26
NCT04356508,intervention_81
NCT04425720,intervention_1309
NCT04542213,intervention_2899
NCT04542213,intervention_2900
NCT04387240,intervention_1310
NCT04448717,intervention_1311
NCT04401293,intervention_22
NCT04401293,intervention_1312
NCT04528927,intervention_0
NCT04528927,intervention_1
NCT04528927,intervention_49
NCT04528927,intervention_97
NCT04374149,intervention_197
NCT04374149,intervention_16
NCT04407507,intervention_8
NCT04368338,intervention_66
NCT04368338,intervention_1313
NCT04375397,intervention_210
NCT04363853,intervention_5
NCT04374019,intervention_183
NCT04374019,intervention_8
NCT04374019,intervention_37
NCT04374019,intervention_1315
NCT04367142,intervention_66
NCT04367142,intervention_1314
NCT04304690,intervention_25
NCT04445246,intervention_1316
NCT04381364,intervention_1851
NCT04535791,intervention_1333
NCT04408040,intervention_2
NCT04359901,intervention_1317
NCT04462783,intervention_1322
NCT04445467,intervention_7
NCT04338945,intervention_1318
NCT04459247,intervention_1319
NCT04342195,intervention_1320
NCT04425915,intervention_2
NCT04460638,intervention_211
NCT04460638,intervention_1321
NCT04445597,intervention_1323
NCT04351347,intervention_8
NCT04351347,intervention_1324
NCT04351347,intervention_1325
NCT04346186,intervention_1326
NCT04346186,intervention_1327
NCT04416893,intervention_1329
NCT04416893,intervention_1330
NCT04394390,intervention_19
NCT04431414,intervention_190
NCT04447534,intervention_15
NCT04447534,intervention_39
NCT04395924,intervention_1336
NCT04383678,intervention_1332
NCT04345653,intervention_1331
NCT04344600,intervention_1341
NCT04344600,intervention_75
NCT04357834,intervention_1334
NCT04399746,intervention_8
NCT04399746,intervention_1
NCT04399746,intervention_1333
NCT04416061,intervention_1335
NCT04420260,intervention_1337
NCT04420260,intervention_1338
NCT04420260,intervention_1339
NCT04420260,intervention_1340
NCT04498936,intervention_2903
NCT04498936,intervention_18
NCT04402814,intervention_1343
NCT04531618,intervention_2904
NCT04472611,intervention_1342
NCT04356937,intervention_5
NCT04356937,intervention_10
NCT04409821,intervention_1344
NCT04385810,intervention_186
NCT04482712,intervention_1353
NCT04353271,intervention_0
NCT04554264,intervention_6
NCT04361032,intervention_117
NCT04361032,intervention_108
NCT04480580,intervention_1350
NCT04387279,intervention_164
NCT04364594,intervention_1346
NCT04379661,intervention_1345
NCT04529408,intervention_2905
NCT04525742,intervention_2906
NCT04387838,intervention_212
NCT04387838,intervention_6
NCT04475302,intervention_1347
NCT04344535,intervention_2
NCT04344535,intervention_1348
NCT04371367,intervention_1349
NCT04408001,intervention_1351
NCT04408001,intervention_1352
NCT04408001,intervention_211
NCT04364009,intervention_1355
NCT04364009,intervention_1356
NCT04393051,intervention_180
NCT04384588,intervention_1358
NCT04341207,intervention_0
NCT04341207,intervention_1
NCT04441918,intervention_1357
NCT04404270,intervention_212
NCT04404270,intervention_213
NCT04404270,intervention_1359
NCT04360954,intervention_1364
NCT04401150,intervention_53
NCT04401150,intervention_1370
NCT04452097,intervention_1362
NCT04329546,intervention_1363
NCT04395482,intervention_1365
NCT04376710,intervention_1367
NCT04376710,intervention_1368
NCT04376710,intervention_1369
NCT04404361,intervention_1366
NCT04390217,intervention_1373
NCT04421391,intervention_1372
