covidtrialID,procedureOMOPID
NCT04345614,2149843
NCT04362176,4182536
NCT04351620,706637
NCT04331613,4300185
NCT04331613,4072513
NCT04331613,36308581
NCT04359810,19025274
NCT04402944,4052536
NCT04425460,45882769
NCT04425460,37018292
NCT04425460,412012
NCT04425460,4324124
NCT04425460,407374
NCT04382729,4217482
NCT04382729,4577284
NCT04437823,35622675
NCT04334967,412012
NCT04390152,4314777
NCT04408209,4202832
NCT04408209,19006871
NCT04408209,4182536
NCT04379336,4028623
NCT04379336,4273629
NCT04344561,4202832
NCT04341285,19025274
NCT04326920,19025274
NCT04326920,4058335
NCT04381052,4027509
NCT04348695,45882769
NCT04348695,4302259
NCT04348695,4131021
NCT04348695,4127886
NCT04348695,4027509
NCT04345848,44782967
NCT04288713,4314777
NCT04353180,4027509
NCT04353180,45882935
NCT04335552,4163951
NCT04399798,19025274
NCT04412057,4202832
NCT04399980,19025274
NCT04399980,4028623
NCT04399980,4141762
NCT04399980,37018292
NCT04399980,4144375
NCT04399980,4314777
NCT04399980,4027509
NCT04399980,45882909
NCT04399980,4152025
NCT04399980,429799
NCT04399980,4306298
NCT04399980,4027509
NCT04399980,42872855
NCT04399980,4027509
NCT04426695,4052536
NCT04426695,37018292
NCT04426695,19025274
NCT04346615,19025274
NCT04346615,4052536
NCT04346615,36308581
NCT04346615,4240345
NCT04358783,423913
NCT04363437,36308581
NCT04363437,19025274
NCT04363437,35622675
NCT04363437,4273629
NCT04332042,19025274
NCT04332042,4170285
NCT04351516,4242843
NCT04334382,4028623
NCT04334382,4324124
NCT04334382,37018292
NCT04414124,423913
NCT04344756,4182536
NCT04344756,19025274
NCT04377477,19025274
NCT04377477,4029715
NCT04424901,4302259
NCT04424901,4202832
NCT04424901,19025274
NCT04366908,4079535
NCT04275388,4033232
NCT04275388,4125482
NCT04275388,19025274
NCT04275388,42538189
NCT04346147,4302259
NCT04372628,706637
NCT04372628,4163951
NCT04381884,407374
NCT04379492,19025274
NCT04379492,706637
NCT04344041,423913
NCT04329611,4163951
NCT04334928,412012
NCT04361032,706637
NCT04393792,4033232
NCT04368000,4024127
NCT04368000,4100637
NCT04368000,764537
NCT04368000,35608097
NCT04368000,4337138
NCT04368000,19025274
NCT04368000,4168133
NCT04331366,4202832
NCT04357730,706637
NCT04357730,4052536
NCT04357730,42537894
NCT04357730,4080549
NCT04408235,19025274
NCT04408235,4215133
NCT04408235,4228759
NCT04327206,4019381
NCT04327206,4021326
NCT04321993,706637
NCT04381871,4202832
NCT04384380,4163951
NCT04384380,36308581
NCT04357860,3186744
NCT04357860,19025274
NCT04383548,35622675
NCT04349631,4303257
NCT04377646,4163951
NCT04363866,4163951
NCT04363866,4307649
NCT04382040,19025274
NCT04361435,4073393
NCT04348071,4314777
NCT04348071,4240345
NCT04348071,36308581
NCT04348071,19025274
NCT04348071,4052536
NCT04409873,35625639
NCT04384900,45768197
NCT04384900,44817127
NCT04384900,4024127
NCT04384900,4100637
NCT04384900,764537
NCT04384900,19025274
NCT04352400,35622675
NCT04352400,4182536
NCT04352400,4180938
NCT04352400,412012
NCT04352400,4324124
NCT04352400,37018292
NCT04352400,4052536
NCT04352400,3186744
NCT04420247,706637
NCT04420247,19025274
NCT04356482,36308581
NCT04356482,4202832
NCT04382066,19025274
NCT04403646,4302259
NCT04403646,45768197
NCT04355143,4027509
NCT04355143,4062354
NCT04355143,409891
NCT04355143,4330583
NCT04355143,4271686
NCT04303507,4163951
NCT04303507,4281995
NCT04355676,4013354
NCT04355676,19025274
NCT04355676,4139525
NCT04355676,40486624
NCT04342663,4208341
NCT04342663,4028623
NCT04354597,4125482
NCT04354597,4163951
NCT04365127,706637
NCT04365127,36308581
NCT04385043,4182536
NCT04364022,706637
NCT04384445,4202832
NCT04384445,35622675
NCT04384445,4300185
NCT04384445,4208341
NCT04345276,19025274
NCT04418128,36308581
NCT04393727,19025274
NCT04333628,4174669
NCT04411667,19025274
NCT04429711,19025274
NCT04429711,4052536
NCT04429711,19006871
NCT04405739,19025274
NCT04405739,4028623
NCT04405739,4144375
NCT04405739,36308581
NCT04405739,45875989
NCT04405739,4028623
NCT04405739,4242843
NCT04405739,4121697
NCT04393246,19025274
NCT04393246,706637
NCT04335032,4202832
NCT04335032,19025274
NCT04385095,44810376
NCT04323631,19025274
NCT04323631,4052536
NCT04323631,19006871
NCT04323631,412012
NCT04305457,4168133
NCT04305457,4202832
NCT04404361,4202832
NCT04404361,4302259
NCT04403243,19025274
NCT04403243,4314777
NCT04366739,19025274
NCT04370236,4202832
NCT04370236,4165535
NCT04370236,4163872
NCT04387240,45768197
NCT04366232,4144375
NCT04397328,4121561
NCT04397328,4300185
NCT04397328,4314777
NCT04302766,706637
NCT04344106,37079536
NCT04344106,764537
NCT04344106,21499495
NCT04397718,4163951
NCT04397718,4207679
NCT04344288,4208341
NCT04344288,4314777
NCT04344288,4072513
NCT04344288,19025274
NCT04441398,45883741
NCT04441398,706637
NCT04441398,4273629
NCT04441398,4220084
NCT04356534,4300757
NCT04426201,4208341
NCT04392414,4182536
NCT04392414,19025274
NCT04343963,19025274
NCT04359277,44782967
NCT04345991,4182536
NCT04355429,19025274
NCT04355429,19006871
NCT04355429,35622675
NCT04435314,45883741
NCT04435314,706637
NCT04435314,4273629
NCT04435314,4220084
NCT04385186,4182536
NCT04385186,36309989
NCT04402060,19025274
NCT04402060,4106628
NCT04402060,2721358
NCT04356690,37018292
NCT04356690,4052536
NCT04356690,4202832
NCT04333368,4072513
NCT04333368,4242257
NCT04333368,45875989
NCT04333368,4059951
NCT04350593,19025274
NCT04350593,4013354
NCT04350593,19025274
NCT04350593,19006871
NCT04350593,1002469
NCT04327349,4202832
NCT04350281,4144375
NCT04388709,45768197
NCT04388709,36308581
NCT04388709,4208341
NCT04349098,4013354
NCT04349098,19025274
NCT04349098,40486624
NCT04399889,35622675
NCT04399889,4314777
NCT04399889,4052536
NCT04379518,4163872
NCT04379518,4300757
NCT04379518,407374
NCT04379518,4180938
NCT04379518,4220084
NCT04363060,44784322
NCT04363060,4163951
NCT04412356,19025274
NCT04412356,4168133
NCT04326075,4165535
NCT04348305,19025274
NCT04377620,4052536
NCT04342182,19025274
NCT04342182,2149843
NCT04342182,4182536
NCT04417335,4208341
NCT04417335,4028623
NCT04417335,4273629
NCT04345523,19025274
NCT04345523,4139525
NCT04345523,706637
NCT04380519,35622675
NCT04351724,706637
NCT04351724,4299658
NCT04351724,4228759
NCT04374279,19025274
NCT04405921,4302259
NCT04374487,35622675
NCT04336462,4180938
NCT04336462,407374
NCT04336462,4054047
NCT04336462,45881056
NCT04336462,19025274
NCT04411446,19025274
NCT04411446,412012
NCT04341116,4072513
NCT04341116,4052536
NCT04432298,19025274
NCT04432298,4052536
NCT04400058,19025274
NCT04412486,4182536
NCT04382924,706637
NCT04382924,19025274
NCT04382924,4052536
NCT04343001,19025274
NCT04358406,4052536
NCT04358406,4220084
NCT04358406,4300185
NCT04358406,706637
NCT04348409,45883741
NCT04329832,4028623
NCT04343248,4144375
NCT04355052,45880365
NCT04311697,19025274
NCT04311697,4052536
NCT04311697,4300185
NCT04313023,4215685
NCT04354831,19025274
NCT04372368,4182536
NCT04379271,4052536
NCT04379271,36310977
NCT04379271,4202832
NCT04379271,4139525
NCT04379271,4027509
NCT04379271,2149843
NCT04357782,35622675
NCT04343755,19025274
NCT04343755,706637
NCT04373044,19025274
NCT04373044,4208341
NCT04276987,4072513
NCT04276987,4324124
NCT04276987,4052536
NCT04276987,45768197
NCT04425772,37018292
NCT04425772,412012
NCT04425772,4324124
NCT04386447,4324124
NCT04411602,4223728
NCT04411602,36309989
NCT04411602,706637
NCT04331795,19025274
NCT04331795,19025274
NCT04331795,4165535
NCT04331795,19006871
NCT04331795,4028623
NCT04331795,4208341
NCT04331795,421613
NCT04331795,4336464
NCT04331795,36309413
NCT04331795,4172438
NCT04331795,4054047
NCT04331795,4220084
NCT04331795,412012
NCT04356937,4242843
NCT04356937,19025274
NCT04356937,4307649
NCT04427098,4215133
NCT04427098,4228759
NCT04427098,44782967
NCT04350320,19025274
NCT04350320,42537546
NCT04353037,4302259
NCT04353037,4166438
NCT04353037,405741
NCT04353037,4184832
NCT04353037,4280677
NCT04330300,42536005
NCT04366245,19025274
NCT04366245,706637
NCT04357808,19025274
NCT04384731,4172438
NCT04384731,4054047
NCT04384731,4052536
NCT04342650,19025274
NCT04342650,36308581
NCT04335201,4335481
NCT04432103,706637
NCT04252664,37018292
NCT04252664,412012
NCT04252664,4324124
NCT04333355,4182536
NCT04333355,706637
NCT04361214,706637
NCT04424797,4202832
NCT04424797,21499495
NCT04424797,19006871
NCT04280705,412012
NCT04280705,4050864
NCT04280705,4027509
NCT04280705,4027509
NCT04395911,37018292
NCT04395911,4208341
NCT04395911,4273629
NCT04395911,4220084
NCT04437693,376106
NCT04395144,4013354
NCT04395144,19025274
NCT04260594,19025274
NCT04260594,4028623
NCT04260594,4163951
NCT04260594,4180938
NCT04421508,45768197
NCT04421508,4168133
NCT04361526,4202832
NCT04380701,4132855
NCT04380701,42537894
NCT04380701,4174669
NCT04380701,4144375
NCT04380701,4240345
NCT04380701,45762562
NCT04380701,42538189
NCT04380701,40973
NCT04380701,4330583
NCT04380701,4027509
NCT04374149,36309413
NCT04415086,4182536
NCT04338958,4027509
NCT04338958,45882909
NCT04338958,4152025
NCT04338958,429799
NCT04338958,4306298
NCT04338958,4027509
NCT04338958,42872855
NCT04338958,4027509
NCT04273646,45875989
NCT04388683,4202832
NCT04388683,4202832
NCT04388683,19025274
NCT04373707,4118659
NCT04373707,4162591
NCT04373707,4052536
NCT04373707,36310597
NCT04373707,4217482
NCT04369469,19025274
NCT04369469,4202832
NCT04369469,46235181
NCT04366063,42538189
NCT04366063,706637
NCT04366063,45875989
NCT04374565,19025274
NCT04429529,4144375
NCT04429529,4027509
NCT04390178,4028623
NCT04377672,4182536
NCT04407130,4302259
NCT04415060,35622675
NCT04415060,45768197
NCT04415060,4172438
NCT04386616,4163951
NCT04386616,4162102
NCT04345861,706637
NCT04345861,4163951
NCT04401527,19006871
NCT04401527,4337138
NCT04401527,4052536
NCT04392232,4163872
NCT04336904,45882769
NCT04336904,37018292
NCT04336904,412012
NCT04336904,4324124
NCT04336904,407374
NCT04336748,4027509
NCT04382391,4093739
NCT04382391,4234743
NCT04433910,45768197
NCT04433910,407374
NCT04433910,19006871
NCT04442230,44790257
NCT04442230,4273629
NCT04442230,4220084
NCT04442230,4127886
NCT04442230,4117038
NCT04442230,4001541
NCT04442230,4306298
NCT04442230,4052187
NCT04442230,4330583
NCT04428073,4144375
NCT04390412,4220084
NCT04315948,706637
NCT04368156,4093739
NCT04368156,4234743
NCT04412291,19025274
NCT04412291,4240345
NCT04428008,2615763
NCT04428008,4300185
NCT04428008,4141762
NCT04428008,4028623
NCT04428008,4242843
NCT04422678,19025274
NCT04303299,4166767
NCT04438057,423913
NCT04438057,4182536
NCT04412668,4202832
NCT04416334,4273629
NCT04360122,4029715
NCT04361474,4013636
NCT04361474,4058335
NCT04420988,4223728
NCT04420988,36309989
NCT04420988,706637
NCT04364893,4202832
NCT04364893,19025274
NCT04291729,19025274
NCT04347239,4013354
NCT04347239,19025274
NCT04347239,4139525
NCT04347239,40486624
NCT04374552,706637
NCT04374552,35806272
NCT04336254,37018292
NCT04336254,412012
NCT04336254,4324124
NCT04336254,4027509
NCT04420299,44803204
NCT04257656,37018292
NCT04257656,412012
NCT04257656,4324124
NCT04436471,4144375
NCT04436471,4144375
NCT04321096,4271686
NCT04321096,4027509
NCT04335084,4307649
NCT04411433,45767995
NCT04411433,4273629
NCT04328441,4208341
NCT04328441,4028623
NCT04328441,4273629
NCT04328441,44789362
NCT04322682,4273629
NCT04322682,4215685
NCT04322682,4271686
NCT04322682,4027509
NCT04414267,4208341
NCT04414267,4028623
NCT04414267,4273629
NCT04414267,4029715
NCT04396067,4027509
NCT04396067,45882935
NCT04396067,4032404
NCT04388826,19025274
NCT04338828,4168133
NCT04379076,4027509
NCT04379076,4273629
NCT04379076,4208341
NCT04341675,44805694
NCT04341675,4139525
NCT04341675,4165535
NCT04341675,19025274
NCT04341675,45875989
NCT04341675,37018292
NCT04368728,4144375
NCT04368728,3186744
NCT04368728,42538189
NCT04368728,4314777
NCT04358809,4220084
NCT04358809,4240345
NCT04355767,4182536
NCT04355767,36308581
NCT04363827,706637
NCT04363827,4205779
NCT04414618,4202832
NCT04414618,19025274
NCT04414618,4163951
NCT04418531,19025274
NCT04418531,4202832
NCT04418531,19025274
NCT04429854,4202832
NCT04429854,19025274
NCT04429854,4013354
NCT04395768,4163951
NCT04363216,19025274
NCT04345601,4052536
NCT04345601,3701751
NCT04398303,3701751
NCT04398303,4337138
NCT04398303,4059951
NCT04398303,4106628
NCT04358081,37018292
NCT04358081,4027509
NCT04359290,706637
NCT04372589,19025274
NCT04372589,45889229
NCT04372589,42537894
NCT04372589,4022173
NCT04372589,44782967
NCT04372589,42539565
NCT04344444,4163951
NCT04374591,407374
NCT04442191,36308581
NCT04399317,4052536
NCT04381988,3027941
NCT04381988,706637
NCT04381988,407374
NCT04381988,4220084
NCT04315987,45875989
NCT04427501,19025274
NCT04427501,429709
NCT04427501,35622675
NCT04412772,4052536
NCT04418505,36308581
NCT04355728,35622675
NCT04355728,4021976
NCT04355728,4052536
NCT04355728,3701751
NCT04366271,19025274
NCT04366271,4273629
NCT04366271,4314777
NCT04366271,4028623
NCT04410354,19025274
NCT04410354,4052536
NCT04410354,4314777
NCT04418518,4202832
NCT04418518,4202832
NCT04418518,4182536
NCT04414631,19025274
NCT04404426,4029715
NCT04404426,4273629
NCT04404426,4314777
NCT04404426,46285248
NCT04345653,4302259
NCT04389359,4040252
NCT04358835,35622675
NCT04390061,19025274
NCT04390061,4170285
NCT04397497,19025274
NCT04371640,4208341
NCT04371640,45880431
NCT04332991,4163951
NCT04342689,40483096
NCT04342689,40483096
NCT04365231,13983
NCT04365231,36308581
NCT04325906,4202832
NCT04325906,19006871
NCT04372979,4182536
NCT04374903,4125482
NCT04374903,37018292
NCT04374903,44805694
NCT04374903,4139525
NCT04374903,4165535
NCT04374903,19025274
NCT04378920,4052536
NCT04374539,19025274
NCT04374539,1321341
NCT04374539,412012
NCT04343651,19025274
NCT04343651,4072513
NCT04343651,706637
NCT04365101,35622675
NCT04365101,4127886
NCT04365101,429799
NCT04365101,4327748
NCT04363372,44784322
NCT04363372,4027509
NCT04345445,19025274
NCT04326452,4202832
NCT04346355,19025274
NCT04346355,19025274
NCT04395456,4202832
NCT04395456,46235181
NCT04395456,4273629
NCT04333654,36308581
NCT04333654,4163951
NCT04333654,706637
NCT04409327,4314777
NCT04421664,4273629
NCT04360876,4240345
NCT04375397,19025274
NCT04375397,42537894
NCT04375397,46235288
NCT04333914,4176683
NCT04333914,42537894
NCT04333914,4144375
NCT04333914,42538189
NCT04333914,4028623
NCT04333914,4208341
NCT04311177,706637
NCT04394182,4273629
NCT04380688,19025274
NCT04380688,45877212
NCT04390022,4163872
NCT04390022,4215685
NCT04441385,4336464
NCT04441385,4296227
NCT04340050,40973
NCT04402840,4052536
NCT04402840,4237289
NCT04349592,4163951
NCT04346199,45877212
NCT04425538,4202832
NCT04425538,706637
NCT04317040,19025274
NCT04317040,4052536
NCT04317040,37018292
NCT04317040,412012
NCT04317040,4324124
NCT04338906,4302259
NCT04318444,706637
NCT04318444,4205779
NCT04390503,4182536
NCT04390503,35622675
NCT04315298,4240345
NCT04315298,4144375
NCT04315298,4052536
NCT04390217,19025274
NCT04390217,37018292
NCT04390217,4033232
NCT04390217,4101626
NCT04335071,44784322
NCT04366050,19025274
NCT04375046,19025274
NCT04375046,4052536
NCT04261270,19025274
NCT04261270,4027509
NCT04386252,4144375
NCT04428268,4163951
NCT04407208,4182536
NCT04433013,4028623
NCT04433949,19025274
NCT04365153,4305615
NCT04365153,4180938
NCT04365153,1002469
NCT04365153,19025274
NCT04365153,4273629
NCT04365153,4028623
NCT04365153,37018292
NCT04365153,4314777
NCT04365153,4330583
NCT04365153,4027509
NCT04365153,45882909
NCT04365153,4152025
NCT04365153,429799
NCT04365153,4306298
NCT04365153,4027509
NCT04365153,42872855
NCT04365153,4027509
NCT04403685,19025274
NCT04331054,4222885
NCT04348435,4303257
NCT04322773,4240345
NCT04402866,19025274
NCT04402866,36308581
NCT04366180,4300185
NCT04359680,4144375
NCT04359680,3002644
NCT04359680,3002644
NCT04286503,3039437
NCT04286503,4052536
NCT04286503,407374
NCT04433546,19025274
NCT04433546,4158108
NCT04362059,706637
NCT04412018,4330583
NCT04412018,4271686
NCT04351152,19025274
NCT04351152,4314777
NCT04351152,4021326
NCT04363853,851
NCT04363853,19025274
NCT04340232,4314777
NCT04340232,4240345
NCT04340232,36308581
NCT04340232,19025274
NCT04340232,4052536
NCT04440007,4140835
NCT04382950,4027509
NCT04382950,45882935
NCT04292730,19025274
NCT04367831,4215133
NCT04367831,4215132
NCT04367831,36712821
NCT04367831,42537894
NCT04367831,4052536
NCT04367831,1002469
NCT04367831,42539565
NCT04353206,3701751
NCT04353206,423255
NCT04353206,4165535
NCT04353206,42082799
NCT04353206,4223728
NCT04353206,36309989
NCT04353206,706637
NCT04441918,4144375
NCT04441918,4216339
NCT04441918,42537894
NCT04441918,320536
NCT04441918,4300185
NCT04441918,2149843
NCT04441918,4024656
NCT04441918,40973
NCT04438850,706637
NCT04438850,44810376
NCT04362111,4148887
NCT04362111,408573
NCT04362111,19025274
NCT04437875,4144375
NCT04437875,4144375
NCT04361422,4027509
NCT04305106,37018292
NCT04305106,412012
NCT04305106,4324124
NCT04305106,4242804
NCT04305106,40483276
NCT04305106,416285
NCT04409834,44782967
NCT04409834,42539565
NCT04392778,19025274
NCT04361318,706637
NCT04342897,45768197
NCT04342897,706637
NCT04342897,42537894
NCT04356508,4300185
NCT04356508,19025274
NCT04356508,4139525
NCT04356508,423913
NCT04356508,4163872
NCT04356508,37397252
NCT04352465,706637
NCT04417257,706637
NCT04417257,4029715
NCT04417257,4215685
NCT04417257,3002644
NCT04340349,4028623
NCT04413838,4152895
NCT04413838,37395712
NCT04413838,4314777
NCT04313127,42538189
NCT04313127,4144375
NCT04313127,4021316
NCT04313127,4180938
NCT04346368,37018292
NCT04346368,412012
NCT04346368,4324124
NCT04353518,4240345
NCT04371965,4027509
NCT04415151,19025274
NCT04415151,4052536
NCT04401579,412012
NCT04401579,4050864
NCT04401579,44783513
NCT04401579,4021326
NCT04401579,4027509
NCT04401579,4027509
NCT04359797,19025274
NCT04402957,4208341
NCT04402957,19025274
NCT04411680,4202832
NCT04411680,19025274
NCT04333225,3002644
NCT04383002,4052536
NCT04345692,706637
NCT04383574,4144375
NCT04383574,4030107
NCT04383574,4125482
NCT04383574,4314777
NCT04383574,4144375
NCT04389385,4072513
NCT04389385,4052536
NCT04389385,45768197
NCT04332835,4301351
NCT04332835,4029715
NCT04332835,4273629
NCT04348474,45883741
NCT04348474,4098033
NCT04348474,1710612
NCT04381364,36308581
NCT04383535,4182536
NCT04329195,19025274
NCT04393051,19025274
NCT04392128,423913
NCT04392128,19025274
NCT04368377,42537894
NCT04428801,45875989
NCT04428801,4307649
NCT04428801,46235176
NCT04347915,19025274
NCT04347915,19025274
NCT04376684,4052536
NCT04376684,19006871
NCT04376684,4029715
NCT04376684,4273629
NCT04376684,4314777
NCT04516915,4029715
NCT04508868,4305728
NCT04501978,4027509
NCT04501978,19025274
NCT04501978,4052536
NCT04501978,1002469
NCT04501978,19006871
NCT04522986,4144136
NCT04523181,19025274
NCT04523181,4202832
NCT04523181,45768197
NCT04523181,4052536
NCT04523181,320536
NCT04523181,423913
NCT04523181,2149843
NCT04497948,45882769
NCT04497948,706386
NCT04497948,40483096
NCT04497948,44782967
NCT04510454,4211641
NCT04537130,4027509
NCT04532931,706637
NCT04530474,4163872
NCT04530474,4300757
NCT04526054,4013636
NCT04514302,706637
NCT04514302,19025274
NCT04514302,4052536
NCT04514302,19025274
NCT04525378,4273629
NCT04525378,706637
NCT04517162,412012
NCT04517162,4050864
NCT04517162,4300185
NCT04517162,4273629
NCT04517162,4180938
NCT04517162,4295112
NCT04546841,3186744
NCT04546841,36310793
NCT04512079,19025274
NCT04512079,19025274
NCT04512079,45889229
NCT04512079,42537894
NCT04512079,4022173
NCT04512079,4021976
NCT04502472,35807211
NCT04502472,4182536
NCT04502472,4310328
NCT04502472,35622675
NCT04500418,706637
NCT04500418,19025274
NCT04542330,4208341
NCT04542330,4028623
NCT04542330,4273629
NCT04518514,4162723
NCT04531748,4028623
NCT04531748,36308581
NCT04505722,429709
NCT04505722,4144375
NCT04508985,19025274
NCT04508985,4273629
NCT04537975,4050864
NCT04537975,4208341
NCT04537975,4052536
NCT04537975,423516
NCT04537975,4234444
NCT04537975,4273629
NCT04537975,4220084
NCT04556513,4072513
NCT04527575,4144375
NCT04530396,4125482
NCT04530396,42538189
NCT04513184,19025274
NCT04530422,19025274
NCT04540419,4144375
NCT04540419,42537894
NCT04517695,37018292
NCT04523831,19025274
NCT04539626,4202832
NCT04539626,4202832
NCT04539275,19025274
NCT04539275,19025274
NCT04539275,4165535
NCT04551339,4028623
NCT04551339,4273629
NCT04495816,19025274
NCT04492514,19025274
NCT04492514,4028623
NCT04492514,4141762
NCT04492514,37018292
NCT04492514,4144375
NCT04492514,4314777
NCT04492514,4027509
NCT04492514,45882909
NCT04492514,4152025
NCT04492514,429799
NCT04492514,4306298
NCT04492514,4027509
NCT04492514,42872855
NCT04492514,4027509
NCT04511819,4302259
NCT04511819,4144375
NCT04510441,45879249
NCT04510441,407374
NCT04510441,3027941
NCT04510194,706637
NCT04540120,42538189
NCT04540120,19025274
NCT04540120,36308581
NCT04540120,4121697
NCT04527562,4273629
NCT04497389,19025274
NCT04497389,4013354
NCT04497389,4242843
NCT04497389,36308581
NCT04523571,4132855
NCT04523571,4144375
NCT04523571,42537894
NCT04523571,4174669
NCT04523571,4144375
NCT04523571,4240345
NCT04523571,45762562
NCT04523571,40973
NCT04523571,4180938
NCT04523571,4330583
NCT04523571,4027509
NCT04536051,4144375
NCT04536051,4144375
NCT04536051,4242843
NCT04536051,42538189
NCT04515147,4144375
NCT04515147,406165
NCT04515147,4240345
NCT04515147,42538189
NCT04545749,4144375
NCT04545749,4314777
NCT04545749,42538189
NCT04545749,4144375
NCT04545749,4021316
NCT04539262,36308581
NCT04534400,4300757
NCT04558372,423913
NCT04504734,45875989
NCT04504734,4273629
NCT04504734,4027509
NCT04504734,4027509
NCT04504734,4271686
NCT04505631,4072513
NCT04537949,4132855
NCT04537949,42537894
NCT04537949,4174669
NCT04537949,4144375
NCT04537949,4240345
NCT04537949,45762562
NCT04537949,42538189
NCT04537949,40973
NCT04537949,3186744
NCT04537949,4330583
NCT04537949,4027509
NCT04510207,45766791
NCT04510207,35622675
NCT04510207,4144375
NCT04510207,4144375
NCT04516564,4144375
NCT04539873,4027509
NCT04491240,4028623
NCT04523246,4273629
NCT04547140,19025274
NCT04547140,35622675
NCT04547140,4072513
NCT04547140,423913
NCT04535674,19025274
NCT04546581,19025274
NCT04546581,19025274
NCT04546581,4052536
NCT04546581,1002469
NCT04546581,19006871
NCT04516759,4202832
NCT04516759,19025274
NCT04516759,4027509
NCT04516759,4211478
NCT04508023,4027663
NCT04508023,44782967
NCT04508023,706637
NCT04498936,4180938
NCT04513158,4182536
NCT04535869,4028623
NCT04554979,4180938
NCT04533347,4013354
NCT04533347,19025274
NCT04533347,40486624
NCT04533347,4052536
NCT04494724,19025274
NCT04494724,4052536
NCT04536363,37018292
NCT04530617,706637
NCT04530617,4203442
NCT04525079,44803204
NCT04525079,429498
NCT04525079,4301351
NCT04525079,4046273
NCT04525079,4024656
NCT04525079,4065277
NCT04525079,4163951
NCT04534712,4314777
NCT04549376,19025274
NCT04534478,4337138
NCT04502368,35916508
NCT04502368,37398742
NCT04502368,36310218
NCT04502368,4093739
NCT04507282,706637
NCT04525443,45878978
NCT03871491,408573
NCT04535063,19025274
NCT04497649,45875989
NCT04493307,4072513
NCT04493307,412012
NCT04493307,4324124
NCT04498247,42537546
NCT04498247,4273629
NCT04522089,4143329
NCT04522089,4144375
NCT04522089,4163951
NCT04522089,4240345
NCT04522089,4307649
NCT04526990,4144375
NCT04529525,3701751
NCT04529525,706637
NCT04529525,4215685
NCT04501796,36308581
NCT04501796,19025274
NCT04501796,4052536
NCT04501796,706637
NCT04502069,19025274
NCT04541979,36308581
NCT04528771,4172438
NCT04528771,4337138
NCT04528771,423232
NCT04528771,4052536
NCT04539795,19025274
NCT04516941,4228759
NCT04516941,4217482
NCT04516941,4302259
NCT04516941,414345
NCT04516941,4151769
NCT04538469,4301351
NCT04542876,19025274
NCT04542876,4242843
NCT04508556,19025274
NCT04508556,4338837
NCT04542993,36308581
NCT04519424,4202832
NCT04519424,19025274
NCT04519424,4052536
NCT04519424,4013354
NCT04519424,4311405
NCT03474965,4182536
NCT03474965,35622675
NCT03474965,429709
NCT03474965,4180938
NCT03474965,42539565
NCT03474965,2109368
NCT03474965,4163883
NCT03474965,3002644
NCT04521036,706637
NCT04521036,4052536
NCT04537208,4215685
NCT04537208,4144375
NCT04537208,4144375
NCT04537208,4314777
NCT04537208,4220084
NCT04526717,37018292
NCT04526717,412012
NCT04526717,4324124
NCT04555213,4013354
NCT04555213,19025274
NCT04555213,4139525
NCT04555213,45768197
NCT04555213,4052536
NCT04533048,4019381
NCT04533048,40973
NCT04533048,4128974
NCT04533048,4027509
NCT04548531,937652
NCT04548531,4249893
NCT04497623,19025274
NCT04551768,19025274
NCT04532372,4013354
NCT04532372,19025274
NCT04532372,4139525
NCT04532372,40486624
NCT04532372,4052536
NCT04532372,4242843
NCT04532372,4144375
NCT04532372,4307649
NCT04508439,42537894
NCT04508439,412012
NCT04508439,4324124
NCT04516824,4166767
NCT04527471,19025274
NCT04527471,4027509
NCT04527471,4027509
NCT04527471,36308581
NCT04527471,19025274
NCT04527471,4139525
NCT04527081,4144375
NCT04527081,4330583
NCT04527081,4117038
NCT04527081,4021326
NCT04527081,4021316
NCT04497324,4182536
NCT04497324,706637
NCT04547127,35622675
NCT04555096,4052536
NCT04555096,4182536
NCT04536298,4220084
NCT04536298,4273629
NCT04536298,706637
NCT04519320,4072513
NCT04527354,36310793
NCT04527354,4273629
NCT04527354,3003037
NCT04518969,4300757
NCT04518969,4052536
NCT04518969,4273629
NCT04498325,706637
NCT04498325,4144375
NCT04498325,4144375
NCT04498325,42538189
NCT04513470,4202832
NCT04536090,706637
NCT04536090,4027509
NCT04536090,423913
NCT04536090,4215685
NCT04494399,4144375
NCT04541680,4129296
NCT04541680,42539565
NCT04528368,4182536
NCT04528641,4144375
NCT04528641,4273629
NCT04528641,438028
NCT04528641,4144375
NCT04528641,45762562
NCT04528641,42538189
NCT04530604,19025274
NCT04530604,4130829
NCT04530604,4182536
NCT04530604,36309989
NCT04530604,4052536
NCT04505098,421613
NCT04505098,4021976
NCT04516746,4144375
NCT04530136,19025274
NCT04508075,4144375
NCT04508075,4144375
NCT04508075,42538189
NCT04508075,4132855
NCT04510038,4027509
NCT04510038,4062354
NCT04510038,409891
NCT04510038,4330583
NCT04510038,4271686
NCT04559113,4208341
NCT04513210,36310597
NCT04550325,4139525
NCT04550325,19025274
NCT04550325,19025274
NCT04550325,4052536
NCT04550325,42537894
NCT04550325,706637
NCT04524663,44784322
NCT04524663,35807403
NCT04524663,4273629
NCT04548544,4576757
NCT04548544,4013636
NCT04548544,4155552
NCT04537806,42538189
NCT04494646,4202832
NCT04494646,19025274
NCT04494646,706637
NCT04540406,706386
NCT04540406,706637
NCT04526912,19025274
NCT04526912,4273629
NCT04516837,408573
NCT04516837,4125482
NCT04516837,3186744
NCT04492254,4078199
