covidtrialID,drugOMOPID
NCT04494724,19025274
NCT04530617,45768802
NCT04530617,4325686
NCT04530617,19052489
NCT04530617,19071968
NCT04525079,439224
NCT04525079,4479236
NCT04525079,36444848
NCT04549376,403748
NCT04537962,19076389
NCT04537962,1790812
NCT04537962,989301
NCT04530370,4103791
NCT04498247,4194767
NCT04498247,37118762
NCT04498247,3186744
NCT04498247,4024018
NCT04498247,4112439
NCT04498247,2615301
NCT04498247,45768802
NCT04498247,723814
NCT04498247,413266
NCT04498247,4008249
NCT04498247,413266
NCT04498247,429709
NCT04498247,703439
NCT04498247,35625639
NCT04498247,45884054
NCT04498247,1001419
NCT04498247,718583
NCT04498247,19009874
NCT04502069,35621782
NCT04502069,19025274
NCT04542993,358034
NCT04542993,40163541
NCT04542993,42036345
NCT04542993,42065587
NCT04542993,42069401
NCT04519424,19025274
NCT03474965,1112807
NCT03474965,19060985
NCT03474965,35622457
NCT03474965,4151189
NCT03474965,19052489
NCT04513314,4299925
NCT04513314,45768393
NCT04513314,19025274
NCT04552379,35804629
NCT04555213,4054796
NCT04532372,19025274
NCT04532372,45772372
NCT04532372,4208788
NCT04532372,46271101
NCT04532372,45879811
NCT04532372,45772615
NCT04532372,45772615
NCT04532372,19095309
NCT04532372,19052489
NCT04532372,1101898
NCT04495543,37397399
NCT04527081,4253598
NCT04527081,4242843
NCT04527081,4029802
NCT04148430,35625738
NCT04148430,1114375
NCT04519034,19009405
NCT04527133,4194767
NCT04547127,15636
NCT04518410,19025274
NCT04542447,19025274
NCT04498325,1792515
NCT04498325,1777087
NCT04513470,43268802
NCT04536090,42707549
NCT04512027,1125315
NCT04494399,412503
NCT04494399,4194767
NCT04510493,1114375
NCT04530604,1367571
NCT04530604,133786
NCT04530604,4194767
NCT04530604,19025274
NCT04530604,724057
NCT04530604,44789962
NCT04530604,19006692
NCT04530604,35807197
NCT04530604,36310322
NCT04505098,4080983
NCT04530136,403748
NCT04507893,19025274
NCT04552366,4216098
NCT04552366,19052489
NCT04552366,19071968
NCT04552366,724258
NCT04552366,4273629
NCT04552366,4165029
NCT04552366,413266
NCT04552366,35807195
NCT04524663,1551099
NCT04524663,35807403
NCT04524663,4242843
NCT04524663,40769051
NCT04524663,42900474
NCT04524663,42900474
NCT04524663,4126018
NCT04524663,429709
NCT04524663,4015847
NCT04537806,19025274
NCT04511429,4242843
NCT04537572,35624341
NCT04534803,35807403
NCT04534803,1551099
NCT04534803,4224323
NCT04534803,1503297
NCT04534803,4173939
NCT04548492,42062493
NCT04526912,4306137
NCT04492254,1112807
NCT04492254,358034
NCT04492254,4056822
NCT04492254,21601607
NCT04492410,35622412
NCT04492410,4015847
NCT04537663,4169306
NCT04543760,4148981
NCT04511923,358034
NCT04511923,4056822
NCT04490486,765721
NCT04490486,19025274
NCT04534673,358034
NCT04534673,4027509
NCT04534673,15636
NCT04497298,42539752
NCT04521296,429709
NCT04504032,4588466
NCT04504032,1551099
NCT04504032,1314512
NCT04504032,45772615
NCT04551547,21601607
NCT04514627,4299925
NCT04514627,45768393
NCT04514627,4216771
NCT04530656,21601607
NCT04507256,1125315
NCT04507256,1112807
NCT04507256,3580416
NCT04507256,35807487
NCT04545541,358034
NCT04545541,4056822
NCT04547660,21601607
NCT04498273,4056822
NCT04556565,4330701
NCT04540393,4017294
NCT04540393,36712814
NCT04540393,4313306
NCT04540185,44806815
NCT04530682,37017208
NCT04530682,4024511
NCT04495933,4027509
NCT04495933,45776808
NCT04495933,4208104
NCT04495933,1125315
NCT04495933,4038001
NCT04533399,4166414
NCT04558424,19025274
NCT04525820,4194767
NCT04554433,77074
NCT04554433,19025274
NCT04529499,19006871
NCT04529499,4299658
NCT04529499,35804629
NCT04529499,42539752
NCT04529499,36210215
NCT04493242,19025274
NCT04494386,19025274
NCT04494386,4115605
NCT04494386,92898
NCT04550351,3562594
NCT04509973,19025274
NCT04527224,4027509
NCT04509947,19049228
NCT04509947,4236188
NCT04520620,1301025
NCT04495101,4306137
NCT04517396,1539403
NCT04517396,1545958
NCT04519125,36717536
NCT04534725,1734104
NCT04534725,35807274
NCT04534725,40198753
NCT04534725,35625639
NCT04534725,36308812
NCT04534725,1518254
NCT04534725,21601607
NCT04534725,1777087
NCT04536350,4242843
