covidtrialID,sponsorID
NCT04534790,sponsor_766
NCT04363866,sponsor_767
NCT04363866,sponsor_768
NCT04344171,sponsor_769
NCT04382625,sponsor_770
NCT04382625,sponsor_771
NCT04427098,sponsor_772
NCT04389411,sponsor_512
NCT04389411,sponsor_773
NCT04408209,sponsor_774
NCT04408209,sponsor_775
NCT04508777,sponsor_528
NCT04347369,sponsor_776
NCT04521010,sponsor_777
NCT04381858,sponsor_616
NCT04371822,sponsor_218
NCT04461925,sponsor_778
NCT04461925,sponsor_779
NCT04346355,sponsor_780
NCT04445415,sponsor_106
NCT04353596,sponsor_637
NCT04353596,sponsor_781
NCT04353596,sponsor_393
NCT04394117,sponsor_782
NCT04305106,sponsor_783
NCT04305106,sponsor_111
NCT04305106,sponsor_784
NCT04305106,sponsor_785
NCT04305106,sponsor_786
NCT04305106,sponsor_787
NCT04315987,sponsor_647
NCT04315987,sponsor_788
NCT04315987,sponsor_725
NCT04460105,sponsor_789
NCT04460105,sponsor_790
NCT04460105,sponsor_263
NCT04541485,sponsor_791
NCT04417335,sponsor_449
NCT04244591,sponsor_792
NCT04244591,sponsor_793
NCT04244591,sponsor_84
NCT04244591,sponsor_111
NCT04320615,sponsor_794
NCT04538586,sponsor_795
NCT04538586,sponsor_796
NCT04336956,sponsor_797
NCT04336956,sponsor_798
NCT04336956,sponsor_799
NCT04336956,sponsor_800
NCT04336956,sponsor_801
NCT04407130,sponsor_802
NCT04372186,sponsor_803
NCT04347070,sponsor_383
NCT04347070,sponsor_804
NCT04347070,sponsor_805
NCT04386616,sponsor_803
NCT04530435,sponsor_806
NCT04530435,sponsor_495
NCT04534478,sponsor_807
NCT04363736,sponsor_794
NCT04472494,sponsor_195
NCT04329650,sponsor_808
NCT04329650,sponsor_809
NCT04359602,sponsor_271
NCT04417257,sponsor_810
NCT04455815,sponsor_811
NCT04455815,sponsor_446
NCT04331470,sponsor_812
NCT04402892,sponsor_2
NCT04404244,sponsor_813
NCT04404244,sponsor_144
NCT04355884,sponsor_188
NCT04374838,sponsor_814
NCT04273529,sponsor_815
NCT04273529,sponsor_816
NCT04273529,sponsor_817
NCT04345679,sponsor_818
NCT04345679,sponsor_819
NCT04345679,sponsor_820
NCT04345679,sponsor_821
NCT04345679,sponsor_822
NCT04273581,sponsor_815
NCT04273581,sponsor_816
NCT04273581,sponsor_817
NCT04409262,sponsor_794
NCT04409262,sponsor_715
NCT04358809,sponsor_731
NCT04358809,sponsor_732
NCT04390503,sponsor_105
NCT04374032,sponsor_823
NCT04377464,sponsor_189
NCT04344925,sponsor_329
NCT04376593,sponsor_824
NCT04328441,sponsor_689
NCT04328441,sponsor_449
NCT04373889,sponsor_825
NCT04373889,sponsor_826
NCT04542421,sponsor_253
NCT04487210,sponsor_827
NCT04425460,sponsor_828
NCT04425460,sponsor_829
NCT04371744,sponsor_103
NCT04315896,sponsor_830
NCT04315896,sponsor_413
NCT04428268,sponsor_831
NCT04386109,sponsor_445
NCT04386109,sponsor_74
NCT04386109,sponsor_832
NCT04386109,sponsor_833
NCT04386109,sponsor_834
NCT04386109,sponsor_835
NCT04386109,sponsor_836
NCT04386109,sponsor_503
NCT04354870,sponsor_234
NCT04342221,sponsor_202
NCT04342221,sponsor_518
NCT04342221,sponsor_519
NCT04342221,sponsor_520
NCT04411680,sponsor_837
NCT04449380,sponsor_838
NCT04325061,sponsor_839
NCT04325061,sponsor_840
NCT04325061,sponsor_841
NCT04368000,sponsor_277
NCT04355533,sponsor_2
NCT04355533,sponsor_842
NCT04355533,sponsor_843
NCT04355533,sponsor_844
NCT04355533,sponsor_293
NCT04460690,sponsor_845
NCT04460690,sponsor_6
NCT04460690,sponsor_846
NCT04460690,sponsor_847
NCT04528667,sponsor_848
NCT04414098,sponsor_849
NCT04414098,sponsor_395
NCT04414098,sponsor_850
NCT04483622,sponsor_851
NCT04382729,sponsor_852
NCT04382729,sponsor_853
NCT04476888,sponsor_854
NCT04376996,sponsor_855
NCT04339608,sponsor_476
NCT04476953,sponsor_402
NCT04539626,sponsor_251
NCT04445285,sponsor_856
NCT04445285,sponsor_857
NCT04335201,sponsor_838
NCT04356560,sponsor_493
NCT04498325,sponsor_0
NCT04498325,sponsor_858
NCT04350476,sponsor_859
NCT04350476,sponsor_860
NCT04475471,sponsor_861
NCT04475471,sponsor_862
NCT04475471,sponsor_863
NCT04475471,sponsor_864
NCT04368390,sponsor_360
NCT04456036,sponsor_865
NCT04456036,sponsor_866
NCT04456036,sponsor_867
NCT04456036,sponsor_868
NCT04456036,sponsor_869
NCT04456036,sponsor_870
NCT04456036,sponsor_871
NCT04456036,sponsor_872
NCT04531748,sponsor_873
NCT04531748,sponsor_874
NCT04413838,sponsor_875
NCT04368728,sponsor_876
NCT04368728,sponsor_215
NCT04401241,sponsor_877
NCT04527562,sponsor_878
NCT04463433,sponsor_879
NCT04425889,sponsor_831
NCT04466657,sponsor_880
NCT04466657,sponsor_881
NCT04466657,sponsor_882
NCT04466657,sponsor_883
NCT04466657,sponsor_884
NCT04466657,sponsor_885
NCT04466657,sponsor_886
NCT04346056,sponsor_144
NCT04461340,sponsor_887
NCT04510623,sponsor_888
NCT04510623,sponsor_458
NCT04510623,sponsor_889
NCT04510623,sponsor_890
NCT04510623,sponsor_375
NCT04510623,sponsor_891
NCT04510623,sponsor_168
NCT04510623,sponsor_167
NCT04510623,sponsor_892
NCT04510623,sponsor_785
NCT04510623,sponsor_893
NCT04510623,sponsor_528
NCT04422626,sponsor_894
NCT04381312,sponsor_154
NCT04366960,sponsor_895
NCT04455347,sponsor_896
NCT04490811,sponsor_897
NCT04385017,sponsor_898
NCT04558307,sponsor_402
NCT04280588,sponsor_899
NCT04393558,sponsor_900
NCT04540406,sponsor_901
NCT04540406,sponsor_902
NCT04540406,sponsor_903
NCT04343248,sponsor_665
NCT04389554,sponsor_525
NCT04382651,sponsor_904
NCT04382651,sponsor_395
NCT04523090,sponsor_863
NCT04523090,sponsor_905
NCT04523090,sponsor_906
NCT04523090,sponsor_6
NCT04523090,sponsor_907
NCT04523090,sponsor_908
NCT04523090,sponsor_909
NCT04367805,sponsor_910
NCT04367805,sponsor_911
NCT04367805,sponsor_362
NCT04367805,sponsor_912
NCT04367805,sponsor_913
NCT04367805,sponsor_914
NCT04367805,sponsor_154
NCT04367805,sponsor_915
NCT04367805,sponsor_916
NCT04367805,sponsor_754
NCT04367805,sponsor_917
NCT04367805,sponsor_599
NCT04367805,sponsor_223
NCT04367805,sponsor_918
NCT04367805,sponsor_579
NCT04367805,sponsor_898
NCT04367805,sponsor_383
NCT04448743,sponsor_360
NCT04429724,sponsor_443
NCT04359459,sponsor_919
NCT04423978,sponsor_780
NCT04359680,sponsor_665
NCT04473690,sponsor_920
NCT04329559,sponsor_921
NCT04329559,sponsor_111
NCT04329559,sponsor_922
NCT04329559,sponsor_923
NCT04329559,sponsor_765
NCT04329559,sponsor_924
NCT04329559,sponsor_925
NCT04329559,sponsor_926
NCT04329559,sponsor_927
NCT04329559,sponsor_88
NCT04329559,sponsor_928
NCT04329559,sponsor_929
NCT04329559,sponsor_930
NCT04329559,sponsor_931
NCT04329559,sponsor_932
NCT04329559,sponsor_933
NCT04486482,sponsor_934
NCT04530474,sponsor_935
NCT04318301,sponsor_936
NCT04318301,sponsor_937
NCT04357535,sponsor_938
NCT04357535,sponsor_939
NCT04357535,sponsor_940
NCT04357535,sponsor_941
NCT04357535,sponsor_464
NCT04551547,sponsor_942
NCT04551547,sponsor_943
NCT04436471,sponsor_944
NCT04436471,sponsor_945
NCT04497610,sponsor_946
NCT04377815,sponsor_947
NCT04420182,sponsor_329
NCT04420182,sponsor_948
NCT04412538,sponsor_949
NCT04412538,sponsor_950
NCT04412538,sponsor_951
NCT04374084,sponsor_952
NCT04374084,sponsor_953
NCT04374084,sponsor_954
NCT04374084,sponsor_955
NCT04374084,sponsor_956
NCT04374084,sponsor_957
NCT04374084,sponsor_958
NCT04374084,sponsor_959
NCT04374084,sponsor_960
NCT04374084,sponsor_961
NCT04374084,sponsor_962
NCT04426344,sponsor_0
NCT04375761,sponsor_270
NCT04375761,sponsor_963
NCT04475601,sponsor_964
NCT04475601,sponsor_607
NCT04475601,sponsor_965
NCT04475601,sponsor_966
NCT04475601,sponsor_967
NCT04475601,sponsor_968
NCT04475601,sponsor_969
NCT04475601,sponsor_970
NCT04475601,sponsor_971
NCT04475601,sponsor_972
NCT04475601,sponsor_973
NCT04475601,sponsor_974
NCT04475601,sponsor_608
NCT04410107,sponsor_975
NCT04410107,sponsor_681
NCT04410107,sponsor_976
NCT04410107,sponsor_366
NCT04410107,sponsor_977
NCT04410107,sponsor_978
NCT04410107,sponsor_979
NCT04435808,sponsor_694
NCT04273646,sponsor_765
NCT04273646,sponsor_980
NCT04459286,sponsor_880
NCT04459286,sponsor_981
NCT04459286,sponsor_982
NCT04459286,sponsor_983
NCT04459286,sponsor_984
NCT04459286,sponsor_985
NCT04414124,sponsor_934
NCT04331600,sponsor_986
NCT04370821,sponsor_987
NCT04470609,sponsor_949
NCT04470609,sponsor_950
NCT04470609,sponsor_951
NCT04513158,sponsor_988
NCT04513158,sponsor_989
NCT04383574,sponsor_942
NCT04383574,sponsor_943
NCT04352608,sponsor_942
NCT04352608,sponsor_943
NCT04338074,sponsor_186
NCT04337359,sponsor_904
NCT04337359,sponsor_395
NCT04355871,sponsor_33
NCT04379154,sponsor_990
NCT04332107,sponsor_991
NCT04332107,sponsor_992
NCT04332107,sponsor_215
NCT04332107,sponsor_68
NCT04332107,sponsor_735
NCT04344457,sponsor_993
NCT04344457,sponsor_994
NCT04346017,sponsor_995
NCT04346017,sponsor_996
NCT04451174,sponsor_997
NCT04345991,sponsor_2
NCT04345991,sponsor_998
NCT04356534,sponsor_713
NCT04356534,sponsor_999
NCT04356534,sponsor_714
NCT04356534,sponsor_1000
NCT04444596,sponsor_637
NCT04438239,sponsor_780
NCT04458519,sponsor_1001
NCT04343742,sponsor_1002
NCT04345536,sponsor_1003
NCT04342182,sponsor_1004
NCT04342182,sponsor_1005
NCT04500418,sponsor_392
NCT04500418,sponsor_1006
NCT04347174,sponsor_731
NCT04347174,sponsor_732
NCT04409522,sponsor_1007
NCT04409522,sponsor_601
NCT04508972,sponsor_890
NCT04508972,sponsor_1008
NCT04360980,sponsor_254
NCT04487119,sponsor_1009
NCT04511650,sponsor_1010
NCT04511650,sponsor_1011
NCT04468256,sponsor_74
NCT04512118,sponsor_579
NCT04336774,sponsor_381
NCT04336774,sponsor_1012
NCT04393246,sponsor_405
NCT04420741,sponsor_1013
NCT04420741,sponsor_493
NCT04382794,sponsor_1014
NCT04382794,sponsor_1015
NCT04382794,sponsor_1016
NCT04382794,sponsor_1017
NCT04382794,sponsor_122
NCT04382794,sponsor_1018
NCT04334044,sponsor_1019
NCT04427345,sponsor_1020
NCT04365816,sponsor_154
NCT04365816,sponsor_1021
NCT04437706,sponsor_381
NCT04403828,sponsor_764
NCT04443881,sponsor_1022
NCT04363060,sponsor_1023
NCT04545047,sponsor_688
NCT04545047,sponsor_402
NCT04510233,sponsor_9
NCT04516512,sponsor_2
NCT04463862,sponsor_360
NCT04365127,sponsor_1024
NCT04365127,sponsor_1025
NCT04365127,sponsor_1026
NCT04328493,sponsor_1027
NCT04328493,sponsor_1028
NCT04328493,sponsor_1029
NCT04328493,sponsor_1030
NCT04328493,sponsor_1031
NCT04328493,sponsor_1032
NCT04328493,sponsor_1033
NCT04328493,sponsor_1034
NCT04371432,sponsor_1035
NCT04371432,sponsor_97
NCT04392245,sponsor_1036
NCT04392245,sponsor_1037
NCT04392245,sponsor_1038
NCT04392245,sponsor_1039
NCT04392245,sponsor_1040
NCT04392245,sponsor_1041
NCT04392245,sponsor_1042
NCT04449965,sponsor_1043
NCT04447131,sponsor_110
NCT04447131,sponsor_1044
NCT04504240,sponsor_1045
NCT04372017,sponsor_737
NCT04413955,sponsor_1046
NCT04413955,sponsor_8
NCT04519424,sponsor_235
NCT04368884,sponsor_476
NCT04469179,sponsor_1047
NCT04469179,sponsor_1048
NCT04469179,sponsor_1049
NCT04331106,sponsor_392
NCT04363203,sponsor_1050
NCT04363203,sponsor_1051
NCT04521296,sponsor_791
NCT04343781,sponsor_1052
NCT04252664,sponsor_1053
NCT04252664,sponsor_949
NCT04363489,sponsor_64
NCT04363489,sponsor_1054
NCT04349241,sponsor_144
NCT04371510,sponsor_898
NCT04405492,sponsor_2
NCT04367402,sponsor_1055
NCT04492904,sponsor_1056
NCT04492904,sponsor_185
NCT04378777,sponsor_270
NCT04378777,sponsor_1057
NCT04378777,sponsor_485
NCT04545060,sponsor_1058
NCT04545060,sponsor_1059
NCT04424446,sponsor_97
NCT04478019,sponsor_845
NCT04535674,sponsor_1060
NCT04423003,sponsor_202
NCT04341389,sponsor_83
NCT04341389,sponsor_1061
NCT04341389,sponsor_1062
NCT04341389,sponsor_1063
NCT04341389,sponsor_84
NCT04380532,sponsor_1064
NCT04380532,sponsor_1065
NCT04426253,sponsor_1066
NCT03891420,sponsor_1067
NCT03891420,sponsor_270
NCT04403581,sponsor_144
NCT04383444,sponsor_270
NCT04383444,sponsor_97
NCT04460170,sponsor_919
NCT04460170,sponsor_1068
NCT04486001,sponsor_1069
NCT04486001,sponsor_1070
NCT04486001,sponsor_1071
NCT04393805,sponsor_1072
NCT04393805,sponsor_1073
NCT04412668,sponsor_1074
NCT04470583,sponsor_1075
NCT04555096,sponsor_1076
NCT04444531,sponsor_545
NCT04537949,sponsor_1077
NCT04537949,sponsor_876
NCT04346628,sponsor_68
NCT04470531,sponsor_1078
NCT04470531,sponsor_1079
NCT04470531,sponsor_1080
NCT04394208,sponsor_62
NCT04333472,sponsor_1081
NCT04333472,sponsor_693
NCT04384250,sponsor_442
NCT04476706,sponsor_904
NCT04476706,sponsor_395
NCT04358068,sponsor_270
NCT04358068,sponsor_1082
NCT04446065,sponsor_1083
NCT04446065,sponsor_1084
NCT04374513,sponsor_1085
NCT04559100,sponsor_1086
NCT04437875,sponsor_944
NCT04437875,sponsor_945
NCT04351152,sponsor_1087
NCT04471051,sponsor_253
NCT04477655,sponsor_1088
NCT04548908,sponsor_1089
NCT04347889,sponsor_1090
NCT04497987,sponsor_576
NCT04497987,sponsor_270
NCT04497987,sponsor_687
NCT04330521,sponsor_68
NCT04366180,sponsor_1091
NCT04364802,sponsor_1092
NCT04364802,sponsor_1093
NCT04283461,sponsor_270
NCT04389944,sponsor_552
NCT04530422,sponsor_1094
NCT04471766,sponsor_1095
NCT04471766,sponsor_308
NCT04471766,sponsor_1096
NCT04420299,sponsor_1097
NCT04420299,sponsor_1098
NCT04411433,sponsor_651
NCT04411433,sponsor_1099
NCT04411433,sponsor_1100
NCT04411433,sponsor_1101
NCT04411433,sponsor_1102
NCT04411433,sponsor_656
NCT04411433,sponsor_595
NCT04411433,sponsor_657
NCT04411433,sponsor_658
NCT04411433,sponsor_659
NCT04411433,sponsor_660
NCT04411433,sponsor_661
NCT04411433,sponsor_1103
NCT04411433,sponsor_663
NCT04411433,sponsor_664
NCT04490837,sponsor_380
NCT04400448,sponsor_1104
NCT04487886,sponsor_492
NCT04487886,sponsor_1
NCT04487886,sponsor_528
NCT04360122,sponsor_144
NCT04480593,sponsor_200
NCT04480593,sponsor_1105
NCT04483960,sponsor_1106
NCT04483960,sponsor_1107
NCT04483960,sponsor_1108
NCT04427332,sponsor_1020
NCT04341116,sponsor_1109
NCT04513990,sponsor_761
NCT04513990,sponsor_292
NCT04513990,sponsor_1110
NCT04473352,sponsor_1111
NCT04473352,sponsor_1112
NCT04360876,sponsor_253
NCT04336332,sponsor_1113
NCT04549376,sponsor_1114
NCT04549376,sponsor_878
NCT04386044,sponsor_1115
NCT04392089,sponsor_495
NCT04357444,sponsor_2
NCT04357444,sponsor_1116
NCT04380727,sponsor_579
NCT04350931,sponsor_144
NCT04523181,sponsor_1117
NCT04529499,sponsor_1118
NCT04346043,sponsor_144
NCT04489446,sponsor_1119
NCT04489446,sponsor_1120
NCT04402840,sponsor_1121
NCT04358081,sponsor_904
NCT04358081,sponsor_395
NCT04362124,sponsor_1122
NCT04432103,sponsor_1123
NCT04373044,sponsor_157
NCT04373044,sponsor_292
NCT04434157,sponsor_1124
NCT04434157,sponsor_410
NCT04476823,sponsor_898
NCT04513184,sponsor_1125
NCT04513184,sponsor_410
NCT04513184,sponsor_280
NCT04513184,sponsor_1126
NCT04513184,sponsor_1127
NCT04402866,sponsor_1128
NCT04452812,sponsor_1129
NCT04452812,sponsor_1130
NCT04359667,sponsor_1131
NCT04505709,sponsor_1132
NCT04505709,sponsor_1133
NCT04505709,sponsor_1134
NCT04505709,sponsor_1135
NCT04505709,sponsor_1136
NCT04505709,sponsor_1137
NCT04505709,sponsor_1138
NCT04408456,sponsor_1139
NCT04527575,sponsor_1140
NCT04355507,sponsor_2
NCT04355507,sponsor_842
NCT04355507,sponsor_1141
NCT04355507,sponsor_1142
NCT04355507,sponsor_1143
NCT04456049,sponsor_1144
NCT04456049,sponsor_1145
NCT04456049,sponsor_1146
NCT04456049,sponsor_1147
NCT04456049,sponsor_1148
NCT04498247,sponsor_1149
NCT04427267,sponsor_1150
NCT04424940,sponsor_1151
NCT04424940,sponsor_1152
NCT04424940,sponsor_376
NCT04516759,sponsor_1153
NCT04347876,sponsor_106
NCT04342897,sponsor_576
NCT04348214,sponsor_144
NCT04279197,sponsor_1154
NCT04279197,sponsor_953
NCT04279197,sponsor_1155
NCT04279197,sponsor_80
NCT04279197,sponsor_817
NCT04279197,sponsor_1156
NCT04279197,sponsor_765
NCT04279197,sponsor_1157
NCT04501978,sponsor_270
NCT04501978,sponsor_1158
NCT04501978,sponsor_1159
NCT04501978,sponsor_1160
NCT04501978,sponsor_1161
NCT04501978,sponsor_1162
NCT04501978,sponsor_1163
NCT04501978,sponsor_473
NCT04501978,sponsor_1164
NCT04501978,sponsor_1165
NCT04501978,sponsor_1166
NCT04356417,sponsor_2
NCT04356417,sponsor_1167
NCT04412265,sponsor_1020
NCT04494867,sponsor_1168
NCT04494867,sponsor_1169
NCT04527458,sponsor_444
NCT04527458,sponsor_1170
NCT04527458,sponsor_1171
NCT04374526,sponsor_136
NCT04539275,sponsor_688
NCT04333732,sponsor_0
NCT04333732,sponsor_1172
NCT04497779,sponsor_1173
NCT04497779,sponsor_292
NCT04497779,sponsor_1174
NCT04303299,sponsor_1175
NCT04455308,sponsor_917
NCT04382235,sponsor_1020
NCT04351529,sponsor_1176
NCT04389476,sponsor_1177
NCT04510207,sponsor_1178
NCT04510207,sponsor_1179
NCT04510207,sponsor_1180
NCT04510207,sponsor_1181
NCT04510207,sponsor_1182
NCT04346147,sponsor_1183
NCT04346147,sponsor_1184
NCT04526054,sponsor_990
NCT04526054,sponsor_1185
NCT04365231,sponsor_1186
NCT04508985,sponsor_890
NCT04508985,sponsor_1187
NCT04508985,sponsor_1188
NCT04508985,sponsor_1189
NCT04558463,sponsor_1190
NCT04432805,sponsor_103
NCT04329507,sponsor_1191
NCT04555109,sponsor_1192
NCT04338932,sponsor_145
NCT04482634,sponsor_1193
NCT04518735,sponsor_698
NCT04354701,sponsor_1194
NCT04409925,sponsor_1195
NCT04409925,sponsor_1196
NCT04409925,sponsor_372
NCT04409925,sponsor_890
NCT04409925,sponsor_794
NCT04358939,sponsor_628
NCT04407195,sponsor_1197
NCT04412226,sponsor_662
NCT04438980,sponsor_1022
NCT04438980,sponsor_1198
NCT04438980,sponsor_1199
NCT04371406,sponsor_2
NCT04439084,sponsor_68
NCT04346368,sponsor_1200
NCT04346368,sponsor_1201
NCT04346368,sponsor_1202
NCT04346368,sponsor_1203
NCT04531501,sponsor_1204
NCT04366115,sponsor_1205
NCT04366115,sponsor_1206
NCT04542434,sponsor_1207
NCT04359121,sponsor_1208
NCT04420988,sponsor_1113
NCT04420988,sponsor_1209
NCT04350736,sponsor_1128
NCT04348240,sponsor_1210
NCT04348240,sponsor_97
NCT04425837,sponsor_1211
NCT04332913,sponsor_1212
NCT04395170,sponsor_1213
NCT04379336,sponsor_1214
NCT04470414,sponsor_106
NCT04499391,sponsor_1215
NCT04487951,sponsor_62
NCT04487951,sponsor_1216
NCT04366830,sponsor_1217
NCT04366830,sponsor_1218
NCT04386850,sponsor_1219
NCT04386850,sponsor_491
NCT04427358,sponsor_360
NCT04397523,sponsor_1220
NCT04397523,sponsor_1221
NCT04357808,sponsor_1222
NCT04357808,sponsor_1223
NCT04357808,sponsor_1224
NCT04427254,sponsor_1225
NCT04286503,sponsor_1226
NCT04286503,sponsor_1227
NCT04286503,sponsor_1228
NCT04286503,sponsor_1229
NCT04286503,sponsor_1230
NCT04286503,sponsor_1231
NCT04286503,sponsor_1232
NCT04286503,sponsor_1233
NCT04286503,sponsor_1234
NCT04286503,sponsor_111
NCT04286503,sponsor_1235
NCT04286503,sponsor_1236
NCT04334005,sponsor_300
NCT04522817,sponsor_1237
NCT04351581,sponsor_511
NCT04349592,sponsor_600
NCT04410939,sponsor_1238
NCT04405271,sponsor_1239
NCT04405271,sponsor_1240
NCT04288102,sponsor_286
NCT04288102,sponsor_288
NCT04288102,sponsor_1241
NCT04288102,sponsor_1242
NCT04288102,sponsor_290
NCT04374591,sponsor_442
NCT04359212,sponsor_1072
NCT04359212,sponsor_1243
NCT04537585,sponsor_1244
NCT04537585,sponsor_1245
NCT04537585,sponsor_1151
NCT04339816,sponsor_1246
NCT04339816,sponsor_1247
NCT04339816,sponsor_1248
NCT04339816,sponsor_1249
NCT04339816,sponsor_1250
NCT04339816,sponsor_1251
NCT04339816,sponsor_1252
NCT04339816,sponsor_1253
NCT04339816,sponsor_1254
NCT04345315,sponsor_1255
NCT04345315,sponsor_1256
NCT04422678,sponsor_887
NCT04422678,sponsor_1257
NCT04459325,sponsor_1258
NCT04453553,sponsor_570
NCT04347980,sponsor_1259
NCT04508023,sponsor_1260
NCT04393155,sponsor_1261
NCT04422574,sponsor_383
NCT04459676,sponsor_1262
NCT04459676,sponsor_1263
NCT04559035,sponsor_1264
NCT04533347,sponsor_1265
NCT04533347,sponsor_1266
NCT04362176,sponsor_454
NCT04362176,sponsor_1267
NCT04362176,sponsor_1268
NCT04353323,sponsor_1269
NCT04323878,sponsor_222
NCT04373161,sponsor_1270
NCT04343339,sponsor_383
NCT04437121,sponsor_1271
NCT04544176,sponsor_1272
NCT04544176,sponsor_835
NCT04347512,sponsor_360
NCT04456439,sponsor_1217
NCT04456439,sponsor_1218
NCT04470258,sponsor_1273
NCT04355715,sponsor_383
NCT04451291,sponsor_530
NCT04451291,sponsor_1003
NCT04460703,sponsor_71
NCT04368845,sponsor_1274
NCT04368845,sponsor_1275
NCT04368845,sponsor_1276
NCT04368845,sponsor_1271
NCT04459312,sponsor_527
NCT04459312,sponsor_1277
NCT04353180,sponsor_218
NCT04478539,sponsor_1278
NCT04514003,sponsor_1279
NCT04514003,sponsor_1280
NCT04514003,sponsor_1281
NCT04514003,sponsor_1282
NCT04514003,sponsor_1283
NCT04514003,sponsor_1284
NCT04386694,sponsor_1285
NCT04386694,sponsor_1286
NCT04537650,sponsor_530
NCT04537650,sponsor_1287
NCT04537650,sponsor_379
NCT04537650,sponsor_524
NCT04497402,sponsor_1288
NCT04377750,sponsor_356
NCT04377750,sponsor_673
NCT04377750,sponsor_1289
NCT04388813,sponsor_1290
NCT04390074,sponsor_1291
NCT04390074,sponsor_1292
NCT04487691,sponsor_1293
NCT04473248,sponsor_1294
NCT04473248,sponsor_1295
NCT04473248,sponsor_1296
NCT04544891,sponsor_579
NCT04544891,sponsor_1269
NCT04544891,sponsor_1297
NCT04355767,sponsor_68
NCT04355767,sponsor_473
NCT04355767,sponsor_1298
NCT04404426,sponsor_917
NCT04512079,sponsor_1299
NCT04512079,sponsor_860
NCT04519255,sponsor_291
NCT04529460,sponsor_1300
NCT04353206,sponsor_1301
NCT04353206,sponsor_3
NCT04353206,sponsor_1026
NCT04395768,sponsor_1302
NCT04516486,sponsor_2
NCT04460274,sponsor_1303
NCT04516954,sponsor_1304
NCT04516954,sponsor_1305
NCT04516954,sponsor_1033
NCT04516954,sponsor_1306
NCT04509752,sponsor_1307
NCT04344431,sponsor_153
NCT04380376,sponsor_1308
NCT04380376,sponsor_1309
NCT04380376,sponsor_1310
NCT04364984,sponsor_1311
NCT04542408,sponsor_519
NCT04412291,sponsor_199
NCT04412291,sponsor_198
NCT04547660,sponsor_681
NCT04547660,sponsor_1312
NCT04547660,sponsor_1313
NCT04353674,sponsor_329
NCT04420390,sponsor_401
NCT04386564,sponsor_1314
NCT04341688,sponsor_854
NCT04341688,sponsor_1315
NCT04485338,sponsor_1316
NCT04485338,sponsor_1317
NCT04485338,sponsor_1318
NCT04485338,sponsor_1319
NCT04485338,sponsor_1320
NCT04412382,sponsor_1321
NCT04494893,sponsor_1322
NCT04494893,sponsor_41
NCT04473365,sponsor_1323
NCT04473365,sponsor_1324
NCT04473365,sponsor_1325
NCT04473365,sponsor_1316
NCT04386265,sponsor_1326
NCT04386265,sponsor_1327
NCT04483830,sponsor_1328
NCT04483830,sponsor_1329
NCT04477668,sponsor_219
NCT04501458,sponsor_1330
NCT04501458,sponsor_1331
NCT04501458,sponsor_1332
NCT04424004,sponsor_381
NCT04424004,sponsor_1333
NCT04555148,sponsor_1334
NCT04403672,sponsor_1335
NCT04524715,sponsor_1336
NCT04502069,sponsor_1337
NCT04529525,sponsor_1338
NCT04433325,sponsor_917
NCT04376580,sponsor_1339
NCT04355247,sponsor_1340
NCT04530656,sponsor_1062
NCT04530656,sponsor_1341
NCT04361435,sponsor_457
NCT04361435,sponsor_1342
NCT04361435,sponsor_1343
NCT04361435,sponsor_1344
NCT04487665,sponsor_62
NCT04507256,sponsor_39
NCT04507256,sponsor_1345
NCT04519502,sponsor_1346
NCT04519502,sponsor_1347
NCT04521036,sponsor_1304
NCT04521036,sponsor_1305
NCT04521036,sponsor_1033
NCT04521036,sponsor_1306
NCT04358926,sponsor_514
NCT04499300,sponsor_1348
NCT04499300,sponsor_996
NCT04539795,sponsor_186
NCT04539795,sponsor_1349
NCT04526990,sponsor_1061
NCT04526990,sponsor_1350
NCT04536363,sponsor_1351
NCT04536363,sponsor_1211
NCT04387760,sponsor_713
NCT04387760,sponsor_1352
NCT04387760,sponsor_1353
NCT04387760,sponsor_1000
NCT04387760,sponsor_1354
NCT04387760,sponsor_1355
NCT04438070,sponsor_1356
NCT04438070,sponsor_1357
NCT04438070,sponsor_1358
NCT04438070,sponsor_1359
NCT04496141,sponsor_1360
NCT04388527,sponsor_528
NCT04386239,sponsor_32
NCT04335305,sponsor_1361
NCT04497272,sponsor_898
NCT04558749,sponsor_106
NCT04523831,sponsor_878
NCT04487444,sponsor_1362
NCT04553055,sponsor_1363
NCT04338828,sponsor_66
NCT04338828,sponsor_1364
NCT04344730,sponsor_2
NCT04504734,sponsor_1365
NCT04523051,sponsor_1366
NCT04476602,sponsor_113
NCT04371952,sponsor_1023
NCT04391309,sponsor_1367
NCT04391309,sponsor_1368
NCT04372589,sponsor_1369
NCT04372589,sponsor_530
NCT04529447,sponsor_1370
NCT04529447,sponsor_1371
NCT04438694,sponsor_62
NCT04389840,sponsor_1372
NCT04419571,sponsor_1373
NCT04273321,sponsor_1374
NCT04549922,sponsor_201
NCT04549922,sponsor_1375
NCT04549922,sponsor_366
NCT04534621,sponsor_1376
NCT04390477,sponsor_1377
NCT04409483,sponsor_1378
NCT04409483,sponsor_1379
NCT04409483,sponsor_1380
NCT04409483,sponsor_1381
NCT04500626,sponsor_1382
NCT04500626,sponsor_1383
NCT04480060,sponsor_525
NCT04387643,sponsor_1384
NCT04387643,sponsor_1385
NCT04479319,sponsor_658
NCT04479319,sponsor_1386
NCT04488562,sponsor_1004
