covidtrialID,drugOMOPID
NCT04283461,429709
NCT04283461,4029802
NCT04283461,429709
NCT04283461,413266
NCT04283461,429709
NCT04283461,723814
NCT04283461,1551099
NCT04283461,4008249
NCT04283461,35804629
NCT04283461,4253598
NCT04283461,724263
NCT04283461,444207
NCT04283461,36311072
NCT04283461,4008249
NCT04283461,413266
NCT04283461,4314941
NCT04283461,4042216
NCT04283461,35941093
NCT04283461,429709
NCT04283461,40768833
NCT04283461,42046226
NCT04283461,4072472
NCT04283461,1112807
NCT04371406,19025274
NCT04371406,797617
NCT04371406,715939
NCT04371406,777221
NCT04371406,19037833
NCT04371406,19046291
NCT04371406,19135791
NCT04371406,36309788
NCT04371406,35807386
NCT04371406,4179011
NCT04371406,1101554
NCT04371406,932196
NCT04371406,4078529
NCT04371406,21604686
NCT04371406,21604709
NCT04371406,4256634
NCT04371406,35806481
NCT04371406,4178707
NCT04371406,1103314
NCT04371406,1777087
NCT04371406,1734104
NCT04371406,1792515
NCT04371406,174694
NCT04371406,437168
NCT04371406,4261107
NCT04371406,4236208
NCT04371406,36231296
NCT04371406,35603391
NCT04371406,4140762
NCT04408040,413266
NCT04408040,4008249
NCT04352985,948582
NCT04352985,1367571
NCT04352985,35807195
NCT04412252,3186744
NCT04412252,19014878
NCT04412252,19010482
NCT04412252,42904205
NCT04275414,44802883
NCT04275414,4145042
NCT04275414,4215532
NCT04275414,1112807
NCT04275414,4096682
NCT04275414,1397141
NCT04354389,35807195
NCT04354389,426006
NCT04354389,4026588
NCT04354389,19006871
NCT04354389,19052489
NCT04355247,19025274
NCT04355247,40171288
NCT04355247,4024511
NCT04402203,4194767
NCT04402203,19052489
NCT04402203,32765
NCT04402203,19018544
NCT04343729,21601607
NCT04343729,3186744
NCT04370262,429709
NCT04370262,1727223
NCT04370262,1358436
NCT04370262,40167554
NCT04370262,4023893
NCT04370262,778474
NCT04344951,4194767
NCT04391101,4008249
NCT04341441,35807195
NCT04341441,1777087
NCT04341441,36716149
NCT04341441,40239056
NCT04341441,1525746
NCT04341441,19012922
NCT04341441,1734104
NCT04341441,19010927
NCT04341441,43532299
NCT04341441,35200803
NCT04341441,1711759
NCT04341441,1326303
NCT04341441,4290025
NCT04341441,190104
NCT04341441,45776944
NCT04341441,42899476
NCT04341441,19048037
NCT04341441,19000498
NCT04341441,1508439
NCT04341441,1309161
NCT04341441,74579
NCT04341441,4008859
NCT04341441,35200286
NCT04407390,19025274
NCT04407390,4148887
NCT04439071,19052489
NCT04439071,4024511
NCT04439071,4288455
NCT04439071,429709
NCT04439071,4236208
NCT04365257,40171288
NCT04365257,173817
NCT04365257,32765
NCT04365257,41347
NCT04365257,4047983
NCT04365257,1346823
NCT04365257,1386957
NCT04365257,1370109
NCT04365257,1398937
NCT04365257,4253599
NCT04365257,40164052
NCT04365257,19006871
NCT04365257,1350489
NCT04425252,45883741
NCT04425252,1101898
NCT04425252,42900584
NCT04425252,950637
NCT04425252,19034726
NCT04425252,4010833
NCT04425252,21601607
NCT04425252,19025274
NCT04425252,19006871
NCT04425252,4285732
NCT04381923,19025274
NCT04333550,1711947
NCT04352608,4194767
NCT04352608,4242843
NCT04352608,4273629
NCT04352608,4165029
NCT04352608,413266
NCT04352608,35807195
NCT04364815,1777087
NCT04364815,1792515
NCT04364815,42046283
NCT04364815,36310611
NCT04364815,4094188
NCT04364815,4008859
NCT04364815,1309944
NCT04364815,1326303
NCT04364815,135486
NCT04364815,1353256
NCT04364815,4044716
NCT04364815,4187003
NCT04364815,4588466
NCT04364815,19071968
NCT04299152,19071968
NCT04299152,19010482
NCT04299152,950637
NCT04299152,19034726
NCT04299152,358034
NCT04299152,44810376
NCT04299152,36311189
NCT04363450,723634
NCT04363450,1777087
NCT04363450,1792515
NCT04407689,4295112
NCT04407689,4126018
NCT04407689,4132855
NCT04407689,21601607
NCT04407689,4236208
NCT04359615,32765
NCT04359615,1777087
NCT04359615,19052489
NCT04334512,4241216
NCT04334512,1777087
NCT04334512,45876414
NCT04334512,72409
NCT04295551,3186744
NCT04409886,4057432
NCT04363034,4239521
NCT04411628,429709
NCT04359316,45775206
NCT04359316,21603109
NCT04341870,1777087
NCT04341870,1792515
NCT04341870,1734104
NCT04373291,4173939
NCT04373291,4224323
NCT04373291,44808392
NCT04353271,1777087
NCT04353271,4149946
NCT04353271,135486
NCT04353271,35629362
NCT04353271,1309944
NCT04353271,19133832
NCT04353271,19133981
NCT04353271,1326303
NCT04353271,36238096
NCT04353271,3623303
NCT04353271,19076493
NCT04353271,1351461
NCT04353271,36230603
NCT04353271,36232162
NCT04353271,1353256
NCT04353271,4046792
NCT04353271,45768802
NCT04353271,4024511
NCT04353271,4250324
NCT04442178,4295112
NCT04442178,4126018
NCT04442178,4132855
NCT04353128,4008859
NCT04353128,1734104
NCT04353128,932196
NCT04353128,110364
NCT04353128,739323
NCT04353128,1370109
NCT04353128,1360421
NCT04353128,17505
NCT04353128,766529
NCT04353128,1560524
NCT04353128,751412
NCT04353128,35807237
NCT04353128,35807237
NCT04353128,74474
NCT04353128,19044883
NCT04353128,720727
NCT04353128,40217225
NCT04341389,429709
NCT04341389,21601607
NCT04341389,4077953
NCT04341389,42536188
NCT04341389,413266
NCT04341389,44783513
NCT04304313,19020068
NCT04304313,174694
NCT04304313,4306811
NCT04304313,1746244
NCT04304313,985708
NCT04304313,1703653
NCT04304313,36219492
NCT04304313,997276
NCT04304313,931973
NCT04304313,1748921
NCT04360096,19025274
NCT04358549,37018197
NCT04358549,32765
NCT04358549,35807195
NCT04390139,45768802
NCT04390139,40171288
NCT04390139,21601607
NCT04390139,38003144
NCT04421391,1777087
NCT04279197,38003144
NCT04338074,358034
NCT04345289,4588805
NCT04345289,19052489
NCT04345289,4242843
NCT04345289,3186744
NCT04345289,35807403
NCT04397562,722871
NCT04397562,3186744
NCT04397562,21601607
NCT04397562,722871
NCT04406389,358034
NCT04406389,36674433
NCT04389671,4242843
NCT04389671,19006871
NCT04333420,4211478
NCT04356677,1762711
NCT04356677,429709
NCT04356677,35807474
NCT04356677,19035444
NCT04434248,19025274
NCT04434248,173817
NCT04434248,1762711
NCT04434248,1792515
NCT04434248,1777087
NCT04434248,19000498
NCT04434248,32765
NCT04434248,19052489
NCT04434248,4181663
NCT04434248,4250324
NCT04371107,1734104
NCT04371107,45882884
NCT04371107,932196
NCT04371107,1101554
NCT04371107,1145379
NCT04371107,1126557
NCT04371107,19025274
NCT04339712,21601607
NCT04339712,1551099
NCT04339712,4328107
NCT04357990,4059354
NCT04357990,41020079
NCT04357990,42904117
NCT04328467,1792515
NCT04328467,1777087
NCT04328467,4149946
NCT04328467,135486
NCT04328467,1309944
NCT04328467,1326303
NCT04328467,1351461
NCT04328467,1353256
NCT04328467,19033634
NCT04328467,19048037
NCT04328467,19000498
NCT04328467,1436678
NCT04328467,1305058
NCT04348370,4173939
NCT04348370,4224323
NCT04348370,44808392
NCT04348370,45768802
NCT04348370,36311061
NCT04354428,21604887
NCT04354428,9177
NCT04354428,4240901
NCT04354428,1777087
NCT04354428,72417
NCT04354428,4043776
NCT04354428,1326303
NCT04354428,19010482
NCT04354428,997276
NCT04354428,1309944
NCT04354428,1436678
NCT04354428,35625954
NCT04354428,21604686
NCT04354428,797617
NCT04354428,74367
NCT04354428,750982
NCT04354428,1310149
NCT04354428,40163541
NCT04354428,40163542
NCT04393311,4295112
NCT04382755,3580636
NCT04382755,35807195
NCT04382755,4194767
NCT04410562,21604887
NCT04410562,1326303
NCT04410562,19010482
NCT04410562,997276
NCT04409509,19025274
NCT04409509,1436169
NCT04409509,42801108
NCT04409509,1314512
NCT04334265,19049038
NCT04334265,37017059
NCT04334265,45775206
NCT04334265,1902805
NCT04334265,1101554
NCT04334265,1304107
NCT04334265,40725
NCT04334265,4261625
NCT04334265,19014878
NCT04334265,1310317
NCT04334265,37109821
NCT04392973,1777087
NCT04392973,32765
NCT04392973,4008859
NCT04392973,19010482
NCT04392973,45883741
NCT04392973,35807195
NCT04380935,413266
NCT04380935,40171288
NCT04401410,19052489
NCT04401410,19006871
NCT04355897,37018292
NCT04355897,4178303
NCT04355897,4008249
NCT04347954,1780601
NCT04347954,36311072
NCT04443075,3580636
NCT04321369,45775206
NCT04321369,21603109
NCT04338347,429709
NCT04338347,40722608
NCT04338347,4024408
NCT04338347,4246611
NCT04445467,35625639
NCT04455243,35807195
NCT04400838,3038883
NCT04400838,40213267
NCT04400838,4008249
NCT04400838,413266
NCT04400838,4242843
NCT04400838,358034
NCT04400838,19008106
NCT04400838,358034
NCT04400838,1310149
NCT04400838,37312743
NCT04400838,43013024
NCT04400838,40241331
NCT04400838,45775372
NCT04400838,45892847
NCT04400838,1125315
NCT04446065,1036157
NCT04446065,45768802
NCT04446065,35604506
NCT04452669,38003801
NCT04452669,1354118
NCT04409184,4197466
NCT04287686,43534771
NCT04287686,21601823
NCT04287686,4295112
NCT04287686,723687
NCT04287686,764698
NCT04453527,37018292
NCT04453527,724311
NCT04449588,4225272
NCT04449588,19080458
NCT04449588,45882884
NCT04449588,19010482
NCT04449588,950637
NCT04449588,4147213
NCT04449588,1901144
NCT04449588,19034726
NCT04449588,2521998
NCT04449588,190689
NCT04449588,41634
NCT04408222,19025274
NCT04443868,19025274
NCT04439045,4024511
NCT04439045,4077953
NCT04439045,724047
NCT04439045,1305058
NCT04439045,19014878
NCT04439045,35624411
NCT04439045,4029802
NCT04439045,4173939
NCT04469621,723814
NCT04469621,1551099
NCT04413071,41979934
NCT04374084,19025274
NCT04410536,36310562
NCT04400929,4135794
NCT04400929,35807195
NCT04400929,751246
NCT04445415,316866
NCT04468139,19060393
NCT04435379,4144375
NCT04435379,4295112
NCT04435379,4224323
NCT04435379,44808392
NCT04371510,37017208
NCT04334850,45768802
NCT04334850,4141762
NCT04334850,4319323
NCT04323761,4173442
NCT04323761,1343916
NCT04323761,4105211
NCT04347512,1734104
NCT04347512,1101554
NCT04347512,1145379
NCT04347512,1126557
NCT04347512,1777087
NCT04347512,797617
NCT04347512,715939
NCT04347512,777221
NCT04347512,19037833
NCT04347512,4302259
NCT04375774,45767094
NCT04375774,1912789
NCT04458363,413266
NCT04470531,40171288
NCT04470622,37041809
NCT04470622,1792515
NCT04470622,74579
NCT04470622,4306811
NCT04470622,35604506
NCT04470622,915632
NCT04470622,936748
NCT04463420,4188177
NCT04356950,46273937
NCT04356950,4307387
NCT04356950,358034
NCT04356950,4112808
NCT04356950,1436169
NCT04356950,44507865
NCT04338009,723642
NCT04338009,4194767
NCT04338009,19071968
NCT04338009,4193718
NCT04338009,1317967
NCT04467840,19025274
NCT04467840,4311137
NCT04467840,42539534
NCT04467840,1310149
NCT04467840,43013024
NCT04467840,1322207
NCT04467840,40241331
NCT04467840,4191852
NCT04365322,21601607
NCT04365322,975125
NCT04365322,45772372
NCT04365322,4588466
NCT04365322,2008284
NCT04365322,42903852
NCT04365322,3580727
NCT04365322,21602785
NCT04365322,35902905
NCT04382781,1541079
NCT04382781,40171288
NCT04382781,9177
NCT04382781,4008249
NCT04443725,19052489
NCT04443725,4278527
NCT04443725,135486
NCT04443725,1309944
NCT04443725,1351461
NCT04443725,1353256
NCT04456452,1344143
NCT04369274,19071967
NCT04450004,586527
NCT04450004,40796107
NCT04450004,444207
NCT04450004,40796107
NCT04450004,72401
NCT04450004,45768802
NCT04450004,4144375
NCT04450004,4008249
NCT04450004,413266
NCT04450004,35941093
NCT04450004,4075635
NCT04450004,4227745
NCT04450004,765721
NCT04450004,4017189
NCT04450004,3580416
NCT04450004,35807487
NCT04450004,4077727
NCT04450004,40796107
NCT04450004,37398751
NCT04450004,35604506
NCT04450004,4177815
NCT04459702,429709
NCT04459702,724358
NCT04459702,1777087
NCT04459702,4044716
NCT04459702,45876414
NCT04449718,4024538
NCT04449718,19009405
NCT04449718,19071968
NCT04399252,1777087
NCT04399252,40482487
NCT04399252,4242843
NCT04371978,1343916
NCT04371978,1343916
NCT04371978,21600783
NCT04371978,21600783
NCT04345159,1777087
NCT04403061,45761747
NCT04403061,4253598
NCT04403061,7242
NCT04403061,21601387
NCT04408001,45768802
NCT04408001,21601607
NCT04461340,45768802
NCT04461340,19034726
NCT04461340,35625638
NCT04461340,1328165
NCT04461340,1307863
NCT04461340,1318137
NCT04461340,74091
NCT04461340,734275
NCT04461340,1763204
NCT04461340,740275
NCT04325672,4239521
NCT04445311,1784444
NCT04354714,35807404
NCT04345549,36444848
NCT04324190,41970933
NCT04435106,1310149
NCT04435106,43013024
NCT04435106,1322207
NCT04435106,40241331
NCT04350736,4085731
NCT04350736,19009874
NCT04350736,36716476
NCT04350736,4218741
NCT04445337,19020068
NCT04471051,4239521
NCT04251767,19052489
NCT04251767,358034
NCT04354818,4125556
NCT04441632,426049
NCT04341610,155231
NCT04470297,429709
NCT04470297,781182
NCT04470297,751412
NCT04363606,4022675
NCT04397900,724083
NCT04377724,4015847
NCT04346082,4080762
NCT04452565,36983299
NCT04452565,1727223
NCT04452565,1518254
NCT04452565,44378
NCT04452565,443547
NCT04452565,429709
NCT04452565,1792515
NCT04452565,19018544
NCT04452565,19049024
NCT04444700,358034
NCT04444700,36674433
NCT04444700,35805046
NCT04444700,1310149
NCT04444700,35807261
NCT04444700,45775372
NCT04444700,43013024
NCT04444700,40241331
NCT04444700,45892847
NCT04394455,36714203
NCT04357574,4577261
NCT04400799,358034
NCT04400799,4032806
NCT04400799,1301025
NCT04369378,2788844
NCT04369378,4275895
NCT04387955,4303995
NCT04372680,4173006
NCT04435522,4313609
NCT04435522,4037956
NCT04443881,19010871
NCT04443881,46271915
NCT04443881,4211478
NCT04443881,40171288
NCT04443881,35621782
NCT04443881,429709
NCT04441814,1112807
NCT04441814,4236208
NCT04441814,432296
NCT04441814,45883113
NCT04441814,1305058
NCT04441814,4215532
NCT04441814,35606016
NCT04333407,4194767
NCT04466098,19006871
NCT04466098,4126018
NCT04466098,1321341
NCT04466098,1135766
NCT04466098,1343916
NCT04466098,4138659
NCT04466098,46292277
NCT04466098,1344143
NCT04455815,19049024
NCT04455815,19052489
NCT04455815,429709
NCT04316299,36310977
NCT04446377,4194767
NCT04446377,19052489
NCT04446377,4146455
NCT04446377,4013739
NCT04446377,429709
NCT04446377,3580744
NCT04446377,757679
NCT04446377,703439
NCT04446377,3199927
NCT04446377,1792515
NCT04446377,1777087
NCT04446377,42539534
NCT04446377,35621782
NCT04446377,1310149
NCT04446377,1502855
NCT04446377,74091
NCT04446377,1597756
NCT04446377,45765577
NCT04446377,21601607
NCT04446377,723738
NCT04375137,4331893
NCT04420364,429709
NCT04400006,36676594
NCT04456413,4103791
NCT04458298,40758358
NCT04458298,35624341
NCT04458298,4253603
NCT04458298,715764
NCT04355624,36310977
NCT04456153,1763204
NCT04470427,429709
NCT04470427,4061026
NCT04470427,429709
NCT04470427,4242843
NCT04470427,915632
NCT04470427,21601607
NCT04470427,1551099
NCT04470427,950637
NCT04470427,1588685
NCT04470427,413266
NCT04357769,41949888
NCT04357769,4022675
NCT04456049,44378
NCT04456049,36204137
NCT04456049,358034
NCT04456049,40241331
NCT04456049,1310149
NCT04456049,723814
NCT04456049,1551099
NCT04456049,46285248
NCT04456049,4290025
NCT04456049,40217225
NCT04369300,4286972
NCT04425915,19006871
NCT04425915,4300197
NCT04425915,4024511
NCT04374786,42075607
NCT04445272,40171288
NCT04445272,722871
NCT04462783,19025274
NCT04376476,35804629
NCT04376476,21601607
NCT04376476,1551099
NCT04376476,1314273
NCT04376476,37396891
NCT04468958,429709
NCT04468958,4024018
NCT04468958,4132855
NCT04468958,4080299
NCT04468958,4024511
NCT04468958,4239521
NCT04468958,19117912
NCT04468958,4194767
NCT04468958,36218663
NCT04468958,19058092
NCT04468958,429709
NCT04463004,45761472
NCT04463004,4295112
NCT04463004,1314273
NCT04463004,1114375
NCT04463004,43531866
NCT04463004,40171288
NCT04463004,1186087
NCT04463004,42536143
NCT04463004,19010482
NCT04463004,19014878
NCT04463004,1310317
NCT04463004,190689
NCT04463004,4236208
NCT04463004,35807195
NCT04463004,19049228
NCT04463004,155231
NCT04463004,17184
NCT04443270,1792515
NCT04443270,19071968
NCT04443270,19052489
NCT04423640,4242843
NCT04306705,19052489
NCT04465695,35804629
NCT04465695,1798476
NCT04465695,4049795
NCT04465695,4029802
NCT04465695,413266
NCT04468087,19052489
NCT04468087,4325686
NCT04468087,35807352
NCT04468087,1309944
NCT04464408,32765
NCT04464408,724252
NCT04358627,722871
NCT04306497,4017177
NCT04452097,35807195
NCT04452097,21601607
NCT04452097,150627
NCT04452097,723814
NCT04452097,35805046
NCT04452097,1344143
NCT04449965,1780601
NCT04449965,35610849
NCT04449965,19040606
NCT04449965,45878726
NCT04443803,1780601
NCT04443803,1790812
NCT04470414,3580721
NCT04459325,4236208
NCT04459325,19025274
NCT04459325,38003144
NCT04459325,4250324
NCT04351503,41973075
NCT04453839,4173442
NCT04340219,406165
NCT04340219,722871
NCT04340219,4295112
NCT04340219,429709
NCT04340219,4077953
NCT04436276,413266
NCT04442386,46270332
NCT04349618,19025274
NCT04451291,92898
NCT04451291,36310223
NCT04451291,4024408
NCT04451291,4242843
NCT04451291,4253598
NCT04451291,4319323
NCT04451291,413266
NCT04451291,429709
NCT04451291,19052489
NCT04463472,4319305
NCT04463472,35807195
NCT04463472,42539751
NCT04463472,4024018
NCT04463472,402325
NCT04463472,3731263
NCT04369989,35807195
NCT04400890,1310149
NCT04400890,37312743
NCT04400890,931973
NCT04400890,4242843
NCT04400890,1792515
NCT04434157,4242843
NCT04435327,43693129
NCT04293692,3186744
NCT04408027,4576957
NCT04452773,4224323
NCT04452773,4024511
NCT04452773,1551099
NCT04452773,1792515
NCT04452773,1777087
NCT04452773,4075214
NCT04452617,723634
NCT04424355,35940183
NCT04449276,35807195
NCT04449276,21601385
NCT04449276,703439
NCT04449276,44783645
NCT04449276,4242843
NCT04449276,4144375
NCT04449276,35622358
NCT04449276,4008249
NCT04449276,413266
NCT04449276,21601607
NCT04449276,4032973
NCT04449276,724193
NCT04449276,1237049
NCT04449276,1112921
NCT04449276,4029802
NCT04464395,4029802
NCT04464395,4242843
NCT04464395,21601853
NCT04464395,3186744
NCT04464395,45878375
NCT04464395,42903852
NCT04472494,37026579
NCT04472494,1186087
NCT04422626,4242843
NCT04422626,3186744
NCT04422626,1305058
NCT04422626,19014878
NCT04422626,19010482
NCT04422626,950637
NCT04422626,1310317
NCT04453384,4008249
NCT04453384,413266
NCT04453384,40217225
NCT04446429,21603834
NCT04371926,1777087
NCT04369456,37017208
NCT04362865,3186744
NCT04362865,1314273
NCT04351542,36444848
NCT04403880,722871
NCT04403880,501343
NCT04403880,703439
NCT04403880,4099455
NCT04409925,4262946
NCT04409925,42801108
NCT04409925,404903
NCT04409925,19025274
NCT04454398,4148887
NCT04382534,19025274
NCT04384965,4186908
NCT04423042,4310717
NCT04423042,4314777
NCT04423042,43531866
NCT04423042,43012761
NCT04417270,4256491
NCT04387409,4144375
NCT04387409,4295112
NCT04387409,4224323
NCT04387409,44808392
NCT04407429,4194767
NCT04285190,42899718
NCT04285190,43013518
NCT04327570,1901144
NCT04414904,21601607
NCT04414904,163678
NCT04454307,1777087
NCT04454307,1715315
NCT04399746,4216752
NCT04393155,44807271
NCT04361903,40244464
NCT04366141,19003953
NCT04366141,43449
NCT04344015,45876012
NCT04350073,19025274
NCT04457349,4041031
NCT04457349,40171288
NCT04391829,4242843
NCT04391829,4145664
NCT04460443,44785094
NCT04460443,1762711
NCT04469179,429709
NCT04469179,4024018
NCT04469179,4132855
NCT04469179,4080299
NCT04469179,4024511
NCT04469179,4239521
NCT04469179,19117912
NCT04469179,36218663
NCT04469179,19058092
NCT04469179,429709
NCT04454333,4077294
NCT04341415,19025274
NCT04341415,4139525
NCT04419623,429709
NCT04419623,4029715
NCT04419623,4216544
NCT04356495,19046291
NCT04356495,176634
NCT04356495,1358436
NCT04356495,1394023
NCT04356495,715939
NCT04356495,777221
NCT04356495,19037833
NCT04356495,4059812
NCT04356495,4306811
NCT04356495,1516766
NCT04356495,19014878
NCT04356495,143665
NCT04356495,1237049
NCT04356495,1759455
NCT04356495,1310149
NCT04356495,4090378
NCT04356495,1792515
NCT04356495,19012922
NCT04356495,19000498
NCT04356495,37493804
NCT04356495,19054931
NCT04356495,19087208
NCT04356495,950183
NCT04347980,1777087
NCT04347980,19087208
NCT04347980,797617
NCT04347980,715939
NCT04347980,777221
NCT04347980,19037833
NCT04347980,40799016
NCT04347980,1518254
NCT04347980,21601607
NCT04429334,35807403
NCT04429334,303576
NCT04359953,131764
NCT04359953,1351557
NCT04359953,1308842
NCT04359953,723642
NCT04359953,1777087
NCT04359953,1792515
NCT04359953,4323636
NCT04359953,1734104
NCT04359953,797617
NCT04359953,715939
NCT04359953,777221
NCT04359953,19037833
NCT04359953,40799016
NCT04359953,4236208
NCT04359953,1101554
NCT04359953,1317967
NCT04361461,3198682
NCT04361461,1777087
NCT04361461,1734104
NCT04342169,1792515
NCT04342169,1777087
NCT04342169,4008859
NCT04342169,4278527
NCT04342169,135486
NCT04342169,1309944
NCT04342169,1351461
NCT04342169,1353256
NCT04342169,4049795
NCT04264533,439787
NCT04412395,4242843
NCT04412395,4024511
NCT04412395,4101452
NCT04412395,43531995
NCT04382586,35807208
NCT04382586,40171288
NCT04359654,4049795
NCT04359654,19025274
NCT04359654,4236208
NCT04382768,117748
NCT04382768,1112807
NCT04382768,40786228
NCT04344379,1734104
NCT04344379,1777087
NCT04344379,19071968
NCT04357613,1304107
NCT04357613,1310149
NCT04357613,1367571
NCT04355637,7242
NCT04355637,43531866
NCT04355637,44818461
NCT04425707,37497426
NCT04329572,1777087
NCT04329572,1792515
NCT04359537,37044116
NCT04359537,1792515
NCT04359537,1777087
NCT04359537,4149946
NCT04359537,135486
NCT04359537,1309944
NCT04359537,1326303
NCT04359537,1351461
NCT04359537,1353256
NCT04359537,19033634
NCT04359537,19048037
NCT04359537,19000498
NCT04359537,1436678
NCT04359537,1305058
NCT04359537,35807386
NCT04359537,4270732
NCT04359537,3580416
NCT04359537,21604709
NCT04359537,36309788
NCT04359537,35625638
NCT04378712,4331893
NCT04378712,439787
NCT04378712,723521
NCT04276688,1748921
NCT04276688,1762711
NCT04276688,4049795
NCT04276688,4029802
NCT04276688,413266
NCT04371952,1836948
NCT04371952,358034
NCT04371952,984232
NCT04371952,941052
NCT04371952,929638
NCT04371952,19008339
NCT04371952,435416
NCT04371952,36311025
NCT04371952,740275
NCT04371952,74091
NCT04371952,1792515
NCT04371952,1777087
NCT04371952,1757803
NCT04371952,1703687
NCT04371952,1762711
NCT04391179,44789962
NCT04391179,40664842
NCT04391179,1112807
NCT04391179,35807312
NCT04391179,358034
NCT04391179,1035015
NCT04391179,358034
NCT04391179,19052489
NCT04299724,4138659
NCT04331665,4194767
NCT04331665,19052489
NCT04331665,40244464
NCT04310865,37033143
NCT04310865,4236208
NCT04310865,19071968
NCT04310228,32765
NCT04310228,40171288
NCT04310228,44378
NCT04310228,173817
NCT04310228,1762711
NCT04310228,1792515
NCT04310228,4125861
NCT04310228,1777087
NCT04310228,722871
NCT04310228,19052489
NCT04310228,4141759
NCT04310228,35807403
NCT04310228,4236208
NCT04322123,1792515
NCT04322123,1734104
NCT04322123,1777087
NCT04321421,4008249
NCT04273763,19030493
NCT04273763,1036157
NCT04273763,19087208
NCT04362813,4029802
NCT04362813,4253598
NCT04362813,45768802
NCT04362813,40171288
NCT04362813,35807409
NCT04362813,21601607
NCT04408183,1760616
NCT04408183,1360421
NCT04408183,19000498
NCT04408183,1792515
NCT04408183,1777087
NCT04343183,19025274
NCT04432766,19052489
NCT04432766,703439
NCT04431466,4325686
NCT04359862,753626
NCT04359862,19039298
NCT04359862,4236208
NCT04401202,19052489
NCT04344548,429709
NCT04344548,35804629
NCT04344548,4253598
NCT04344548,35807403
NCT04344548,1367571
NCT04344548,40163541
NCT04344548,413266
NCT04344548,36444848
NCT04344548,4479246
NCT04344548,4126018
NCT04344548,4314777
NCT04359329,4055257
NCT04359329,705103
NCT04359329,1398039
NCT04359329,163678
NCT04332380,4046792
NCT04332380,4008249
NCT04308668,1777087
NCT04308668,4149946
NCT04308668,135486
NCT04308668,35629362
NCT04308668,1309944
NCT04308668,19133832
NCT04308668,19133981
NCT04308668,1326303
NCT04308668,36238096
NCT04308668,3623303
NCT04308668,19076493
NCT04308668,1351461
NCT04308668,36230603
NCT04308668,36232162
NCT04308668,1353256
NCT04308668,1370109
NCT04308668,1742253
NCT04308668,1797513
NCT04308668,1716903
NCT04308668,1734104
NCT04308668,17505
NCT04308668,174694
NCT04308668,985708
NCT04308668,1703653
NCT04308668,19000498
NCT04308668,21604686
NCT04308668,710062
NCT04308668,797617
NCT04308668,716968
NCT04308668,715939
NCT04308668,778268
NCT04308668,738156
NCT04308668,755695
NCT04308668,40222093
NCT04308668,74367
NCT04308668,766529
NCT04308668,739323
NCT04308668,19124477
NCT04308668,766814
NCT04308668,700299
NCT04308668,712615
NCT04308668,110364
NCT04308668,1140643
NCT04441424,1912789
NCT04441424,19011034
NCT04427566,35917384
NCT04427566,4024511
NCT04427566,4263813
NCT04427566,4141762
NCT04427566,35902905
NCT04427566,37313048
NCT04403100,797617
NCT04403100,74367
NCT04403100,750982
NCT04403100,4302259
NCT04403100,1309944
NCT04403100,1316262
NCT04403100,1326303
NCT04403100,19010482
NCT04403100,997276
NCT04403100,1436678
NCT04403100,4186908
NCT04403100,35625638
NCT04403100,4242843
NCT04403100,1777087
NCT04403100,4043776
NCT04403100,931973
NCT04403100,1748921
NCT04403100,4287422
NCT04312009,42539487
NCT04312009,4253605
NCT04312009,210873
NCT04312009,19049024
NCT04312009,1317967
NCT04372602,35807303
NCT04251871,724111
NCT04421027,42536188
NCT04421027,4029802
NCT04421027,35621782
NCT04421027,43531866
NCT04421027,44818461
NCT04421027,40171288
NCT04421027,1314273
NCT04421027,35804629
NCT04421027,4253603
NCT04421027,19117912
NCT04421027,46285248
NCT04421027,1551099
NCT04421027,429709
NCT04421027,19052489
NCT04421027,4236208
NCT04421027,4328107
NCT04312997,19025274
NCT04312997,429709
NCT04312997,4126018
NCT04363346,4199139
NCT04363346,4314777
NCT04363346,4017294
NCT04363346,4134145
NCT04363346,4017294
NCT04363346,19025274
NCT04370015,21602785
NCT04370015,1326303
NCT04370015,40772941
NCT04370015,21600047
NCT04370015,35806052
NCT04370015,997276
NCT04370015,35622412
NCT04370015,1305058
NCT04370015,19010482
NCT04370015,21602785
NCT04370015,4588466
NCT04370015,21601607
NCT04370015,21604686
NCT04370015,72409
NCT04370015,3580738
NCT04370015,35807354
NCT04362332,1777087
NCT04362332,1792515
NCT04362332,21604887
NCT04362332,45882435
NCT04343092,1784444
NCT04329923,1734104
NCT04416048,358034
NCT04416048,406165
NCT04416048,1436678
NCT04416048,1348265
NCT04416048,1351541
NCT04416048,19008106
NCT04416048,1310149
NCT04416048,35807463
NCT04416048,35621782
NCT04416048,723587
NCT04416048,40241331
NCT04416048,4236208
NCT04416048,40163718
NCT04416048,40241186
NCT04416048,37017208
NCT04416048,1112807
NCT04416048,1322184
NCT04405076,429709
NCT04405076,44783645
NCT04405076,429709
NCT04405076,4099455
NCT04405076,4042216
NCT04405076,718583
NCT04405076,4242843
NCT04405076,915632
NCT04405076,21601607
NCT04405076,1551099
NCT04405076,950637
NCT04405076,3038883
NCT04405076,1588685
NCT04405076,413266
NCT04331899,45775146
NCT04331899,429709
NCT04331899,35804629
NCT04331899,35806338
NCT04331899,2008243
NCT04331899,35807403
NCT04331899,1367571
NCT04331899,40163541
NCT04331899,413266
NCT04331899,46272851
NCT04331899,435416
NCT04331899,35625638
NCT04331899,35625639
NCT04331899,36444848
NCT04331899,4479246
NCT04331899,4126018
