covidtrialID,conditionOMOPID
NCT04363177,4143203
NCT04477213,4008045
NCT04475913,4209006
NCT04479163,1177324
NCT04479163,321042
NCT04479163,198185
NCT04479163,36310799
NCT04479163,138994
NCT04479163,432738
NCT04479163,4002359
NCT04479163,43021965
NCT04479163,37016731
NCT04479163,706376
NCT04479163,4281232
NCT04479163,197494
NCT04479163,421254
NCT04479163,4186898
NCT04476667,436073
NCT04476667,4333677
NCT04476667,1001725
NCT04476667,4111213
NCT04447833,4161455
NCT04447833,436929
NCT04447833,4078193
NCT04447833,4588344
NCT04447833,37047248
NCT04447833,4299535
NCT04447833,4188824
NCT04447833,35920978
NCT04447833,4074815
NCT04447833,30753
NCT04447833,132797
NCT04447833,132797
NCT04447833,764523
NCT04447833,36308337
NCT04447833,434557
NCT04447833,438067
NCT04447833,43225
NCT04447833,4245975
NCT04447833,40282772
NCT04447833,4063381
NCT04447833,4478969
NCT04447833,442013
NCT04447833,4133004
NCT04447833,440417
NCT04447833,43021965
NCT04475120,4299535
NCT04475120,4306137
NCT04475120,43530807
NCT04475120,4195305
NCT04475120,42539186
NCT04475120,37311061
NCT03648372,443392
NCT03648372,37311061
NCT03648372,319835
NCT03648372,36308337
NCT03648372,315296
NCT03648372,4329847
NCT03648372,4185932
NCT03648372,4289933
NCT03648372,44784217
NCT03648372,440417
NCT03648372,4142947
NCT03648372,4178614
NCT03648372,433463
NCT03648372,4236332
NCT03648372,414136
NCT03648372,40479232
NCT03648372,4135823
NCT03648372,4058254
NCT03648372,45884383
NCT03648372,45884011
NCT03648372,4143732
NCT03648372,436954
NCT03648372,433753
NCT03648372,4182582
NCT03648372,434621
NCT03648372,4314777
NCT03648372,43225
NCT03648372,439727
NCT03648372,41956214
NCT03648372,4267414
NCT03648372,4281232
NCT03648372,4215716
NCT03648372,4306137
NCT03648372,4185135
NCT03648372,4240565
NCT03648372,4105297
NCT03648372,45880757
NCT03648372,13328
NCT03648372,4301699
NCT04480957,4297215
NCT04480957,43529712
NCT04480957,706376
NCT04480957,197494
NCT04480957,200763
NCT04480957,4289933
NCT04480957,4019513
NCT04480957,4182582
NCT04480957,434621
NCT04480957,43374
NCT04480957,421254
NCT04480957,433753
NCT04480957,402878
NCT04480957,44791873
NCT04480957,21497921
NCT04480957,4066212
NCT04480957,703439
NCT04480957,138443
NCT04424212,4232629
NCT04473261,139902
NCT04473261,4160039
NCT04480034,756039
NCT04402970,45882797
NCT04402970,4105297
NCT04402970,4299535
NCT04339842,4027314
NCT04339842,2149852
NCT04339842,40483553
NCT04434014,443783
NCT04427813,35623653
NCT03042143,4195694
NCT03042143,4299535
NCT03042143,4478969
NCT03042143,1177186
NCT03042143,4322024
NCT03042143,4327889
NCT03042143,421254
NCT03042143,256018
NCT03042143,316139
NCT04388527,45882797
NCT04388527,3668485
NCT04388527,40589905
NCT04388527,21497921
NCT04328285,703439
NCT04328285,703439
NCT04328285,46235351
NCT04328285,140673
NCT04328285,378416
NCT04328285,4264925
NCT04328285,198185
NCT04328285,4245975
NCT04328285,140168
NCT04328285,405062
NCT04328285,37061722
NCT04328285,314664
NCT04328285,4135823
NCT04328285,4132309
NCT04328285,4299535
NCT04328285,4185135
NCT04328285,1501761
NCT04328285,198185
NCT04328285,706376
NCT04330495,4146684
NCT04348383,406959
NCT04348383,4164431
NCT04348383,4299535
NCT04348383,4306137
NCT04348383,439392
NCT04348383,4178614
NCT04348383,43533342
NCT04348383,43021965
NCT04331834,4299535
NCT04331834,4185135
NCT04331834,4013106
NCT04331834,703439
NCT04331834,703439
NCT04331834,45882797
NCT04331834,43021965
NCT04331834,378416
NCT04331834,4249889
NCT04331834,4008859
NCT04331834,4169095
NCT04331834,4103295
NCT04331834,44784217
NCT04331834,43529712
NCT04331834,4329847
NCT04331834,76685
NCT04331834,140168
NCT04331834,4264925
NCT04331834,4034968
NCT04400032,4154766
NCT04400032,4299535
NCT04400032,4306137
NCT04400032,1177186
NCT04400032,421254
NCT04400032,4063381
NCT04400032,4133004
NCT04400032,440417
NCT04400032,4242843
NCT04400032,706376
NCT04400032,42741643
NCT04400032,44805835
NCT04400032,45765764
NCT04400032,321042
NCT04348656,45881528
NCT04348656,441202
NCT04438837,37311061
NCT04438837,43530807
NCT04438837,44784217
NCT04438837,378416
NCT04438837,4299535
NCT04438837,4188824
NCT04385940,418221
NCT04385940,4085156
NCT04385940,4308361
NCT04385940,4299535
NCT04385940,438688
NCT04385940,435511
NCT04385940,4105297
NCT04393038,319049
NCT04393038,4301929
NCT04393038,443774
NCT04393038,1177186
NCT04393038,4299535
NCT04393038,4188824
NCT04393038,38001575
NCT04393038,43021965
NCT04393038,703439
NCT04393038,4158346
NCT04393038,442752
NCT04393038,4289517
NCT04391309,19025274
NCT04391309,43531175
NCT04391309,443207
NCT04391309,36308337
NCT04391309,319835
NCT04391309,45881081
NCT04391309,193782
NCT04391309,421254
NCT04391309,4211974
NCT04391309,706376
NCT04391309,4013106
NCT04391309,4141802
NCT04391309,4215915
NCT04391309,4026125
NCT04391309,197494
NCT04391309,440029
NCT04391309,3186744
NCT04391309,37311061
NCT04391309,43021965
NCT04391309,4144367
NCT04391309,4041437
NCT04336410,4299535
NCT04336410,4185135
NCT04336410,320651
NCT04336410,44783749
NCT04336410,703439
NCT04336410,37311061
NCT04336410,45763594
NCT04336410,320136
NCT04336410,43021965
NCT04336410,40589905
NCT04336410,20182
NCT04336410,316866
NCT04336410,4066212
NCT04336410,134057
NCT04336410,36310984
NCT04336410,4239314
NCT04336410,4242843
NCT04336410,4182582
NCT04336410,434621
NCT04336410,38001575
NCT04336410,4253363
NCT04268537,4299535
NCT04268537,139902
NCT04268537,439392
NCT04268537,255573
NCT04268537,193782
NCT04268537,434621
NCT04268537,439392
NCT04268537,706376
NCT04268537,4267414
NCT04268537,378414
NCT04268537,4274964
NCT04268537,4119715
NCT04343144,37016731
NCT04343144,43021965
NCT04343144,4299535
NCT04343144,4182582
NCT04343144,4074815
NCT04343144,80809
NCT04343144,134442
NCT04343144,257628
NCT04343144,4232076
NCT04343144,133444
NCT04343144,138502
NCT04343144,40485495
NCT04343144,45884383
NCT04343144,435849
NCT04343144,4256228
NCT04343144,4321705
NCT04342156,37311061
NCT04342156,756039
NCT04342156,4299535
NCT04342156,4185135
NCT04342156,43530807
NCT04342156,3170072
NCT04342156,4214702
NCT04342156,438067
NCT04342156,381783
NCT04342156,432545
NCT04342156,4153516
NCT04342156,36310428
NCT04342156,140168
NCT04342156,4264925
NCT04342156,321042
NCT04342156,321588
NCT04342156,43533366
NCT04342156,4147164
NCT04342156,443612
NCT04342156,193782
NCT04342156,4185572
NCT04342156,4226672
NCT04342156,141651
NCT04342156,35625873
NCT04342156,4169095
NCT04342156,437833
NCT04342156,4098604
NCT04342156,40757139
NCT04342156,437663
NCT04342156,100357
NCT04342156,414719
NCT04321174,37061722
NCT04321174,706376
NCT04321174,4013106
NCT04321174,37311061
NCT04321174,100357
NCT04321174,37311061
NCT04321174,4185135
NCT04321174,36717536
NCT04321174,45881081
NCT04321174,19499
NCT04321174,4077727
NCT04308317,4141802
NCT04308317,4576375
NCT04308317,317009
NCT04308317,256449
NCT04308317,440417
NCT04308317,314971
NCT04308317,1177324
NCT04308317,255848
NCT04308317,439676
NCT04308317,36308337
NCT04308317,44784217
NCT04308317,315296
NCT04308317,312327
NCT04308317,321042
NCT04308317,381316
NCT04308317,376713
NCT04308317,443612
NCT04308317,1177324
NCT04308317,45878255
NCT04308317,19268
NCT04308317,312349
NCT04308317,4179955
NCT04308317,443612
NCT04308317,36310842
NCT04308317,4299535
NCT04308317,4306137
NCT04308317,40480615
NCT04394208,4037484
NCT04394208,703439
NCT04363814,4299535
NCT04363814,139902
NCT04292899,37311061
NCT04292899,4296023
NCT04342728,4299535
NCT04342728,4299535
NCT04342728,4142985
NCT04342728,40757139
NCT04342728,4306137
NCT04342728,46271022
NCT04342728,194984
NCT04342728,3018665
NCT04405271,37311061
NCT04405271,706376
NCT04405271,4013106
NCT04405271,35609818
NCT04405271,4244873
NCT04405271,4030518
NCT04405271,4310034
NCT04405271,4242843
NCT04405271,444094
NCT04405271,703439
NCT04405271,4299535
NCT04405271,4185135
NCT04405271,43021965
NCT04405271,703439
NCT04341688,4150442
NCT04341688,4141769
NCT04341688,4033295
NCT04341688,132703
NCT04329650,4141802
NCT04329650,434557
NCT04329650,4027381
NCT04329650,433701
NCT04329650,45877532
NCT04329650,4299535
NCT04329650,4306137
NCT04329650,43021965
NCT04335136,197494
NCT04335136,706376
NCT04335136,4148702
NCT04335136,43530807
NCT04335136,45882797
NCT04335136,4299535
NCT04335136,4172369
NCT04335136,45881081
NCT04335136,4160039
NCT04335136,37311061
NCT04335136,4153516
NCT04335136,45876308
NCT04384549,43530807
NCT04384549,434557
NCT04384549,43374
NCT04384549,703439
NCT04384549,4299535
NCT04384549,4185135
NCT04384549,441202
NCT04384549,4216487
NCT04384549,437663
NCT04384549,4066212
NCT04384549,45881968
NCT04384549,31751
NCT04384549,4038835
NCT04384549,4353605
NCT04384549,706376
NCT04384549,4121298
NCT04384549,4077214
NCT04363502,432795
NCT04363502,4178585
NCT04363502,4306575
NCT04363502,4074815
NCT04363502,45771048
NCT04363502,132736
NCT04363502,4299535
NCT04363502,4299535
NCT04363502,3170072
NCT04435717,4281232
NCT04435717,4299535
NCT04435717,4299535
NCT04435717,4306137
NCT04435717,4012972
NCT04385849,312437
NCT04385849,4306572
NCT04385849,42599713
NCT04385849,41962773
NCT04385849,4195694
NCT04385849,4195694
NCT04385849,434821
NCT04385849,41904982
NCT04385849,316139
NCT04385849,4299535
NCT04385849,36717536
NCT04385849,4142985
NCT04377659,4163425
NCT04377659,432545
NCT04377659,4003404
NCT04377659,43021965
NCT04377659,443392
NCT04419025,4299535
NCT04438980,43530807
NCT04438980,45882797
NCT04438980,20182
NCT04438980,4289933
NCT04438980,436073
NCT04438980,44098
NCT04438980,37016731
NCT04438980,4299535
NCT04438980,4306137
NCT04438980,43225
NCT04438980,38003475
NCT04438980,45882797
NCT04399356,4256228
NCT04399356,132797
NCT04399356,443207
NCT04399356,37311061
NCT04401475,4185135
NCT04401475,4299535
NCT04401475,43021965
NCT04401475,37311061
NCT04401475,21601607
NCT04380961,141124
NCT04380961,321042
NCT04380961,4161701
NCT04380961,314383
NCT04380961,319835
NCT04380961,4137671
NCT04380961,4329847
NCT04380961,315296
NCT04380961,421514
NCT04380961,4209097
NCT04380961,4022772
NCT04380961,317009
NCT04380961,441267
NCT04380961,36307885
NCT04380961,46273635
NCT04380961,4323902
NCT04380961,45881081
NCT04380961,409974
NCT04380961,8516
NCT04380961,35807484
NCT04380961,4179955
NCT04380961,4299535
NCT04380961,4185135
NCT04380961,4026125
NCT04380961,43225
NCT04380961,439727
NCT04380961,4267414
NCT04380961,43529712
NCT04380961,4141802
NCT04380961,4082732
NCT04380961,431058
NCT04380961,44012529
NCT04380961,257315
NCT04380961,140641
NCT04380961,4247535
NCT04377997,42035945
NCT04377997,439847
NCT04377997,4310996
NCT04377997,373503
NCT04377997,4133004
NCT04377997,440417
NCT04377997,313217
NCT04377997,421514
NCT04318015,3170072
NCT04318015,441202
NCT04318015,4185135
NCT04318015,4055225
NCT04318015,46271813
NCT04318015,4128228
NCT04377334,408104
NCT04398004,43225
NCT04398004,46273014
NCT04398004,320073
NCT04398004,45882797
NCT04398004,40479232
NCT04398004,4299535
NCT04398004,4306137
NCT04395170,4299535
NCT04395170,19025274
NCT04395170,4331909
NCT04395170,37311061
NCT04395170,43530807
NCT04395170,443612
NCT04395170,756039
NCT04395170,437663
NCT04395170,254761
NCT04347889,43021965
NCT04347889,40589905
NCT04347889,372828
NCT04347889,4188175
NCT04347889,433852
NCT04347889,321319
NCT04347889,313217
NCT04347889,4135396
NCT04347889,4185572
NCT04347889,4135823
NCT04347889,443617
NCT04347889,406874
NCT04347889,4242669
NCT04390191,706513
NCT04390191,45877605
NCT04390191,4184058
NCT04390191,253796
NCT04390191,4105765
NCT04390191,36308337
NCT04390191,4161288
NCT04390191,381316
NCT04390191,4130717
NCT04390191,44784442
NCT04390191,321588
NCT04390191,45879799
NCT04390191,42538094
NCT04422275,4168062
NCT04422275,37311061
NCT04422275,756039
NCT04422275,42537252
NCT04422275,46235351
NCT04422275,317009
NCT04422275,255573
NCT04422275,4046448
NCT04422275,43530807
NCT04422275,4299535
NCT04422275,4188824
NCT04422275,43225
NCT04422275,43225
NCT04422275,434557
NCT04422275,4028389
NCT04422275,435463
NCT04422275,405163
NCT04422275,45880366
NCT04422275,378419
NCT04422275,38127
NCT04422275,4196433
NCT04422275,4043378
NCT04347174,4299535
NCT04347174,36717536
NCT04347174,43530807
NCT04347174,43021965
NCT04347174,416341
NCT04347174,443612
NCT04354155,1177387
NCT04354155,4147834
NCT04354155,4030518
NCT04397692,4195694
NCT04397692,43374
NCT04397692,4312098
NCT04397692,4082253
NCT04397692,4323898
NCT04397692,316139
NCT04397692,4013643
NCT04397692,45883034
NCT04397692,45882797
NCT04397692,4185135
NCT04397692,4299535
NCT04397692,1177186
NCT04397692,4096682
NCT04397692,261687
NCT04283461,4185135
NCT04283461,4188824
NCT04283461,43021512
NCT04283461,762815
NCT04283461,432795
NCT04283461,3045632
NCT04283461,3045632
NCT04283461,320136
NCT04283461,255573
NCT04283461,255573
NCT04283461,317009
NCT04283461,46269801
NCT04283461,257581
NCT04283461,4050792
NCT04283461,319835
NCT04283461,321319
NCT04283461,4185932
NCT04283461,314383
NCT04283461,4138837
NCT04283461,4329847
NCT04283461,44784217
NCT04283461,3046374
NCT04283461,318736
NCT04283461,380378
NCT04283461,381316
NCT04283461,377091
NCT04283461,372887
NCT04283461,4130717
NCT04283461,373189
NCT04283461,443904
NCT04283461,373503
NCT04283461,374919
NCT04283461,38127
NCT04283461,373182
NCT04283461,372241
NCT04283461,378419
NCT04283461,4066212
NCT04283461,434621
NCT04283461,140673
NCT04283461,43374
NCT04283461,46271022
NCT04283461,21497921
NCT04283461,706376
NCT04283461,43021965
NCT04283461,40589905
NCT04283461,441202
NCT04283461,1399
NCT04283461,432791
NCT04283461,4135263
NCT04283461,43530807
NCT04283461,21021523
NCT04283461,402878
NCT04283461,44791873
NCT04283461,421254
NCT04283461,405929
NCT04283461,433753
NCT04283461,703439
NCT04283461,703439
NCT04283461,37311061
NCT04283461,37311061
NCT04283461,412691
NCT04283461,36717536
NCT04283461,40764343
NCT04283461,40757139
NCT04283461,4438
NCT04371406,40658749
NCT04371406,4185572
NCT04371406,45882797
NCT04371406,36310651
NCT04371406,378416
NCT04371406,192359
NCT04371406,4245975
NCT04371406,4143915
NCT04371406,4264925
NCT04371406,405062
NCT04371406,4098604
NCT04371406,437833
NCT04371406,45879799
NCT04371406,76685
NCT04371406,36308337
NCT04371406,316139
NCT04371406,4206471
NCT04371406,44784217
NCT04371406,316999
NCT04371406,316998
NCT04371406,314059
NCT04371406,4092038
NCT04371406,380378
NCT04371406,43530807
NCT04371406,37311061
NCT04371406,37311061
NCT04371406,4299535
NCT04371406,4185135
NCT04408040,4163333
NCT04408040,4136151
NCT04408040,43021965
NCT04408040,4153516
NCT04408040,201254
NCT04408040,4295637
NCT04408040,4017188
NCT04408040,45877605
NCT04408040,434005
NCT04288102,4299535
NCT04288102,4306137
NCT04288102,439392
NCT04288102,4170148
NCT04288102,436073
NCT04288102,706376
NCT04288102,434557
NCT04288102,4266367
NCT04288102,437222
NCT04288102,201965
NCT04288102,4212484
NCT04288102,4119786
NCT04288102,37311061
NCT04435184,4299535
NCT04435184,4188824
NCT04435184,37311061
NCT04344184,4170661
NCT04344184,443727
NCT04344184,4299535
NCT04344184,4238923
NCT04352985,193782
NCT04352985,196236
NCT04352985,440417
NCT04352985,319835
NCT04352985,312327
NCT04352985,4078213
NCT04352985,434894
NCT04352985,4478969
NCT04352985,4218497
NCT04352985,36716406
NCT04352985,706376
NCT04352985,4013106
NCT04352985,4146594
NCT04352985,43021965
NCT04352985,4148702
NCT04352985,43530807
NCT04352985,43287
NCT04352985,198185
NCT04390477,43530807
NCT04390477,4105297
NCT04412252,4130722
NCT04412252,4153516
NCT04412252,43374
NCT04412252,4066212
NCT04412252,4079147
NCT04412252,4027381
NCT04412252,432602
NCT04412252,440029
NCT04412252,457659
NCT04412252,439777
NCT04412252,43530807
NCT04412252,4299535
NCT04412252,4185135
NCT04383613,373995
NCT04383613,418221
NCT04383613,4100068
NCT04383613,45882797
NCT04383613,4235863
NCT04383613,45879311
NCT04383613,4299535
NCT04383613,261687
NCT04275414,764982
NCT04275414,4171105
NCT04275414,4016922
NCT04275414,316866
NCT04275414,312938
NCT04275414,321588
NCT04275414,321042
NCT04275414,321318
NCT04275414,4329847
NCT04275414,4185572
NCT04275414,4093842
NCT04275414,35807484
NCT04275414,4130722
NCT04275414,4327889
NCT04275414,4310996
NCT04275414,373503
NCT04275414,4133004
NCT04275414,440417
NCT04275414,443784
NCT04275414,4332246
NCT04275414,4278217
NCT04275414,45884518
NCT04275414,4202064
NCT04275414,429537
NCT04275414,4326255
NCT04275414,4275133
NCT04275414,4478969
NCT04275414,4217808
NCT04275414,4179955
NCT04275414,261687
NCT04275414,192671
NCT04275414,3593386
NCT04275414,439392
NCT04275414,139902
NCT04275414,4026125
NCT04275414,4013106
NCT04275414,4299535
NCT04275414,4306137
NCT04354389,703439
NCT04354389,4013106
NCT04354389,37394658
NCT04354389,703439
NCT04354389,140641
NCT04354389,433701
NCT04354389,4123149
NCT04354389,4185135
NCT04354389,4188824
NCT04354389,36310428
NCT04354389,43021965
NCT04354389,40757139
NCT04355247,4209097
NCT04355247,45884896
NCT04355247,4019513
NCT04355247,432545
NCT04355247,40489912
NCT04402203,4022772
NCT04402203,4256228
NCT04402203,201965
NCT04402203,4059284
NCT04402203,40589905
NCT04402203,4299535
NCT04402203,4306137
NCT04402203,42964
NCT04402203,4067106
NCT04402203,316866
NCT04343729,43021965
NCT04343729,706376
NCT04343729,4267414
NCT04343729,4299535
NCT04343729,4185135
NCT04343729,37396401
NCT04343729,198185
NCT04370262,37311061
NCT04370262,37311061
NCT04370262,4030518
NCT04370262,443612
NCT04370262,4008859
NCT04370262,140168
NCT04370262,4264925
NCT04370262,4299535
NCT04370262,4277276
NCT04370262,197494
NCT04370262,4132902
NCT04370262,4203148
NCT04370262,423424
NCT04370262,4084407
NCT04370262,43530807
NCT04370262,4153516
NCT04370262,703439
NCT04331470,45880411
NCT04331470,3188131
NCT04331470,4096947
NCT04331470,439777
NCT04331470,1177324
NCT04331470,4206788
NCT04344951,4299535
NCT04344951,4306137
NCT04302519,434621
NCT04302519,4170148
NCT04302519,439392
NCT04302519,4057132
NCT04302519,437312
NCT04302519,44037
NCT04302519,4311763
NCT04302519,764573
NCT04302519,436033
NCT04302519,4299535
NCT04302519,4306137
NCT04302519,4023221
NCT04302519,46234712
NCT04302519,138443
NCT04391101,37311065
NCT04391101,4309345
NCT04391101,43225
NCT04391101,37311061
NCT04391101,3668485
NCT04391101,45882797
NCT04391101,441202
NCT04391101,4105886
NCT04391101,72348
NCT04341441,37311061
NCT04341441,37061722
NCT04341441,4160039
NCT04341441,380378
NCT04341441,45881078
NCT04341441,134057
NCT04341441,192359
NCT04341441,42964
NCT04341441,4299535
NCT04341441,4299535
NCT04341441,36717536
NCT04341441,378416
NCT04341441,4264925
NCT04341441,4019622
NCT04341441,431715
NCT04341441,4008859
NCT04341441,4170143
NCT04341441,254761
NCT04341441,437663
NCT04341441,4041664
NCT04341441,312437
NCT04341441,7767
NCT04341441,427224
NCT04341441,442752
NCT04341441,378253
NCT04341441,31967
NCT04341441,441408
NCT04341441,37311061
NCT04341441,43530807
NCT04341441,45882797
NCT04429763,201965
NCT04429763,37016731
NCT04429763,44037
NCT04429763,4299535
NCT04429763,4188824
NCT04429763,4240951
NCT04429763,4078213
NCT04407390,320651
NCT04407390,443392
NCT04439071,19025274
NCT04439071,443612
NCT04439071,4148702
NCT04439071,4299535
NCT04439071,4188824
NCT04439071,43530807
NCT04365257,4299535
NCT04365257,4185135
NCT04365257,319041
NCT04365257,13536
NCT04365257,4159659
NCT04365257,4162976
NCT04365257,316139
NCT04365257,4329847
NCT04365257,315296
NCT04365257,381316
NCT04365257,415338
NCT04365257,31789
NCT04365257,1305447
NCT04365257,43530807
NCT04365257,4105297
NCT04343989,432795
NCT04343989,4178585
NCT04343989,4306575
NCT04343989,4074815
NCT04343989,45771048
NCT04343989,132736
NCT04343989,4299535
NCT04343989,4299535
NCT04343989,3170072
NCT04425252,1177186
NCT04425252,36717536
NCT04425252,40757139
NCT04425252,4171105
NCT04425252,432585
NCT04425252,43287
NCT04425252,424712
NCT04425252,192671
NCT04425252,4281232
NCT04425252,43225
NCT04425252,40761356
NCT04425252,45878255
NCT04425252,45881078
NCT04425252,134057
NCT04425252,315296
NCT04425252,4329847
NCT04425252,4065287
NCT04425252,316139
NCT04425252,37311061
NCT04425252,374032
NCT04425252,4256228
NCT04425252,201965
NCT04425252,443207
NCT04425252,312437
NCT04425252,312437
NCT04425252,4192174
NCT04425252,4037485
NCT04425252,4158346
NCT04323332,423232
NCT04323332,4212484
NCT04323332,1177324
NCT04323332,4171105
NCT04323332,4291649
NCT04323332,436093
NCT04323332,4256228
NCT04416139,255848
NCT04416139,4195694
NCT04416139,37311061
NCT04416139,2720513
NCT04394442,43021965
NCT04381923,100357
NCT04381923,4256228
NCT04381923,257004
NCT04381923,2616
NCT04381923,4217437
NCT04381923,4058397
NCT04381923,45882797
NCT04333550,43530807
NCT04333550,4299535
NCT04352608,703439
NCT04352608,437663
NCT04352608,100357
NCT04352608,439676
NCT04352608,37311061
NCT04352608,4185135
NCT04352608,4299535
NCT04352608,317009
NCT04352608,43530807
NCT04352608,4105886
NCT04352608,1399
NCT04352608,312437
NCT04352608,432791
NCT04352608,4079975
NCT04352608,435244
NCT04352608,44037
NCT04352608,4182582
NCT04352608,434621
NCT04352608,43374
NCT04352608,439392
NCT04352608,36308192
NCT04352608,380378
NCT04352608,377091
NCT04352608,4214703
NCT04352608,141253
NCT04352608,436954
NCT04352608,443883
NCT04352608,443783
NCT04364815,40757662
NCT04364815,37311061
NCT04364815,43530807
NCT04364815,4105297
NCT04364815,438067
NCT04364815,42071481
NCT04364815,378416
NCT04364815,4032354
NCT04364815,42073776
NCT04364815,43530807
NCT04364815,4299535
NCT04364815,4185135
NCT04364815,4142985
NCT04364815,377091
NCT04364815,44784217
NCT04364815,320536
NCT04364815,42032508
NCT04364815,4217221
NCT04364815,4094292
NCT04364815,43287
NCT04364815,4319159
NCT04364815,41962773
NCT04299152,317576
NCT04299152,321042
NCT04299152,43225
NCT04299152,4281232
NCT04299152,197494
NCT04299152,706376
NCT04299152,4299535
NCT04299152,4185135
NCT04299152,4077953
NCT04299152,4094235
NCT04299152,703439
NCT04363450,4185572
NCT04363450,4112232
NCT04363450,378416
NCT04363450,192359
NCT04363450,4055225
NCT04363450,3170072
NCT04380532,37018474
NCT04380532,4153516
NCT04380532,46235351
NCT04380532,45881078
NCT04380532,134057
NCT04380532,45879799
NCT04380532,317009
NCT04380532,255573
NCT04380532,381591
NCT04380532,4066212
NCT04380532,4299535
NCT04407689,4299535
NCT04407689,4188824
NCT04407689,43287
NCT04407689,443392
NCT04407689,4141802
NCT04407689,1704183
NCT04407689,197494
NCT04407689,706376
NCT04407689,4306572
NCT04407689,37016131
NCT04407689,321042
NCT04407689,192359
NCT04407689,37311061
NCT04407689,43021965
NCT04359615,320744
NCT04359615,4299535
NCT04359615,4306137
NCT04359615,4139144
NCT04351490,37311061
NCT04351490,756039
NCT04351490,435511
NCT04351490,45881081
NCT04334512,4216316
NCT04334512,37311061
NCT04334512,196523
NCT04334512,43225
NCT04334512,46235351
NCT04334512,45882797
NCT04334512,4154498
NCT04334512,4032354
NCT04334512,4264925
NCT04334512,439777
NCT04334512,320073
NCT04334512,4203148
NCT04334512,76685
NCT04334512,72618
NCT04334512,4208223
NCT04334512,194984
NCT04334512,140168
NCT04334512,405062
NCT04334512,4008859
NCT04334512,43530807
NCT04334512,137977
NCT04334512,437663
NCT04334512,37311061
NCT04334512,377091
NCT04334512,4299535
NCT04334512,4185135
NCT04358614,320741
NCT04358614,4003404
NCT04358614,43225
NCT04358614,4299535
NCT04358614,4306137
NCT04358614,4066212
NCT04358614,4066212
NCT04358614,1704183
NCT04358614,443943
NCT04358614,432545
NCT04295551,40479642
NCT04295551,1177324
NCT04295551,439392
NCT04295551,36716893
NCT04295551,706376
NCT04295551,4093906
NCT04295551,435853
NCT04295551,139902
NCT04295551,411925
NCT04295551,4185135
NCT04295551,4299535
NCT04295551,139902
NCT04295551,43530807
NCT04409886,45882797
NCT04409886,253796
NCT04409886,4058397
NCT04409886,378161
NCT04409886,315831
NCT04409886,261325
NCT04409886,36307952
NCT04409886,4299535
NCT04363034,4185135
NCT04363034,45882797
NCT04363034,44807494
NCT04411628,19025274
NCT04411628,37311061
NCT04411628,36717536
NCT04411628,44012529
NCT04411628,140641
NCT04411628,35917477
NCT04359316,421254
NCT04359316,4106203
NCT04359316,4322024
NCT04359316,4273632
NCT04359316,43529712
NCT04359316,4223626
NCT04359316,321042
NCT04359316,4168694
NCT04359316,4194112
NCT04359316,254061
NCT04359316,134057
NCT04359316,44809027
NCT04359316,315296
NCT04359316,4228456
NCT04359316,4090378
NCT04359316,4299535
NCT04359316,4185135
NCT04359316,4299535
NCT04380376,4206777
NCT04380376,45884383
NCT04380376,4299535
NCT04380376,4299535
NCT04380376,4185135
NCT04341870,4256228
NCT04341870,36310723
NCT04341870,43021965
NCT04341870,4253634
NCT04341870,37061722
NCT04341870,378416
NCT04341870,4032354
NCT04341870,4008859
NCT04341870,4299535
NCT04341870,4185135
NCT04341870,432545
NCT04341870,435849
NCT04373291,43530807
NCT04373291,3023106
NCT04373291,3185989
NCT04373291,4034215
NCT04373291,434557
NCT04373291,4058267
NCT04373291,37311061
NCT04373291,756039
NCT04373291,437663
NCT04373291,4283078
NCT04373291,432545
NCT04373291,4299535
NCT04373291,4153516
NCT04373291,43225
NCT04373291,4239314
NCT04373291,4253733
NCT04373291,1379374
NCT04373291,45881968
NCT04353271,320536
NCT04353271,45882797
NCT04353271,43530807
NCT04353271,378416
NCT04353271,4049014
NCT04353271,46271022
NCT04353271,4277276
NCT04353271,45878255
NCT04353271,19499
NCT04353271,443392
NCT04353271,4325853
NCT04353271,4273391
NCT04391127,374925
NCT04348500,43021965
NCT04348500,40589905
NCT04348500,4306137
NCT04348500,4299535
NCT04348500,4185573
NCT04348500,44805835
NCT04348500,37311061
NCT04442178,4299535
NCT04442178,4188824
NCT04442178,43287
NCT04442178,443392
NCT04442178,4141802
NCT04442178,1704183
NCT04442178,197494
NCT04442178,706376
NCT04442178,4306572
NCT04426344,45882797
NCT04426344,4299535
NCT04426344,3668484
NCT04426344,45883047
NCT04426344,374919
NCT04353128,706376
NCT04353128,4013106
NCT04353128,4026125
NCT04353128,4244873
NCT04353128,192359
NCT04353128,80502
NCT04353128,76685
NCT04353128,4103381
NCT04353128,4169095
NCT04353128,432873
NCT04353128,4029736
NCT04353128,4138253
NCT04353128,4299535
NCT04353128,4185135
NCT04353128,4119105
NCT04353128,42071481
NCT04353128,201606
NCT04353128,81893
NCT04353128,4137275
NCT04353128,80809
NCT04353128,201254
NCT04353128,43021965
NCT04353128,37311061
NCT04341389,377091
NCT04341389,380378
NCT04341389,372887
NCT04341389,139902
NCT04341389,40589905
NCT04341389,43530807
NCT04341389,4299535
NCT04341389,4188824
NCT04341389,4096326
NCT04341389,43225
NCT04341389,320651
NCT04341389,4064671
NCT04341389,4170148
NCT04341389,44784217
NCT04341389,4081706
NCT04341389,4329847
NCT04341389,44809027
NCT04341389,4307793
NCT04341389,432791
