covidtrialID,measurementOMOPID
NCT04429334,37111521
NCT04359953,4213477
NCT04361461,4216826
NCT04365439,4096101
NCT04342169,4049322
NCT04342169,4213477
NCT04342169,37016292
NCT04342169,4189605
NCT04342169,37111521
NCT04412395,4096101
NCT04412395,4213477
NCT04412395,45766326
NCT04359654,4313591
NCT04359654,4310328
NCT04382768,409491
NCT04344379,4120014
NCT04344379,4099605
NCT04357613,4096101
NCT04357613,4223299
NCT04357613,4158343
NCT04329572,4008859
NCT04359537,37111521
NCT04359537,4216826
NCT04276688,9394
NCT04276688,4064624
NCT04371952,4313591
NCT04371952,40762508
NCT04391179,43012761
NCT04391179,4152194
NCT04391179,4094657
NCT04391179,4189605
NCT04391179,4041531
NCT04391179,45889912
NCT04391179,4039428
NCT04347681,37311061
NCT04299724,4203722
NCT04331665,3630868
NCT04331665,4039428
NCT04331665,4195338
NCT04331665,4094657
NCT04331665,4189605
NCT04331665,4041531
NCT04331665,2212296
NCT04349241,4313591
NCT04349241,4233883
NCT04310865,372052
NCT04310865,414638
NCT04310865,4189605
NCT04310865,4230543
NCT04310865,409491
NCT04310228,37392316
NCT04310228,3630868
NCT04310228,4039428
NCT04273763,414638
NCT04273763,4230543
NCT04273763,19124906
NCT04273763,4203722
NCT04343183,4329601
NCT04343183,4213477
NCT04432766,4480642
NCT04432766,4336683
NCT04432766,44806062
NCT04432766,4189605
NCT04431466,4251729
NCT04431466,403485
NCT04431466,4099154
NCT04431466,4480642
NCT04431466,44808279
NCT04431466,4189605
NCT04431466,19052489
NCT04431466,414638
NCT04401202,4480642
NCT04401202,4336683
NCT04401202,3198682
NCT04410159,45879249
NCT04344548,4310328
NCT04344548,4078242
NCT04344548,4012972
NCT04344548,4323433
NCT04359329,42801108
NCT04332380,4215562
NCT04332380,4213477
NCT04332380,37016292
NCT04308668,37111521
NCT04308668,4216826
NCT04441424,19136048
NCT04382625,36309413
NCT04382625,37392316
NCT04382625,9394
NCT04382625,37016292
NCT04427566,409491
NCT04403100,4313591
NCT04403100,40483579
NCT04403100,4353936
NCT04403100,35621782
NCT04312009,4116363
NCT04312009,21601823
NCT04312009,4480642
NCT04312009,4336683
NCT04312009,3004366
NCT04312009,41932474
NCT04312009,414638
NCT04385836,35803502
NCT04251871,4230543
NCT04251871,4017361
NCT04421027,35919278
NCT04421027,434557
NCT04421027,4148615
NCT04421027,40487382
NCT04421027,4041531
NCT04421027,4094657
NCT04421027,4189605
NCT04421027,4480642
NCT04421027,4336683
NCT04312997,42528779
NCT04320238,45771331
NCT04363346,38004692
NCT04363346,92898
NCT04370015,4216826
NCT04362332,37396703
NCT04362332,4223299
NCT04362332,4216826
NCT04362332,4148981
NCT04343092,4032479
NCT04416048,4267147
NCT04416048,19136048
NCT04416048,35807225
NCT04416048,1112807
NCT04405076,4302666
NCT04405076,4152194
NCT04405076,42739976
NCT04405076,4057304
NCT04405076,4216067
NCT04405076,4078242
NCT04331899,4313591
NCT04331899,4310328
NCT04331899,4078242
NCT04331899,4012972
NCT04435808,4169076
NCT04435808,40218805
NCT04276896,46235693
NCT04276896,4014007
NCT04276896,4013106
NCT04276896,4203722
NCT04324021,40484211
NCT04324021,4073317
NCT04324021,4233883
NCT04324021,45771331
NCT04324021,4223299
NCT04324021,4480642
NCT04324021,4152194
NCT04324021,415479
NCT04396106,4313591
NCT04396106,4329601
NCT04396106,4096101
NCT04396106,4152194
NCT04396106,415479
NCT04396106,414638
NCT04396106,4189605
NCT04346628,45882878
NCT04346628,4012972
NCT04346628,4078242
NCT04357457,4023409
NCT04357457,4182879
NCT04357457,421086
NCT04357457,3027946
NCT04357457,4152194
NCT04364763,4310328
NCT04364763,4313591
NCT04360356,4326594
NCT04360356,4189605
NCT04434131,409491
NCT04322565,4073317
NCT04321616,44806062
NCT04359901,4313591
NCT04332094,414638
NCT04332094,4189605
NCT04332094,4213477
NCT04398290,4310328
NCT04398290,4096101
NCT04398290,409491
NCT04398290,4108582
NCT04363203,4336683
NCT04363203,4189605
NCT04363203,4041531
NCT04363203,4323433
NCT04363203,9394
NCT04363203,19124906
NCT04370782,4213477
NCT04370782,45757521
NCT04370782,4199139
NCT04323592,373182
NCT04330638,4148615
NCT04330638,4039428
NCT04330638,4015824
NCT04330638,3198682
NCT04330638,4094448
NCT04330638,4041162
NCT04328961,4169076
NCT04387760,4480642
NCT04387760,42938106
NCT04387760,37016292
NCT04387760,4250175
NCT04335123,4326744
NCT04335123,4236347
NCT04335123,19049024
NCT04335123,4108582
NCT04335123,45766326
NCT04335123,438878
NCT04320277,415756
NCT04334460,434557
NCT04334460,4353936
NCT04334460,4041531
NCT04334460,4094657
NCT04334460,4189605
NCT04334460,2212296
NCT04348461,4353936
NCT04363463,409491
NCT04363463,19025274
NCT04363463,4313591
NCT04356833,19054702
NCT04261907,4313591
NCT04261907,40762508
NCT04261907,4096101
NCT04261907,4353936
NCT04261907,37016292
NCT04261907,4189605
NCT04261907,4203722
NCT04357444,40664854
NCT04357444,4250175
NCT04357444,4134118
NCT04341727,4026077
NCT04341727,4336683
NCT04341727,37392316
NCT04341727,45890528
NCT04341727,19124906
NCT04412538,4261867
NCT04412538,4245997
NCT04412538,403485
NCT04412538,4078242
NCT04412538,528323
NCT04412538,4216067
NCT04412538,409491
NCT04412538,37399126
NCT04389840,4158499
NCT04389840,4089466
NCT04389840,4041531
NCT04389840,4094657
NCT04389840,4189605
NCT04389840,4267147
NCT04389840,4012972
NCT04424134,4213477
NCT04361643,4189605
NCT04361643,4041531
NCT04361643,45890528
NCT04361643,35628804
NCT04382651,414638
NCT04382651,4189605
NCT04382651,46271813
NCT04382651,4148615
NCT04382651,4136121
NCT04382651,4336683
NCT04382651,40764999
NCT04382651,4041878
NCT04382651,42739976
NCT04317092,414638
NCT04317092,4189605
NCT04317092,3630868
NCT04317092,4039428
NCT04362137,4013964
NCT04362137,372052
NCT04405908,36203495
NCT04405908,4216067
NCT04405908,4094448
NCT04405908,4302666
NCT04405908,45763594
NCT04405908,4245997
NCT04350684,4008859
NCT04350684,4172077
NCT04375202,2212296
NCT04375202,4189605
NCT04375202,414638
NCT04375202,3630868
NCT04375202,4039428
NCT04389580,4245997
NCT04341584,4148615
NCT04341584,4244232
NCT04341584,4039428
NCT04341584,4010408
NCT04341584,414638
NCT04341584,4213477
NCT04345614,46234712
NCT04345614,4152194
NCT04345614,4126465
NCT04345614,415479
NCT04345614,44790067
NCT04376034,45876012
NCT04351620,4152194
NCT04351620,415479
NCT04351620,9394
NCT04351620,4302666
NCT04331613,37016292
NCT04331613,4310328
NCT04420741,37398711
NCT04420741,4223299
NCT04359810,36309853
NCT04402944,404903
NCT04425460,4211515
NCT04425460,414638
NCT04425460,4094657
NCT04425460,4189605
NCT04425460,4310328
NCT04425460,4096101
NCT04425460,410346
NCT04425460,4353936
NCT04425460,2212296
NCT04382729,4245997
NCT04437823,4250175
NCT04334967,2212296
NCT04365517,4213477
NCT04365517,4078242
NCT04365517,703443
NCT04390152,414638
NCT04390152,4189605
NCT04390152,4213477
NCT04408209,4108582
NCT04408209,45890528
NCT04379336,4013105
NCT04341285,42035945
NCT04415073,4627004
NCT04415073,434557
NCT04415073,35807417
NCT04326920,4298431
NCT04326920,4015824
NCT04326920,4094448
NCT04326920,37397915
NCT04348695,4281232
NCT04252274,46271813
NCT04345848,4267147
NCT04345848,45889912
NCT04360824,2212296
NCT04360824,37111521
NCT04353180,4245997
NCT04399798,45889912
NCT04399798,4148615
NCT04399798,44782659
NCT04399798,2212296
NCT04399798,4014007
NCT04399798,4078242
NCT04412057,4150345
NCT04399980,4148615
NCT04399980,4108582
NCT04399980,434557
NCT04399980,4296023
NCT04346615,4336683
NCT04346615,4094448
NCT04346615,722871
NCT04346615,42642819
NCT04346615,4012972
NCT04346615,4189605
NCT04346615,414638
NCT04346615,45890528
NCT04346615,434557
NCT04358783,4313591
NCT04358783,43012222
NCT04358783,4233883
NCT04388410,4073076
NCT04391140,4245997
NCT04391140,4353936
NCT04363437,4313591
NCT04363437,913915
NCT04363437,4013259
NCT04363437,4041531
NCT04363437,4094657
NCT04363437,4189605
NCT04332042,4223299
NCT04332042,2212296
NCT04332042,45889912
NCT04332042,4254663
NCT04332042,4148615
NCT04332042,4267147
NCT04351516,37111521
NCT04351516,4223299
NCT04351516,45890528
NCT04351516,37392316
NCT04351516,45889912
NCT04351516,37394163
NCT04351516,1338985
NCT04351516,4096101
NCT04351516,4313591
NCT04334382,4049322
NCT04334382,4213477
NCT04334382,37016292
NCT04334382,4189605
NCT04334382,4189605
NCT04334382,37111521
NCT04414124,19025274
NCT04344756,4244232
NCT04377477,703443
NCT04377477,409491
NCT04424901,4267147
NCT04424901,4152194
NCT04424901,40481601
NCT04278963,37111521
NCT04278963,4096101
NCT04278963,4233883
NCT04278963,372052
NCT04278963,421378
NCT04278963,4189605
NCT04278963,4230543
NCT04278963,409491
NCT04362189,4078242
NCT04275388,4078242
NCT04372628,4094657
NCT04372628,4189605
NCT04372628,4041531
NCT04372628,4216826
NCT04381884,4081164
NCT04352933,4336683
NCT04379492,4216826
NCT04379492,407467
NCT04379492,4041531
NCT04379492,4094595
NCT04379492,2212296
NCT04344041,4310328
NCT04344041,4096101
NCT04329611,37016292
NCT04329611,35623426
NCT04334928,4480642
NCT04334928,4213477
NCT04334928,37111521
NCT04334928,9394
NCT04351763,4064885
NCT04351763,4126465
NCT04351763,4108582
NCT04361032,412476
NCT04361032,4039428
NCT04335305,913919
NCT04335305,46235695
NCT04368000,4154803
NCT04368000,435371
NCT04368000,419885
NCT04368000,4150345
NCT04325061,4027726
NCT04325061,4353936
NCT04325061,4353713
NCT04325061,4353936
NCT04357730,1321341
NCT04357730,4230543
NCT04357730,4126465
NCT04357730,415479
NCT04357730,4306239
NCT04357730,4267147
NCT04357730,37076447
NCT04357730,19054702
NCT04408235,4267147
NCT04408235,4306239
NCT04408235,4307179
NCT04408235,4336683
NCT04408235,40764999
NCT04408235,409491
NCT04327206,4048692
NCT04327206,4173939
NCT04327206,434557
NCT04321993,36684937
NCT04321993,4041531
NCT04321993,4094657
NCT04321993,4189605
NCT04321993,4336683
NCT04384380,37392316
NCT04384380,4480642
NCT04384380,4336683
NCT04384380,43009039
NCT04384380,415514
NCT04384380,37397755
NCT04357860,36684937
NCT04357860,4148615
NCT04357860,4267147
NCT04357860,414638
NCT04357860,4189605
NCT04357860,4081164
NCT04383548,703439
NCT04383548,4120014
NCT04328272,37396703
NCT04328272,2212296
NCT04328272,4189605
NCT04328272,4041531
NCT04328272,4322628
NCT04328272,4245997
NCT04352751,19136048
NCT04347382,4125556
NCT04344730,3027946
NCT04320056,4099592
NCT04320056,3027946
NCT04343976,4267147
NCT04343976,4013251
NCT04343976,4148615
NCT04343976,45889912
NCT04343976,4269845
NCT04343976,41931377
NCT04343976,4306239
NCT04343976,4322628
NCT04343976,2212761
NCT04377646,4216826
NCT04363866,4112232
NCT04324996,414638
NCT04324996,4189605
NCT04324996,3630868
NCT04324996,4039428
NCT04382040,36713682
NCT04374526,4233883
NCT04361435,1340128
NCT04361435,4329601
NCT04348071,3739306
NCT04348071,4148615
NCT04348071,45889912
NCT04348071,4013964
NCT04348071,434557
NCT04409873,4215562
NCT04384900,4353953
NCT04384900,44807883
NCT04401423,372052
NCT04401423,45765672
NCT04352400,4336683
NCT04352400,37016292
NCT04352400,4126465
NCT04352400,45889912
NCT04352400,37399161
NCT04352400,3027946
NCT04352400,4310328
NCT04352400,4017403
NCT04352400,37116008
NCT04352400,19049024
NCT04307693,2212296
NCT04307693,4189605
NCT04307693,4041531
NCT04420247,414638
NCT04420247,4189605
NCT04420247,4336683
NCT04405570,45889912
NCT04405570,4267147
NCT04405570,4480642
NCT04405570,4336683
NCT04405570,4094657
NCT04405570,4189605
NCT04405570,414638
NCT04405570,2212296
NCT04405570,4078242
NCT04405570,4081164
NCT04405570,37394135
NCT04356482,19025274
NCT04382066,4322628
NCT04382066,45889912
NCT04382066,3630868
NCT04382066,4039428
NCT04382066,42007031
NCT04382066,45890528
NCT04382066,4294804
NCT04382066,2212296
NCT04382066,4009409
NCT04382066,4223299
NCT04382066,4008859
NCT04366323,4323433
NCT04303507,2212296
NCT04355676,4126465
NCT04355676,44789316
NCT04355676,4148615
NCT04355676,4039428
NCT04355676,2212296
NCT04355676,4189605
NCT04355676,414638
NCT04355676,2212227
NCT04355676,19136048
NCT04355676,4099154
NCT04355676,37111521
NCT04390594,4216826
NCT04390594,4073752
NCT04354597,4120014
NCT04354597,37111521
NCT04354597,4094657
NCT04354597,4189605
NCT04354597,4041531
NCT04354597,45889912
NCT04354597,4267147
NCT04354597,4212899
NCT04354597,4013251
NCT04354597,4048496
NCT04325893,40483539
NCT04325893,437833
NCT04325893,4008859
NCT04325893,4136121
NCT04377750,3630868
NCT04377750,4039428
NCT04365127,414638
NCT04365127,4189605
NCT04364022,45771331
NCT04364022,2212296
NCT04364022,314664
NCT04364022,4216826
NCT04384445,4055285
NCT04384445,44809806
NCT04345276,4313591
NCT04345276,40762508
NCT04345276,4096101
NCT04345276,410346
NCT04345276,4353936
NCT04345276,37016292
NCT04345276,4189605
NCT04345276,4250175
NCT04418128,43012577
NCT04418128,414638
NCT04418128,4189605
NCT04393727,4233883
NCT04333628,4224504
NCT04333628,42538697
NCT04411667,4126465
NCT04411667,415479
NCT04313322,4323433
NCT04429711,37111521
NCT04351906,2212348
NCT04351906,37016292
NCT04405739,4267147
NCT04405739,45889912
NCT04405739,4213477
NCT04405739,4213477
NCT04405739,40491848
NCT04405739,528323
NCT04405739,4253759
NCT04405739,4245997
NCT04405739,37394135
NCT04280588,414638
NCT04280588,4189605
NCT04280588,3630868
NCT04280588,4039428
NCT04393246,372052
NCT04393246,45765798
NCT04393246,4099592
NCT04393246,4189605
NCT04393246,4189605
NCT04393246,3630868
NCT04393246,2212761
NCT04393246,4175713
NCT04393246,37311061
NCT04273529,37016292
NCT04273529,4189605
NCT04273529,409491
NCT04273529,4250175
NCT04385095,37044592
NCT04323631,9394
NCT04323631,4323433
NCT04273581,37016292
NCT04273581,4189605
NCT04273581,409491
NCT04344080,37016292
NCT04404361,4078242
NCT04404361,4081164
NCT04404361,409491
NCT04404361,4013964
NCT04404361,2212227
NCT04404361,9394
NCT04404361,4112232
NCT04404361,43012761
NCT04403243,4213477
NCT04370236,37392316
NCT04387240,4148981
NCT04366232,4148615
NCT04366232,4189605
NCT04366232,414638
NCT04366232,4267147
NCT04397328,4253759
NCT04397328,42599524
NCT04397328,4224504
NCT04397328,4064881
NCT04397328,36684836
NCT04302766,37392316
NCT04302766,4336683
NCT04397718,4048496
NCT04344288,4152194
NCT04344288,4096101
NCT04441398,4268323
NCT04356534,19136048
NCT04426201,414638
NCT04426201,4189605
NCT04426201,4215562
NCT04426201,40483383
NCT04392414,4013964
NCT04359277,4322628
NCT04359277,2212296
NCT04359277,4267147
NCT04359277,45889912
NCT04359277,4323715
NCT04431453,4041531
NCT04431453,4094657
NCT04431453,4189605
NCT04431453,4480642
NCT04431453,4336683
NCT04355429,4041162
NCT04435314,4120014
NCT04435314,4268323
NCT04435314,913916
NCT04385186,37311061
NCT04385186,4039428
NCT04385186,19136048
NCT04385186,19062817
NCT04293887,409491
NCT04381377,409491
NCT04356690,4148615
NCT04356690,4267147
NCT04356690,45890528
NCT04356690,2212296
NCT04356690,4081164
NCT04333368,4134118
NCT04350593,4336683
NCT04350593,44789315
NCT04327349,316866
NCT04327349,4024656
NCT04386850,761935
NCT04386850,45878816
NCT04386850,4013984
NCT04358939,4245997
NCT04358939,4353936
NCT04388709,2212333
NCT04388709,2212761
NCT04349098,4152194
NCT04349098,44789316
NCT04349098,4148615
NCT04349098,4039428
NCT04349098,2212296
NCT04349098,4189605
NCT04349098,4041531
NCT04349098,4230543
NCT04349098,19136048
NCT04399889,45890528
NCT04399889,4267147
NCT04379518,4310328
NCT04379518,40762508
NCT04379518,410346
NCT04379518,4143632
NCT04379518,926978
NCT04379518,4253759
NCT04363060,4213477
NCT04394117,4480642
NCT04394117,37016292
NCT04348305,37398643
NCT04377620,372052
NCT04377620,45766326
NCT04342182,4120014
NCT04342182,37111521
NCT04342182,4039428
NCT04342182,37075076
NCT04417335,4078242
NCT04345523,4336683
NCT04380519,4148615
NCT04380519,4298431
NCT04380519,4267147
NCT04380519,4041531
NCT04380519,4094657
NCT04380519,4189605
NCT04380519,2212296
NCT04380519,4150345
NCT04380519,43012761
NCT04358211,409491
NCT04351724,37392316
NCT04351724,4213477
NCT04351724,43012761
NCT04320615,434557
NCT04320615,409491
NCT04320615,42739976
NCT04320615,4041531
NCT04320615,4094657
NCT04320615,4189605
NCT04320615,4148615
NCT04320615,4267147
NCT04374279,4041531
NCT04374279,4094657
NCT04374279,4189605
NCT04374279,19025274
NCT04374279,4313591
NCT04374279,4245997
NCT04358068,19124906
NCT04358068,9394
NCT04358068,4150754
NCT04403269,4169175
NCT04403269,36308424
NCT04403269,4300816
NCT04327388,4189605
NCT04327388,414638
NCT04327388,4039428
NCT04347941,4313591
NCT04341116,36712924
NCT04341116,45889912
NCT04341116,4148615
NCT04341116,4039428
NCT04400058,4153375
NCT04400058,4213477
NCT04400058,38004693
NCT04382924,37392316
NCT04382924,4336683
NCT04291053,4308014
NCT04386239,4189605
NCT04386239,414638
NCT04386239,4148615
NCT04386239,4267147
NCT04346589,4006833
NCT04358406,44806832
NCT04358406,40480608
NCT04358406,19025274
NCT04358406,37111521
NCT04324463,4136121
NCT04329832,4049322
NCT04329832,4213477
NCT04329832,37111521
NCT04422509,4094657
NCT04355052,4148981
NCT04355052,3630868
NCT04355052,4189605
NCT04355052,414638
NCT04355052,9394
NCT04355052,37116827
NCT04355052,4081164
NCT04355052,4245997
NCT04311697,4150345
NCT04311697,37393856
NCT04311697,4223299
NCT04311697,4009409
NCT04311697,3014315
NCT04338126,1303425
NCT04313023,36713682
NCT04313023,35622294
NCT04354831,409491
NCT04323514,4057316
NCT04410328,35807312
NCT04410328,45889912
NCT04410328,4267147
NCT04410328,4008099
NCT04410328,4236347
NCT04379271,4298431
NCT04379271,4267147
NCT04379271,4230543
NCT04379271,4041531
NCT04379271,4171925
NCT04379271,4171925
NCT04379271,43532213
NCT04379271,37016292
NCT04379271,4223299
NCT04357782,4336683
NCT04343755,4208169
NCT04343755,37311061
NCT04343755,37019782
NCT04343755,4189605
NCT04343755,414638
NCT04373044,4327886
NCT04373044,4041531
NCT04373044,4094657
NCT04373044,4189605
NCT04373044,4148615
NCT04373044,40487382
NCT04373044,45889912
NCT04373044,4480642
NCT04373044,4213477
NCT04276987,2212296
NCT04276987,37016292
NCT04276987,19136048
NCT04425772,37392316
NCT04425772,4213477
NCT04373733,4189605
NCT04373733,414638
NCT04373733,4336683
NCT04386447,4073321
NCT04386447,4213477
NCT04386447,4216826
NCT04386447,4207643
NCT04360759,415514
NCT04360759,4213477
NCT04331795,4189605
NCT04331795,414638
NCT04331795,4148615
NCT04331795,4039428
NCT04331795,35200995
NCT04331795,2212761
NCT04331795,4245997
NCT04356937,4148615
NCT04356937,4039428
NCT04356937,37392316
NCT04356937,4055286
NCT04427098,4267147
NCT04427098,4306239
NCT04427098,4307179
NCT04427098,4099154
NCT04350320,4213477
NCT04350320,4189605
NCT04350320,4041301
NCT04350320,35917325
NCT04353037,37311061
NCT04353037,37311061
NCT04353037,40769164
NCT04353037,409491
NCT04353037,4108582
NCT04330300,4323433
NCT04330300,4326744
NCT04366245,43012761
NCT04366245,2212333
NCT04366245,4336683
NCT04357808,4189605
NCT04357808,414638
NCT04357808,4148615
NCT04357808,4267147
NCT04357808,4120014
NCT04384731,37111521
NCT04384731,3036277
NCT04342650,4310328
NCT04342650,4313591
NCT04335201,4150345
NCT04335201,40762508
NCT04335201,4353936
NCT04335201,4233883
NCT04432103,4161294
NCT04432103,45876012
NCT04252664,37016292
NCT04252664,4189605
NCT04252664,4042999
NCT04252664,4480642
NCT04252664,409491
NCT04333355,45889912
NCT04333355,4039428
NCT04361214,4250175
NCT04361214,4302666
NCT04343768,4008859
NCT04343768,4172077
NCT04424797,4313591
NCT04424797,4239408
NCT04424797,4329601
NCT04424797,4152194
NCT04424797,4126465
NCT04424797,4150345
NCT04280705,4041531
NCT04280705,4189605
NCT04280705,4480642
NCT04280705,4336683
NCT04395911,37018292
NCT04395911,40758873
NCT04260594,4313591
NCT04260594,4310328
NCT04260594,40762508
NCT04260594,4353936
NCT04260594,4267147
NCT04260594,45889912
NCT04260594,4230543
NCT04260594,4094657
NCT04260594,4189605
NCT04260594,4041531
NCT04260594,4013964
NCT04260594,45765671
NCT04260594,4306576
NCT04260594,4245261
NCT04260594,4055285
NCT04421508,410112
NCT04421508,409491
NCT04421508,4108582
NCT04340557,4213477
NCT04340557,2212296
NCT04323228,4148981
NCT04381962,4010497
NCT04381962,4192937
NCT04381962,19049024
NCT04381962,4206766
NCT04380701,4078242
NCT04380701,405732
NCT04374149,43012761
NCT04374149,434557
NCT04374149,2212296
NCT04374149,4148615
NCT04374149,4267147
NCT04330586,2212296
NCT04330586,4189605
NCT04330586,414638
NCT04338958,431447
NCT04338958,414638
NCT04338958,4189605
NCT04338958,4148615
NCT04338958,4267147
NCT04338958,45889912
NCT04338958,4296023
NCT04273646,37018292
NCT04388683,4336683
NCT04388683,4013964
NCT04373707,4213477
NCT04373707,35805046
NCT04369469,4203722
NCT04366063,4480642
NCT04366063,4336683
NCT04366063,37018292
NCT04334148,45771331
NCT04334148,9394
NCT04429529,45771331
NCT04429529,45889912
NCT04429529,4078242
NCT04390178,4480642
NCT04394377,4039428
NCT04394377,41905185
NCT04394377,45765798
NCT04394377,4326744
NCT04394377,44789316
NCT04394377,4306239
NCT04394377,2212296
NCT04394377,45766326
NCT04377672,409491
NCT04407130,4096101
NCT04407130,4120014
NCT04407130,4095055
NCT04415060,36716951
NCT04386616,409491
NCT04386616,42739976
NCT04386616,4081164
NCT04386616,4211531
NCT04386616,414638
NCT04386616,4189605
NCT04386616,413511
NCT04336332,703439
NCT04345861,4096101
NCT04345861,4336683
NCT04345861,9394
NCT04401527,4298393
NCT04401527,19136048
NCT04401527,45889912
NCT04401527,2212296
NCT04401527,4078242
NCT04392232,4120014
NCT04392232,4313591
NCT04392232,4310328
NCT04392232,4224504
NCT04392232,2212333
NCT04392232,40487382
NCT04392232,4152673
NCT04336904,4211515
NCT04336904,414638
NCT04336904,4094657
NCT04336904,4189605
NCT04336904,4310328
NCT04336904,4096101
NCT04336904,410346
NCT04336904,4353936
NCT04336904,2212296
NCT04336904,45766326
NCT04336904,4013964
NCT04326790,4336683
NCT04336748,4216826
NCT04433910,4108582
NCT04433910,45890528
NCT04433910,414638
NCT04433910,4189605
NCT04442230,3010647
NCT04442230,4301868
NCT04442230,4245997
NCT04442230,2212296
NCT04390412,4405019
NCT04414098,4039428
NCT04414098,3630868
NCT04414098,45889912
NCT04414098,4195338
NCT04414098,4094657
NCT04414098,4189605
NCT04414098,4041531
NCT04414098,45890528
NCT04381338,44789315
NCT04315948,4095055
NCT04315948,4336683
NCT04315948,4078242
NCT04368156,316866
NCT04389450,4099154
NCT04389450,4013964
NCT04389450,4230543
NCT04389450,92898
NCT04389450,1344143
NCT04412291,4336683
NCT04412291,44789315
NCT04412291,44789316
NCT04412291,4012972
NCT04412291,4148615
NCT04412291,4094657
NCT04412291,4189605
NCT04412291,4041531
NCT04412291,4039428
NCT04412291,434557
NCT04412291,414928
NCT04365738,4310328
NCT04365738,4326744
NCT04322396,4336683
NCT04428008,44812133
NCT04366960,372052
NCT04379479,4066824
NCT04392453,35623426
NCT04422678,4230543
NCT04422678,4094657
NCT04422678,4189605
NCT04422678,4041531
NCT04422678,2212296
NCT04373460,4253759
NCT04334629,4093836
NCT04438057,4322628
NCT04438057,2212296
NCT04412668,43012761
NCT04412668,4245997
NCT04412668,37111521
NCT04416334,4189605
NCT04416334,421471
NCT04315480,4148615
NCT04315480,4267147
NCT04315480,414638
NCT04360122,4057304
NCT04361474,4120014
NCT04361474,4057304
NCT04370288,4213477
NCT04370288,4189605
NCT04370288,4041301
NCT04291729,4313591
NCT04291729,40762508
NCT04291729,4096101
NCT04291729,410346
NCT04291729,4353936
NCT04291729,37016292
NCT04291729,4189605
NCT04291729,4250175
NCT04347239,1507835
NCT04347239,4126465
NCT04347239,44789316
NCT04374552,4216826
NCT04336254,37016292
NCT04336254,4189605
NCT04336254,4480642
NCT04257656,37016292
NCT04257656,4189605
NCT04257656,409491
NCT04257656,4480642
NCT04340544,19071968
NCT04436471,4203722
NCT04436471,4152194
NCT04436471,415479
NCT04436471,4239408
NCT04321096,4133775
NCT04321096,45771331
NCT04321096,4195338
NCT04321096,4480642
NCT04321096,4336683
NCT04321096,4013964
NCT04321096,409491
NCT04321096,272118
NCT04335084,35936749
NCT04335084,317576
NCT04335084,37392316
NCT04335084,4230543
NCT04397510,4039428
NCT04411433,4211515
NCT04411433,414638
NCT04411433,4094657
NCT04411433,4189605
NCT04411433,2212296
NCT04411433,4096101
NCT04328441,4078242
NCT04322682,4480642
NCT04322682,4336683
NCT04396067,4245997
NCT04396067,4148615
NCT04396067,4042563
NCT04396067,4211515
NCT04396067,4094657
NCT04396067,4171925
NCT04396067,4230543
NCT04396067,45890528
NCT04396067,4267147
NCT04396067,4306239
NCT04396067,4294804
NCT04396067,36717332
NCT04388826,4041531
NCT04388826,4094657
NCT04388826,4189605
NCT04388826,4230543
NCT04388826,2212296
NCT04388826,2212924
NCT04388826,37397755
NCT04338828,36685446
NCT04332107,4216826
NCT04379076,414638
NCT04379076,4189605
NCT04379076,4215562
NCT04379076,40483383
NCT04384497,4480642
NCT04368728,4078242
NCT04368728,4245997
NCT04368728,43303
NCT04368728,4013829
NCT04368728,4064473
NCT04368728,528323
NCT04368728,19130963
NCT04414618,4310328
NCT04414618,4216826
NCT04414618,4048496
NCT04414618,4189605
NCT04414618,414638
NCT04414618,4013964
NCT04414618,4148615
NCT04414618,4267147
NCT04414618,45889912
NCT04418531,19025274
NCT04418531,4006833
NCT04367168,2212296
NCT04395768,45765671
NCT04345601,35805046
NCT04398303,409455
NCT04398303,37111521
NCT04398303,3027946
NCT04358081,2212296
NCT04359290,37392316
NCT04372589,4126465
NCT04372589,415479
NCT04372589,4267147
NCT04372589,4306239
NCT04372589,3042436
NCT04372589,45889912
NCT04321278,4042563
NCT04321278,4041531
NCT04321278,4094657
NCT04321278,4189605
NCT04321278,37397755
NCT04381988,43303
NCT04381988,42079668
NCT04381988,4148615
NCT04381988,4216826
NCT04381988,418114
NCT04404218,2212296
NCT04370834,43012761
NCT04370834,434557
NCT04427501,4310328
NCT04427501,4096101
NCT04427501,4353936
NCT04427501,4313591
NCT04427501,40218805
NCT04427501,40218805
NCT04412772,42739976
NCT04412772,4041531
NCT04412772,4094657
NCT04412772,4189605
NCT04412772,4148615
NCT04412772,4267147
NCT04412772,4233883
NCT04418505,4039922
NCT04418505,4078242
NCT04355728,4233883
NCT04355728,4189605
NCT04355728,414638
NCT04355728,3027946
NCT04355728,4008859
NCT04366271,4150345
NCT04366271,4152194
NCT04366271,4126465
NCT04366271,4239021
NCT04366271,4010052
NCT04366271,4081164
NCT04366271,4303257
NCT04352803,409491
NCT04352803,4245997
NCT04352803,45875986
NCT04352803,4175016
NCT04352803,4039428
NCT04410354,414638
NCT04410354,45890528
NCT04410354,4306239
NCT04410354,4336683
NCT04414631,37016292
NCT04345653,2212296
NCT04410510,37311061
NCT04410510,40762508
NCT04410510,4353936
NCT04390061,4223299
NCT04390061,2212296
NCT04390061,45889912
NCT04390061,4254663
NCT04390061,4148615
NCT04390061,4267147
NCT04397497,4233883
NCT04397497,4148615
NCT04397497,434557
NCT04397497,4223299
NCT04397497,42739976
NCT04371640,4310328
